mol_idx,top_score,error,frequency,tier,mean_top_score,std_top_score,agreement_rate,predictive_entropy
1379,0.05899469,1,0,1) very rare (1-5),0.050602812,0.025323937,0.3,6.714657406801047
1380,0.20831971,1,6,2) rare (6-20),0.11669239,0.05798532,0.65,5.742549489625354
1381,0.99559253,0,211,4) very common (100+),0.904294,0.074452475,1.0,1.0471344992541838
1382,0.775187,1,13,2) rare (6-20),0.47718963,0.1239437,1.0,3.897298072166937
1383,0.1593495,1,0,1) very rare (1-5),0.07881062,0.042860378,0.75,7.113981060664883
1384,0.1529114,1,0,1) very rare (1-5),0.06890849,0.034037866,0.45,7.170294993855714
1385,0.22202551,1,0,1) very rare (1-5),0.13326396,0.05602139,0.7,5.35358896655575
1386,0.43724972,0,105,4) very common (100+),0.26124614,0.08283618,0.8,4.409031683548244
1387,0.24185295,0,2,1) very rare (1-5),0.085261,0.03042132,0.95,7.38892920065418
1388,0.9963232,0,1000,4) very common (100+),0.96558034,0.016916063,1.0,0.31611320356261663
1389,0.178564,1,1,1) very rare (1-5),0.09462778,0.030972451,0.45,6.725575447945513
1390,0.95357066,1,8,2) rare (6-20),0.6880071,0.13019274,1.0,2.916676775522573
1391,0.08807784,1,30,3) common (21-100),0.06388895,0.021396924,0.3,6.858482568651763
1392,0.48865515,1,1,1) very rare (1-5),0.2926965,0.116737306,0.85,4.122383536959952
1393,0.552006,1,0,1) very rare (1-5),0.20205343,0.07941943,1.0,6.400660367111322
1394,0.19729674,0,0,1) very rare (1-5),0.11776736,0.036514126,0.6,6.112296641210251
1395,0.7705931,0,62,3) common (21-100),0.4225084,0.15416954,1.0,4.649725143508343
1396,0.49598283,1,2,1) very rare (1-5),0.39862305,0.11375202,0.8,3.6252135378978982
1397,0.9801696,0,142,4) very common (100+),0.83249915,0.11703461,1.0,1.3704239511830718
1398,0.32965252,1,0,1) very rare (1-5),0.12362301,0.06473427,0.9,6.638707289710882
1399,0.50121343,1,7,2) rare (6-20),0.29945734,0.10280377,0.75,4.718257498342499
1400,0.7697422,1,0,1) very rare (1-5),0.36745524,0.14491077,1.0,5.072288595496948
1401,0.17466107,0,2,1) very rare (1-5),0.13517803,0.06761128,0.35,6.09480920754729
1402,0.4039791,0,6,2) rare (6-20),0.30356658,0.111398116,0.65,3.27598508375111
1403,0.40146962,1,274,4) very common (100+),0.31383866,0.0933031,0.6,4.034766400289183
1404,0.36671838,0,5,1) very rare (1-5),0.29528025,0.078713335,0.6,3.964291736269588
1405,0.6752738,0,142,4) very common (100+),0.3688137,0.1191009,0.85,4.375412401050542
1406,0.45003137,1,58,3) common (21-100),0.32414436,0.083348356,0.65,4.018541424068324
1407,0.9786189,0,166,4) very common (100+),0.801871,0.12409123,1.0,2.0269338569983555
1408,0.48293805,0,261,4) very common (100+),0.20037706,0.081574276,1.0,6.624383296811056
1409,0.43258783,0,107,4) very common (100+),0.19925211,0.12355062,0.9,5.406395385702892
1410,0.39424556,1,0,1) very rare (1-5),0.14811322,0.043576624,0.85,6.563834507582408
1411,0.8517698,0,3,1) very rare (1-5),0.6419164,0.17290534,0.95,2.026816489754674
1412,0.98305964,1,1070,4) very common (100+),0.8571483,0.061863042,1.0,1.2652185518963113
1413,0.6337006,0,32,3) common (21-100),0.327815,0.124330476,1.0,5.298926300418644
1414,0.15951456,0,2,1) very rare (1-5),0.059460122,0.022112722,0.6,7.236703019184299
1415,0.26964173,1,0,1) very rare (1-5),0.09621863,0.04647192,0.95,6.888280467827341
1416,0.5435182,1,1,1) very rare (1-5),0.3591437,0.12202327,0.65,3.3559146563991313
1417,0.6906144,0,47,3) common (21-100),0.3880013,0.11165861,1.0,4.186153241571911
1418,0.49291772,1,0,1) very rare (1-5),0.28658202,0.111195475,0.9,4.212817737701809
1419,0.37767887,0,421,4) very common (100+),0.19209225,0.08176656,0.85,5.959993138345939
1420,0.98829377,0,700,4) very common (100+),0.94526243,0.036772765,1.0,0.46761567209028776
1421,0.057707623,0,3,1) very rare (1-5),0.030710671,0.015831815,0.4,7.728408108970079
1422,0.047395073,1,0,1) very rare (1-5),0.048278697,0.014877381,0.25,6.65989649755997
1423,0.11745162,0,421,4) very common (100+),0.088122495,0.030129349,0.25,6.500355483119429
1424,0.23686975,1,92,3) common (21-100),0.1369042,0.07832711,0.65,6.542494479937007
1425,0.20368014,0,1,1) very rare (1-5),0.07454061,0.045828253,0.85,7.212876504954188
1426,0.1940363,1,0,1) very rare (1-5),0.079297304,0.028180834,0.65,6.910971709119047
1427,0.2206709,1,3,1) very rare (1-5),0.13771537,0.07601658,0.6,5.516105445448299
1428,0.058734924,1,0,1) very rare (1-5),0.060096692,0.022022873,0.2,6.745905633552192
1429,0.9574138,0,1000,4) very common (100+),0.843366,0.08507954,1.0,1.0112762904931472
1430,0.060274515,1,0,1) very rare (1-5),0.048981614,0.02320249,0.4,7.38218630989366
1431,0.7409963,0,237,4) very common (100+),0.4646359,0.1237608,1.0,3.7766151848446783
1432,0.12923913,1,6,2) rare (6-20),0.08087687,0.043029413,0.6,6.724643741416477
1433,0.7203079,0,9,2) rare (6-20),0.56725985,0.1299977,0.95,1.9871202334291915
1434,0.3345222,1,0,1) very rare (1-5),0.18744351,0.067917146,0.65,4.881300950959
1435,0.33502465,0,1290,4) very common (100+),0.13766298,0.06153573,0.7,6.376675235642324
1436,0.5369351,0,13,2) rare (6-20),0.3819428,0.154748,0.75,2.9589361454203633
1437,0.2260169,1,421,4) very common (100+),0.0965202,0.051228736,0.8,6.593688539556185
1438,0.3107199,0,105,4) very common (100+),0.111215755,0.05801326,0.95,7.189155093292168
1439,0.18305744,1,31,3) common (21-100),0.12194027,0.03663642,0.45,5.639474013491985
1440,0.4737547,0,237,4) very common (100+),0.2794324,0.12309217,0.7,4.713250574030502
1441,0.91055596,1,89,3) common (21-100),0.66827834,0.11267104,1.0,2.6925402790379716
1442,0.080702014,1,0,1) very rare (1-5),0.03682688,0.01933108,0.45,7.592427227179343
1443,0.7785603,1,2,1) very rare (1-5),0.5618743,0.11648191,1.0,2.5437582241349475
1444,0.15341699,0,0,1) very rare (1-5),0.0876749,0.036830213,0.5,6.786242489967259
1445,0.22438641,0,1,1) very rare (1-5),0.09546729,0.035317287,0.85,7.070213114235193
1446,0.31488332,0,35,3) common (21-100),0.1725778,0.07820174,0.7,6.3778083651567306
1447,0.5726563,0,1070,4) very common (100+),0.44960648,0.10672542,0.7,2.5033848316462484
1448,0.4385956,0,3,1) very rare (1-5),0.20119457,0.09190892,0.85,5.910608571559372
1449,0.5238321,1,1290,4) very common (100+),0.2548924,0.08697651,0.85,5.458187070178263
1450,0.38258973,1,3,1) very rare (1-5),0.13587335,0.044316296,0.95,6.25210578038746
1451,0.8649408,0,89,3) common (21-100),0.51772356,0.1527509,1.0,3.823711708935586
1452,0.32251915,1,0,1) very rare (1-5),0.10328815,0.056284007,0.95,6.869222237225044
1453,0.89152724,0,237,4) very common (100+),0.5679281,0.13592215,1.0,3.2670362237478656
1454,0.9910953,0,211,4) very common (100+),0.89508045,0.03997568,1.0,1.0407124307914137
1455,0.88596225,0,1290,4) very common (100+),0.6482121,0.15616493,1.0,2.450607871403189
1456,0.96090025,0,211,4) very common (100+),0.70620185,0.09577926,1.0,2.8113682092737537
1457,0.05158106,0,0,1) very rare (1-5),0.025949335,0.007706021,0.5,7.864679275540405
1458,0.63487935,0,39,3) common (21-100),0.25348294,0.07845764,1.0,5.944880856690466
1459,0.9845696,0,700,4) very common (100+),0.88156766,0.04512021,1.0,1.1471805323372788
1460,0.7120647,0,3,1) very rare (1-5),0.5126523,0.106369644,1.0,2.730984708467755
1461,0.44942406,1,96,3) common (21-100),0.21576934,0.06309516,0.8,5.565414174074114
1462,0.44329116,1,3,1) very rare (1-5),0.28661284,0.05957588,0.6,3.2312799008627566
1463,0.8279623,0,421,4) very common (100+),0.4614362,0.1168414,1.0,4.477043516285537
1464,0.8537493,0,1000,4) very common (100+),0.5236591,0.12581159,1.0,3.5595638591258068
1465,0.47785103,1,118,4) very common (100+),0.38873032,0.11152846,0.8,2.8938457231841297
1466,0.5382627,0,28,3) common (21-100),0.43297023,0.13622226,0.65,2.64734829654168
1467,0.16633292,1,79,3) common (21-100),0.064958856,0.027015146,0.65,7.063690504993487
1468,0.4336594,0,29,3) common (21-100),0.23030314,0.11326341,0.8,4.996495960956068
1469,0.28375822,1,96,3) common (21-100),0.13295427,0.069188,0.6,7.191302683019368
1470,0.6408624,1,0,1) very rare (1-5),0.36683434,0.11941426,1.0,4.397388339227619
1471,0.29291537,1,8,2) rare (6-20),0.12970704,0.06129766,0.75,6.526139883693654
1472,0.052550767,1,8,2) rare (6-20),0.02322719,0.012292944,0.45,8.136954091397296
1473,0.96530783,0,6,2) rare (6-20),0.81927586,0.08660329,1.0,1.3933706765408602
1474,0.6376084,0,5,1) very rare (1-5),0.29886788,0.10918183,1.0,5.646876602394158
1475,0.18482217,1,3,1) very rare (1-5),0.13636795,0.057079345,0.4,5.856020087129446
1476,0.73635477,1,372,4) very common (100+),0.46054226,0.13464771,0.95,3.401971140774163
1477,0.5416651,0,3,1) very rare (1-5),0.2684791,0.11974151,1.0,5.70662498932927
1478,0.07707923,1,4,1) very rare (1-5),0.055362992,0.015982676,0.3,7.079341347968169
1479,0.19319956,0,4,1) very rare (1-5),0.13209748,0.08831589,0.6,6.36473842860086
1480,0.67200255,0,2,1) very rare (1-5),0.36565092,0.11049882,0.95,3.9756904745235317
1481,0.5047402,0,66,3) common (21-100),0.29418448,0.10679439,0.8,4.8722824540736696
1482,0.6009744,0,9,2) rare (6-20),0.40568194,0.10296023,1.0,3.780957335431327
1483,0.086927556,0,82,3) common (21-100),0.06611301,0.017108712,0.3,6.108160552575405
1484,0.9610968,0,1000,4) very common (100+),0.69234717,0.09410148,1.0,2.7353331888465995
1485,0.78661996,0,105,4) very common (100+),0.38946694,0.097004645,1.0,4.667708930406061
1486,0.34126118,1,9,2) rare (6-20),0.18507347,0.058512896,0.75,4.895535912706189
1487,0.98363805,1,142,4) very common (100+),0.9025323,0.04546927,1.0,0.7478221355459947
1488,0.67035645,0,3,1) very rare (1-5),0.4968492,0.10792746,0.95,2.4305754934082673
1489,0.43844116,1,0,1) very rare (1-5),0.21582761,0.09404542,0.85,5.926704249068072
1490,0.059001893,1,6,2) rare (6-20),0.023910217,0.010346243,0.7,8.002332586655804
1491,0.37027004,1,0,1) very rare (1-5),0.2232999,0.06667653,0.5,5.099987188881114
1492,0.28354892,1,1290,4) very common (100+),0.19787565,0.08570416,0.75,4.751253423394006
1493,0.108374774,1,35,3) common (21-100),0.054929297,0.02956438,0.45,7.297121639430434
1494,0.021464985,1,4,1) very rare (1-5),0.013893405,0.006365095,0.25,8.095675424790285
1495,0.83398575,0,74,3) common (21-100),0.524339,0.15459071,1.0,3.4460829288295685
1496,0.36545786,0,96,3) common (21-100),0.23493369,0.064415105,0.65,5.3148859874463845
1497,0.6144773,1,2,1) very rare (1-5),0.37343696,0.12822592,1.0,3.7227907383909438
1498,0.14388745,1,1,1) very rare (1-5),0.07189347,0.044728648,0.5,7.36004688543818
1499,0.7137939,0,700,4) very common (100+),0.70563495,0.12931082,0.85,0.9784555841187529
1500,0.5832639,1,1,1) very rare (1-5),0.28187633,0.08646519,0.85,5.069917795445932
1501,0.1463388,1,0,1) very rare (1-5),0.07387205,0.0372049,0.75,6.796809380144262
1502,0.139978,1,7,2) rare (6-20),0.06410067,0.04744915,0.6,7.368946966475792
1503,0.43627194,1,15,2) rare (6-20),0.2613925,0.097971454,0.95,4.9264841201629
1504,0.22198427,0,3,1) very rare (1-5),0.09280611,0.032825563,0.65,6.714826683098654
1505,0.9310243,0,700,4) very common (100+),0.82571757,0.075408824,1.0,1.1567506566737238
1506,0.6599141,0,268,4) very common (100+),0.3020302,0.07904669,0.9,4.570552089289726
1507,0.9425536,0,85,3) common (21-100),0.6790326,0.114901885,1.0,2.7459529127185887
1508,0.107591055,0,3,1) very rare (1-5),0.088872164,0.028123142,0.2,5.813401233454544
1509,0.05425034,1,0,1) very rare (1-5),0.03110199,0.017603513,0.45,7.880772636868941
1510,0.38740873,1,5,1) very rare (1-5),0.20175633,0.10870018,0.55,5.621514630751679
1511,0.18363683,1,5,1) very rare (1-5),0.063222215,0.042131234,1.0,7.442496319350317
1512,0.43734273,0,3,1) very rare (1-5),0.24246843,0.11508568,0.9,5.2683491473905
1513,0.57624114,1,3,1) very rare (1-5),0.38860118,0.11385035,0.75,3.0352158502775266
1514,0.80792934,1,0,1) very rare (1-5),0.5061393,0.14277834,0.95,3.6890614899081045
1515,0.43962622,1,372,4) very common (100+),0.29150426,0.10084749,0.7,4.791403022341029
1516,0.5804718,0,223,4) very common (100+),0.2266099,0.06092876,1.0,6.317186575367107
1517,0.6574648,1,8,2) rare (6-20),0.4258585,0.13772616,0.85,3.789256462218358
1518,0.8456224,0,1000,4) very common (100+),0.63773316,0.1378749,1.0,2.5006806565230764
1519,0.3068275,1,15,2) rare (6-20),0.20636413,0.06084188,0.6,5.111623691966809
1520,0.9876323,0,275,4) very common (100+),0.91489553,0.044625297,1.0,0.6957777111297891
1521,0.27934992,1,0,1) very rare (1-5),0.08562466,0.045651678,0.75,7.347057578378476
1522,0.91234666,0,14,2) rare (6-20),0.6837653,0.09063391,1.0,2.5052661071093056
1523,0.32290903,0,14,2) rare (6-20),0.19535606,0.09036884,0.8,5.466124095128478
1524,0.36197686,1,142,4) very common (100+),0.27110443,0.0976303,0.55,4.380652753926032
1525,0.7215587,0,1000,4) very common (100+),0.48734394,0.13910063,0.95,3.456580129742931
1526,0.1389594,0,0,1) very rare (1-5),0.07060944,0.049844526,0.95,7.5315230813915655
1527,0.550042,0,65,3) common (21-100),0.23489217,0.12688698,1.0,5.633785900140735
1528,0.33158445,1,0,1) very rare (1-5),0.17968532,0.06660593,0.9,4.995508754882897
1529,0.42715985,0,9,2) rare (6-20),0.26436684,0.10751578,0.7,3.8108235931410963
1530,0.8826035,0,159,4) very common (100+),0.57531106,0.1410091,1.0,3.388584842294316
1531,0.08076834,1,0,1) very rare (1-5),0.04757744,0.014934135,0.6,7.234107316837669
1532,0.73954976,1,1290,4) very common (100+),0.48239392,0.1535255,0.95,3.282428083723803
1533,0.13192986,0,0,1) very rare (1-5),0.08321089,0.045984857,0.4,6.715279594055031
1534,0.16854891,1,8,2) rare (6-20),0.10736631,0.037874434,0.35,6.076420517685276
1535,0.8021724,0,18,2) rare (6-20),0.35549712,0.12914957,1.0,5.207925462629115
1536,0.3959409,1,2,1) very rare (1-5),0.28716236,0.09819599,0.55,3.916440553535754
1537,0.6468768,1,4,1) very rare (1-5),0.33308932,0.120824896,0.9,5.271445719562628
1538,0.15151207,1,118,4) very common (100+),0.061490476,0.039414953,0.75,7.5226276203267215
1539,0.83517665,1,92,3) common (21-100),0.4469502,0.12292813,1.0,4.8114803408286875
1540,0.7104714,1,62,3) common (21-100),0.5960135,0.09551417,0.8,1.8487683612876575
1541,0.8462595,0,1,1) very rare (1-5),0.4737422,0.09652477,1.0,3.9983774362143527
1542,0.047045887,1,3,1) very rare (1-5),0.026091153,0.011858658,0.4,8.006426858251864
1543,0.30558616,0,1290,4) very common (100+),0.15960756,0.043045178,0.65,6.625094200018385
1544,0.7710394,0,19,2) rare (6-20),0.38021556,0.11715837,1.0,5.110320739629228
1545,0.66043353,0,1290,4) very common (100+),0.4476881,0.111109115,0.9,3.8194773346761197
1546,0.06415672,1,0,1) very rare (1-5),0.04673933,0.015698772,0.25,7.064180370578391
1547,0.74511135,1,1070,4) very common (100+),0.46327248,0.13832542,1.0,3.4914702458173563
1548,0.20362073,0,4,1) very rare (1-5),0.15728226,0.039868195,0.4,4.9641908813012705
1549,0.82278746,0,106,4) very common (100+),0.6652087,0.14164923,0.95,1.7319588538780493
1550,0.695662,0,19,2) rare (6-20),0.3493067,0.14996514,1.0,4.952627968281915
1551,0.5889957,1,142,4) very common (100+),0.2512777,0.11825169,1.0,5.961186611633354
1552,0.34723255,0,39,3) common (21-100),0.16491753,0.06651744,0.95,5.820769170089682
1553,0.64166963,0,32,3) common (21-100),0.42900497,0.143472,1.0,3.2025223317034923
1554,0.33160296,0,2,1) very rare (1-5),0.11684845,0.04619964,0.9,6.578602934740248
1555,0.0666339,1,0,1) very rare (1-5),0.043128505,0.017496515,0.25,7.394883427008062
1556,0.59790385,1,123,4) very common (100+),0.30246857,0.09586091,0.9,4.53661131626901
1557,0.8589105,1,90,3) common (21-100),0.48367578,0.13750222,1.0,4.4632815862550625
1558,0.17351927,1,17,2) rare (6-20),0.06518495,0.03488468,0.65,7.286498899760181
1559,0.16197181,1,5,1) very rare (1-5),0.120787635,0.04366218,0.3,5.769263125769436
1560,0.07963638,1,89,3) common (21-100),0.03829772,0.014158411,0.45,7.630431526984164
1561,0.78723526,1,2,1) very rare (1-5),0.51474875,0.11812122,0.95,3.091007565986199
1562,0.25457183,0,1070,4) very common (100+),0.14126793,0.051292326,0.6,6.200647130377481
1563,0.5795026,0,2,1) very rare (1-5),0.49111372,0.09924872,0.75,2.1262798996387917
1564,0.17017075,0,8,2) rare (6-20),0.06189058,0.03224386,0.8,7.092174930545948
1565,0.25733104,1,2,1) very rare (1-5),0.14393984,0.05029549,0.6,6.215727151115985
1566,0.30094317,0,123,4) very common (100+),0.15190986,0.056283593,0.75,6.222822074676751
1567,0.23800443,1,0,1) very rare (1-5),0.10380115,0.0394333,0.75,6.1946298775726
1568,0.44047746,0,3,1) very rare (1-5),0.23446123,0.10806775,0.75,5.3868580748588455
1569,0.19303465,0,372,4) very common (100+),0.12400699,0.041705027,0.4,5.491129148371706
1570,0.65691817,0,23,3) common (21-100),0.3293399,0.112875685,1.0,4.677765582138479
1571,0.12869172,1,16,2) rare (6-20),0.055083387,0.031057036,0.75,7.67454013411387
1572,0.21626344,0,111,4) very common (100+),0.09924015,0.04728898,0.85,6.692612767818435
1573,0.20220026,1,1,1) very rare (1-5),0.10186704,0.034708023,0.65,5.881577846130545
1574,0.089349434,0,16,2) rare (6-20),0.048452187,0.019861998,0.4,6.989154043483804
1575,0.93916863,0,8,2) rare (6-20),0.74795234,0.12424787,1.0,1.7525498635960979
1576,0.727636,0,7,2) rare (6-20),0.39788043,0.11062068,1.0,3.5744309127331957
1577,0.48148695,1,70,3) common (21-100),0.21882296,0.06926166,0.65,5.632659716223165
1578,0.68225324,1,11,2) rare (6-20),0.2990317,0.107962124,1.0,5.529045806671884
1579,0.085549496,1,1,1) very rare (1-5),0.06889451,0.024699518,0.35,6.947612959796628
1580,0.7259178,0,0,1) very rare (1-5),0.51433456,0.12338827,1.0,2.910372403947458
1581,0.74612546,0,123,4) very common (100+),0.42305002,0.14403383,1.0,4.542399479919106
1582,0.0956593,1,0,1) very rare (1-5),0.061463468,0.022768024,0.65,7.10832624359706
1583,0.3907407,1,76,3) common (21-100),0.17584677,0.075089194,0.75,5.7596346362003015
1584,0.5785596,0,13,2) rare (6-20),0.33543324,0.12871009,0.85,4.562833811908487
1585,0.4394922,0,237,4) very common (100+),0.19579901,0.07972902,0.85,6.073017815404107
1586,0.64376134,1,0,1) very rare (1-5),0.3045022,0.0977495,1.0,4.560086182680514
1587,0.36501703,0,8,2) rare (6-20),0.3503868,0.08831567,0.5,2.9123142807326547
1588,0.6117568,0,15,2) rare (6-20),0.42904586,0.13662851,0.9,3.7410041887531094
1589,0.3616518,1,72,3) common (21-100),0.21566308,0.061802488,0.55,5.329625512521726
1590,0.54172164,1,0,1) very rare (1-5),0.22192211,0.06802923,0.85,6.0761253420429755
1591,0.21834941,1,0,1) very rare (1-5),0.13657597,0.05549853,0.65,5.271445581583384
1592,0.047258813,1,0,1) very rare (1-5),0.029768918,0.012764026,0.25,7.532267851680446
1593,0.26984647,0,9,2) rare (6-20),0.12319951,0.08852848,0.55,6.215624797450846
1594,0.9247244,0,17,2) rare (6-20),0.6979831,0.09117173,1.0,1.968199594878276
1595,0.8793372,0,1000,4) very common (100+),0.6327182,0.13157964,1.0,1.9753018935562443
1596,0.2701467,0,3,1) very rare (1-5),0.08795212,0.036142603,0.8,7.027627984366798
1597,0.15092622,0,1,1) very rare (1-5),0.084308736,0.029080108,0.35,5.975950852050808
1598,0.7087039,1,5,1) very rare (1-5),0.5224011,0.14767936,1.0,2.2385269718427083
1599,0.6318667,1,5,1) very rare (1-5),0.3279696,0.12645812,1.0,4.474049514969307
1600,0.36397216,0,1,1) very rare (1-5),0.18781658,0.08360754,0.9,5.426812081269294
1601,0.09911479,1,0,1) very rare (1-5),0.044355564,0.028185891,0.55,7.5163877745396235
1602,0.5894226,1,0,1) very rare (1-5),0.20184894,0.09171427,1.0,5.810663391030592
1603,0.85183734,0,2,1) very rare (1-5),0.4718845,0.15547767,1.0,4.70569260217377
1604,0.57223266,0,24,3) common (21-100),0.18103099,0.07864765,1.0,6.597160199263696
1605,0.5416118,0,4,1) very rare (1-5),0.26050082,0.12168381,0.9,5.581421455083122
1606,0.3928232,1,3,1) very rare (1-5),0.1941592,0.07244103,0.8,6.202438462203217
1607,0.43706527,0,1070,4) very common (100+),0.22954433,0.09142937,0.75,5.344138816409197
1608,0.4822259,1,106,4) very common (100+),0.18756297,0.078323096,0.95,6.335132121211409
1609,0.44271976,1,79,3) common (21-100),0.21984753,0.09517661,0.7,5.317198589205367
1610,0.04866993,1,5,1) very rare (1-5),0.02458113,0.014879251,0.45,7.944150322322302
1611,0.50500625,0,1,1) very rare (1-5),0.313173,0.0856284,0.7,3.966908603013313
