,Reactants,Products,Reagents,Labels,Frequency
7546,[NH2:4][c:5]1[c:6]([Cl:7])[cH:8][c:9]([C:10](=[O:11])[O:12][CH2:13][CH:14]2[CH2:15][CH2:16][NH:17][CH2:18][CH2:19]2)[c:20]2[c:21]1[O:22][CH2:23][CH2:24][O:25]2.Cl[CH2:1][C:2]#[N:3],[CH2:1]([C:2]#[N:3])[N:17]1[CH2:16][CH2:15][CH:14]([CH2:13][O:12][C:10]([c:9]2[cH:8][c:6]([Cl:7])[c:5]([NH2:4])[c:21]3[c:20]2[O:25][CH2:24][CH2:23][O:22]3)=[O:11])[CH2:19][CH2:18]1,,"[('b', 5, 546)]",2537
7547,[CH3:8][CH2:9][n:10]1[cH:11][c:12]([C:13](=[O:14])[OH:15])[c:16]2[cH:17][cH:18][c:19]([OH:20])[cH:21][c:22]12.Cl[c:1]1[cH:2][c:3]([Cl:4])[n:5][cH:6][n:7]1,[c:1]1([O:20][c:19]2[cH:18][cH:17][c:16]3[c:12]([C:13](=[O:14])[OH:15])[cH:11][n:10]([CH2:9][CH3:8])[c:22]3[cH:21]2)[cH:2][c:3]([Cl:4])[n:5][cH:6][n:7]1,,"[('b', 1, 533)]",452
7548,[O:8]=[C:9]([NH:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][c:17]1[cH:18][nH:19][c:20]2[cH:21][cH:22][cH:23][cH:24][c:25]12)[NH:26][CH2:27][c:28]1[cH:29][cH:30][cH:31][n:32][cH:33]1.Cl[c:1]1[n:2][cH:3][cH:4][c:5]([Cl:6])[n:7]1,[c:1]1(-[n:19]2[cH:18][c:17]([CH2:16][CH2:15][CH2:14][CH2:13][CH2:12][CH2:11][NH:10][C:9](=[O:8])[NH:26][CH2:27][c:28]3[cH:29][cH:30][cH:31][n:32][cH:33]3)[c:25]3[c:20]2[cH:21][cH:22][cH:23][cH:24]3)[n:2][cH:3][cH:4][c:5]([Cl:6])[n:7]1,,"[('b', 1, 499)]",91
7549,Br[c:1]1[cH:2][c:3]2[c:4]([cH:5][cH:6]1)[CH2:7][C:8](=[O:9])[CH2:10][CH2:11]2.OB(O)[c:12]1[cH:13][cH:14][c:15]([C:16]#[N:17])[cH:18][cH:19]1,[c:1]1(-[c:12]2[cH:13][cH:14][c:15]([C:16]#[N:17])[cH:18][cH:19]2)[cH:2][c:3]2[c:4]([cH:5][cH:6]1)[CH2:7][C:8](=[O:9])[CH2:10][CH2:11]2,,"[('b', 0, 541)]",900
7550,O[C:1]([C@@H:2]([NH:3][C:4]([O:5][C:6]([CH3:7])([CH3:8])[CH3:9])=[O:10])[CH2:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1)=[O:18].[CH2:19]1[CH2:20][S:21][CH2:22][NH:23]1,[C:1]([C@@H:2]([NH:3][C:4]([O:5][C:6]([CH3:7])([CH3:8])[CH3:9])=[O:10])[CH2:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1)(=[O:18])[N:23]1[CH2:19][CH2:20][S:21][CH2:22]1,,"[('b', 35, 547)]",4537
7551,Br[CH2:1][CH2:2][c:3]1[cH:4][c:5]([C:6]([NH:7][c:8]2[c:9]([C:10]([O:11][C:12]([CH3:13])([CH3:14])[CH3:15])=[O:16])[cH:17][cH:18][c:19](-[c:20]3[cH:21][cH:22][cH:23][cH:24][cH:25]3)[cH:26]2)=[O:27])[c:28]([O:29][CH2:30][c:31]2[cH:32][cH:33][cH:34][cH:35][cH:36]2)[cH:37][cH:38]1.[CH3:39][N:40]1[CH2:41][CH2:42][NH:43][CH2:44][CH2:45]1,[CH2:1]([CH2:2][c:3]1[cH:4][c:5]([C:6]([NH:7][c:8]2[c:9]([C:10]([O:11][C:12]([CH3:13])([CH3:14])[CH3:15])=[O:16])[cH:17][cH:18][c:19](-[c:20]3[cH:21][cH:22][cH:23][cH:24][cH:25]3)[cH:26]2)=[O:27])[c:28]([O:29][CH2:30][c:31]2[cH:32][cH:33][cH:34][cH:35][cH:36]2)[cH:37][cH:38]1)[N:43]1[CH2:42][CH2:41][N:40]([CH3:39])[CH2:45][CH2:44]1,,"[('b', 75, 543)]",955
7552,[CH3:11][C@H:12]([NH2:13])[c:14]1[n:15][c:16]2[cH:17][cH:18][n:19]([CH3:20])[c:21]2[cH:22][c:23]1[N:24]([CH3:25])[CH:26]1[CH2:27][N:28]([C:29](=[O:30])[O:31][C:32]([CH3:33])([CH3:34])[CH3:35])[CH2:36]1.Cl[c:1]1[n:2][c:3]([NH2:4])[n:5][c:6]([CH3:7])[c:8]1[C:9]#[N:10],[c:1]1([NH:13][C@@H:12]([CH3:11])[c:14]2[n:15][c:16]3[cH:17][cH:18][n:19]([CH3:20])[c:21]3[cH:22][c:23]2[N:24]([CH3:25])[CH:26]2[CH2:27][N:28]([C:29](=[O:30])[O:31][C:32]([CH3:33])([CH3:34])[CH3:35])[CH2:36]2)[n:2][c:3]([NH2:4])[n:5][c:6]([CH3:7])[c:8]1[C:9]#[N:10],,"[('b', 1, 545)]",1916
7553,CC(C)(C)OC(=O)[NH:1][C:2]1=[N:3][C@@:4]([c:5]2[c:6]([F:7])[c:8]([F:9])[cH:10][c:11]([NH:12][C:13]([c:14]3[c:15]([CH3:16])[cH:17][c:18]([C:19]#[N:20])[cH:21][n:22]3)=[O:23])[cH:24]2)([CH:25]([F:26])[F:27])[CH2:28][O:29][CH2:30]1,[NH2:1][C:2]1=[N:3][C@@:4]([c:5]2[c:6]([F:7])[c:8]([F:9])[cH:10][c:11]([NH:12][C:13]([c:14]3[c:15]([CH3:16])[cH:17][c:18]([C:19]#[N:20])[cH:21][n:22]3)=[O:23])[cH:24]2)([CH:25]([F:26])[F:27])[CH2:28][O:29][CH2:30]1,,"[('a', 0, 123)]",1493
7554,O=[N+:1]([O-])[c:2]1[cH:3][cH:4][c:5]([O:6][c:7]2[cH:8][cH:9][n:10][c:11]3[cH:12][c:13]([C:14]([NH:15][CH:16]4[CH2:17][CH2:18][N:19]([C:20]([O:21][C:22]([CH3:23])([CH3:24])[CH3:25])=[O:26])[CH2:27]4)=[O:28])[s:29][c:30]23)[c:31]([F:32])[cH:33]1,[NH2:1][c:2]1[cH:3][cH:4][c:5]([O:6][c:7]2[cH:8][cH:9][n:10][c:11]3[cH:12][c:13]([C:14]([NH:15][CH:16]4[CH2:17][CH2:18][N:19]([C:20]([O:21][C:22]([CH3:23])([CH3:24])[CH3:25])=[O:26])[CH2:27]4)=[O:28])[s:29][c:30]23)[c:31]([F:32])[cH:33]1,,"[('a', 0, 122)]",1277
7555,[CH3:1][O:2][c:3]1[cH:4][c:5]2[n:6][cH:7][cH:8][c:9]([O:10][c:11]3[cH:12][cH:13][c:14]([NH2:15])[cH:16][c:17]3[Cl:18])[c:19]2[cH:20][c:21]1[O:22][CH3:23].[CH3:24][c:25]1[cH:26][c:27]([CH3:28])[cH:29][c:30]([C:31](=[O:32])[N:33]=[C:34]=[S:35])[cH:36]1,[CH3:1][O:2][c:3]1[cH:4][c:5]2[n:6][cH:7][cH:8][c:9]([O:10][c:11]3[cH:12][cH:13][c:14]([NH:15][C:34]([NH:33][C:31]([c:30]4[cH:29][c:27]([CH3:28])[cH:26][c:25]([CH3:24])[cH:36]4)=[O:32])=[S:35])[cH:16][c:17]3[Cl:18])[c:19]2[cH:20][c:21]1[O:22][CH3:23],,"[('b', 28, 536)]",566
7556,C[O:1][C:2]([C@@H:3]([O:4][CH2:5][CH3:6])[CH2:7][c:8]1[cH:9][cH:10][c:11]([O:12][CH2:13][c:14]2[cH:15][s:16][c:17](-[c:18]3[cH:19][cH:20][c:21]([Cl:22])[cH:23][cH:24]3)[n:25]2)[cH:26][c:27]1[F:28])=[O:29],[OH:1][C:2]([C@@H:3]([O:4][CH2:5][CH3:6])[CH2:7][c:8]1[cH:9][cH:10][c:11]([O:12][CH2:13][c:14]2[cH:15][s:16][c:17](-[c:18]3[cH:19][cH:20][c:21]([Cl:22])[cH:23][cH:24]3)[n:25]2)[cH:26][c:27]1[F:28])=[O:29],,"[('a', 0, 124)]",1797
7557,CC(C)(C)OC(=O)[N:1]1[CH2:2][CH2:3][CH:4]([O:5][c:6]2[cH:7][c:8]([N+:9](=[O:10])[O-:11])[cH:12][cH:13][n:14]2)[CH2:15][CH2:16]1,[NH:1]1[CH2:2][CH2:3][CH:4]([O:5][c:6]2[cH:7][c:8]([N+:9](=[O:10])[O-:11])[cH:12][cH:13][n:14]2)[CH2:15][CH2:16]1,,"[('a', 0, 123)]",1493
7558,[CH3:13][CH2:14][O:15][CH2:16][CH2:17][O:18][c:19]1[cH:20][cH:21][c:22]([C:23](=[O:24])[NH:25][c:26]2[cH:27][c:28]([NH2:29])[cH:30][cH:31][c:32]2[CH3:33])[cH:34][cH:35]1.Cl[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[cH:12]1,[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[cH:12]1)[NH:29][c:28]1[cH:27][c:26]([NH:25][C:23]([c:22]2[cH:21][cH:20][c:19]([O:18][CH2:17][CH2:16][O:15][CH2:14][CH3:13])[cH:35][cH:34]2)=[O:24])[c:32]([CH3:33])[cH:31][cH:30]1,,"[('b', 23, 546)]",2537
7559,O=[N+:1]([O-])[c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[S:8](=[O:9])(=[O:10])[NH:11][CH:12]1[CH2:13][CH2:14][CH2:15]1,[NH2:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[S:8](=[O:9])(=[O:10])[NH:11][CH:12]1[CH2:13][CH2:14][CH2:15]1,,"[('a', 0, 122)]",1277
7560,[CH3:9][CH2:10][O:11][C:12](=[O:13])[c:14]1[cH:15][cH:16][cH:17][cH:18][c:19]1[NH:20][C:21](=[O:22])[CH2:23][N:24]1[C:25](=[O:26])[c:27]2[cH:28][cH:29][cH:30][cH:31][c:32]2[C:33]1=[O:34].Br[CH2:1][C:2]([O:3][C:4]([CH3:5])([CH3:6])[CH3:7])=[O:8],[CH2:1]([C:2]([O:3][C:4]([CH3:5])([CH3:6])[CH3:7])=[O:8])[N:20]([c:19]1[c:14]([C:12]([O:11][CH2:10][CH3:9])=[O:13])[cH:15][cH:16][cH:17][cH:18]1)[C:21](=[O:22])[CH2:23][N:24]1[C:25](=[O:26])[c:27]2[cH:28][cH:29][cH:30][cH:31][c:32]2[C:33]1=[O:34],,"[('b', 15, 543)]",955
7561,OB(O)[c:8]1[cH:9][cH:10][c:11]([O:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH3:20])[c:21]([F:22])[c:23]1[F:24].I[c:1]1[n:2][cH:3][c:4]([Br:5])[cH:6][n:7]1,[c:1]1(-[c:8]2[cH:9][cH:10][c:11]([O:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH3:20])[c:21]([F:22])[c:23]2[F:24])[n:2][cH:3][c:4]([Br:5])[cH:6][n:7]1,,"[('b', 0, 510)]",146
7562,O[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]([O:7][c:8]2[cH:9][cH:10][c:11]([CH2:12][N:13]3[CH2:14][CH2:15][CH:16]([N:17]4[C:18](=[O:19])[N:20]([c:21]5[cH:22][cH:23][cH:24][n:25][cH:26]5)[CH2:27][CH:28]4[c:29]4[cH:30][cH:31][cH:32][c:33]([Cl:34])[cH:35]4)[CH2:36][CH2:37]3)[cH:38][n:39]2)[cH:40][cH:41]1.[CH3:42][NH2:43],[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6]([O:7][c:8]2[cH:9][cH:10][c:11]([CH2:12][N:13]3[CH2:14][CH2:15][CH:16]([N:17]4[C:18](=[O:19])[N:20]([c:21]5[cH:22][cH:23][cH:24][n:25][cH:26]5)[CH2:27][CH:28]4[c:29]4[cH:30][cH:31][cH:32][c:33]([Cl:34])[cH:35]4)[CH2:36][CH2:37]3)[cH:38][n:39]2)[cH:40][cH:41]1)[NH:43][CH3:42],,"[('b', 81, 547)]",4537
7563,[CH3:5][N:6]1[CH2:7][CH2:8][NH:9][CH2:10][CH2:11]1.Cl[S:1](=[O:2])(=[O:3])[OH:4],[S:1](=[O:2])(=[O:3])([OH:4])[N:9]1[CH2:8][CH2:7][N:6]([CH3:5])[CH2:11][CH2:10]1,,"[('b', 7, 540)]",828
7564,O=C(OCc1ccccc1)[NH:1][CH:2]([CH:3]([C:4]([CH3:5])([CH3:6])[CH3:7])[O:8][SiH:9]([c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1)[c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[CH2:22][O:23][Si:24]([c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1)([c:31]1[cH:32][cH:33][cH:34][cH:35][cH:36]1)[C:37]([CH3:38])([CH3:39])[CH3:40],[NH2:1][CH:2]([CH:3]([C:4]([CH3:5])([CH3:6])[CH3:7])[O:8][SiH:9]([c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1)[c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[CH2:22][O:23][Si:24]([c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1)([c:31]1[cH:32][cH:33][cH:34][cH:35][cH:36]1)[C:37]([CH3:38])([CH3:39])[CH3:40],,"[('a', 0, 116)]",197
7565,Br[c:1]1[cH:2][c:3]2[cH:4][n:5][n:6](-[c:7]3[cH:8][cH:9][c:10]([F:11])[cH:12][cH:13]3)[c:14]2[c:15]2[c:16]1[cH:17][n:18][cH:19][cH:20]2.[Cu][C:21]#[N:22],[c:1]1([C:21]#[N:22])[cH:2][c:3]2[cH:4][n:5][n:6](-[c:7]3[cH:8][cH:9][c:10]([F:11])[cH:12][cH:13]3)[c:14]2[c:15]2[c:16]1[cH:17][n:18][cH:19][cH:20]2,,"[('b', 0, 456)]",33
7566,Cl[CH2:1][CH2:2][c:3]1[cH:4][cH:5][n:6][cH:7][cH:8]1.[OH:9][CH2:10][CH2:11][SH:12],[CH2:1]([CH2:2][c:3]1[cH:4][cH:5][n:6][cH:7][cH:8]1)[S:12][CH2:11][CH2:10][OH:9],,"[('b', 15, 501)]",100
7567,Cl[C:1]([N:2]([CH2:3][CH2:4][CH3:5])[CH2:6][CH2:7][CH3:8])=[O:9].[CH3:10][CH:11]([CH3:12])[S:13](=[O:14])[c:15]1[n:16][cH:17][nH:18][n:19]1,[C:1]([N:2]([CH2:3][CH2:4][CH3:5])[CH2:6][CH2:7][CH3:8])(=[O:9])[n:18]1[cH:17][n:16][c:15]([S:13]([CH:11]([CH3:10])[CH3:12])=[O:14])[n:19]1,,"[('b', 17, 524)]",307
7568,[O:3]=[C:4]([NH:5][CH2:6][CH2:7][n:8]1[cH:9][cH:10][c:11]2[n:12][cH:13][n:14][c:15]([NH:16][c:17]3[cH:18][cH:19][c:20]([O:21][c:22]4[cH:23][cH:24][c:25]5[cH:26][cH:27][s:28][c:29]5[cH:30]4)[c:31]([Cl:32])[cH:33]3)[c:34]12)[CH:35]1[CH2:36][CH2:37][NH:38][CH2:39][CH2:40]1.O=[CH2:1],[CH3:1][N:38]1[CH2:37][CH2:36][CH:35]([C:4](=[O:3])[NH:5][CH2:6][CH2:7][n:8]2[cH:9][cH:10][c:11]3[n:12][cH:13][n:14][c:15]([NH:16][c:17]4[cH:18][cH:19][c:20]([O:21][c:22]5[cH:23][cH:24][c:25]6[cH:26][cH:27][s:28][c:29]6[cH:30]5)[c:31]([Cl:32])[cH:33]4)[c:34]23)[CH2:40][CH2:39]1,,"[('b', 1, 544)]",1299
7569,[CH2:19]=[CH:20][C@@H:21]1[CH2:22][C@:23]1([NH:24][C:25](=[O:26])[C@@H:27]1[CH2:28][C@@H:29]([O:30][c:31]2[n:32][c:33](-[c:34]3[cH:35][cH:36][cH:37][cH:38][n:39]3)[n:40][c:41]3[cH:42][cH:43][s:44][c:45]23)[CH2:46][NH:47]1)[C:48](=[O:49])[O:50][CH3:51].O[C:1]([C@H:2]([CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH:8]=[CH2:9])[NH:10][C:11](=[O:12])[O:13][C:14]([CH3:15])([CH3:16])[CH3:17])=[O:18],[C:1]([C@H:2]([CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH:8]=[CH2:9])[NH:10][C:11](=[O:12])[O:13][C:14]([CH3:15])([CH3:16])[CH3:17])(=[O:18])[N:47]1[C@H:27]([C:25]([NH:24][C@@:23]2([C:48](=[O:49])[O:50][CH3:51])[C@H:21]([CH:20]=[CH2:19])[CH2:22]2)=[O:26])[CH2:28][C@@H:29]([O:30][c:31]2[n:32][c:33](-[c:34]3[cH:35][cH:36][cH:37][cH:38][n:39]3)[n:40][c:41]3[cH:42][cH:43][s:44][c:45]23)[CH2:46]1,,"[('b', 35, 547)]",4537
7570,CCO[C:1](=[O:2])[c:3]1[cH:4][n:5]([CH2:6][O:7][CH2:8][c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[n:15][c:16]1[O:17][CH2:18][c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1,[CH2:1]([OH:2])[c:3]1[cH:4][n:5]([CH2:6][O:7][CH2:8][c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[n:15][c:16]1[O:17][CH2:18][c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1,,"[('a', 0, 115)]",196
7571,Cl[c:14]1[cH:15][c:16]([NH:17][C:18](=[O:19])[CH2:20][CH2:21][C:22](=[O:23])[c:24]2[cH:25][cH:26][c:27]3[c:28]([cH:29]2)[CH2:30][CH2:31][O:32]3)[n:33][c:34](-[c:35]2[cH:36][cH:37][cH:38][cH:39][cH:40]2)[cH:41]1.CC1(C)OB([c:1]2[cH:2][cH:3][c:4]([CH2:5][N:6]3[CH2:7][CH2:8][O:9][CH2:10][CH2:11]3)[cH:12][cH:13]2)OC1(C)C,[c:1]1(-[c:14]2[cH:15][c:16]([NH:17][C:18](=[O:19])[CH2:20][CH2:21][C:22](=[O:23])[c:24]3[cH:25][cH:26][c:27]4[c:28]([cH:29]3)[CH2:30][CH2:31][O:32]4)[n:33][c:34](-[c:35]3[cH:36][cH:37][cH:38][cH:39][cH:40]3)[cH:41]2)[cH:2][cH:3][c:4]([CH2:5][N:6]2[CH2:7][CH2:8][O:9][CH2:10][CH2:11]2)[cH:12][cH:13]1,,"[('b', 1, 509)]",142
7572,OB(O)[c:8]1[cH:9][cH:10][c:11]2[cH:12][cH:13][c:14]3[cH:15][cH:16][cH:17][c:18]4[cH:19][cH:20][c:21]1[c:22]2[c:23]34.I[c:1]1[cH:2][cH:3][cH:4][c:5]([Br:6])[cH:7]1,[c:1]1(-[c:8]2[cH:9][cH:10][c:11]3[cH:12][cH:13][c:14]4[cH:15][cH:16][cH:17][c:18]5[cH:19][cH:20][c:21]2[c:22]3[c:23]45)[cH:2][cH:3][cH:4][c:5]([Br:6])[cH:7]1,,"[('b', 0, 510)]",146
7573,O=[C:1]1[CH2:2][CH:3]([CH2:4][CH3:5])[N:6]([C:7](=[O:8])[O:9][C:10]([CH3:11])([CH3:12])[CH3:13])[CH2:14][CH2:15]1.[NH2:16][c:17]1[cH:18][cH:19][c:20]([Br:21])[cH:22][cH:23]1,[CH:1]1([NH:16][c:17]2[cH:18][cH:19][c:20]([Br:21])[cH:22][cH:23]2)[CH2:2][CH:3]([CH2:4][CH3:5])[N:6]([C:7](=[O:8])[O:9][C:10]([CH3:11])([CH3:12])[CH3:13])[CH2:14][CH2:15]1,,"[('b', 1, 544)]",1299
7574,Cl[CH2:1][c:2]1[n:3][n:4][c:5]2[n:6]1-[c:7]1[cH:8][cH:9][c:10]([Cl:11])[cH:12][c:13]1[C:14]([c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)=[N:21][CH2:22]2.[CH3:23][NH:24][CH2:25][CH:26]1[CH2:27][CH2:28]1,[CH2:1]([c:2]1[n:3][n:4][c:5]2[n:6]1-[c:7]1[cH:8][cH:9][c:10]([Cl:11])[cH:12][c:13]1[C:14]([c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)=[N:21][CH2:22]2)[N:24]([CH3:23])[CH2:25][CH:26]1[CH2:27][CH2:28]1,,"[('b', 43, 546)]",2537
7575,CC(C)(C)OC(=O)[N:1]1[CH2:2][CH2:3][C@@H:4]([CH2:5][NH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[N+:13](=[O:14])[O-:15])[CH2:16]1,[NH:1]1[CH2:2][CH2:3][C@@H:4]([CH2:5][NH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[N+:13](=[O:14])[O-:15])[CH2:16]1,,"[('a', 0, 123)]",1493
7576,Cl[c:1]1[c:2]([C:3](=[O:4])[c:5]2[cH:6][cH:7][c:8]([Cl:9])[cH:10][cH:11]2)[cH:12][c:13]([N+:14](=[O:15])[O-:16])[cH:17][cH:18]1.[CH3:19][CH:20]1[CH2:21][CH2:22][CH2:23][NH:24][CH2:25]1,[c:1]1([N:24]2[CH2:23][CH2:22][CH2:21][CH:20]([CH3:19])[CH2:25]2)[c:2]([C:3](=[O:4])[c:5]2[cH:6][cH:7][c:8]([Cl:9])[cH:10][cH:11]2)[cH:12][c:13]([N+:14](=[O:15])[O-:16])[cH:17][cH:18]1,,"[('b', 1, 545)]",1916
7577,O[C:1]([c:2]1[c:3]([CH3:4])[cH:5][c:6]([N:7]2[CH2:8][CH2:9][N:10]([CH2:11][c:12]3[cH:13][cH:14][c:15]([C:16]([F:17])([F:18])[F:19])[cH:20][cH:21]3)[C:22]2=[O:23])[s:24]1)=[O:25].[NH2:26][CH2:27][c:28]1[cH:29][cH:30][cH:31][n:32][cH:33]1,[C:1]([c:2]1[c:3]([CH3:4])[cH:5][c:6]([N:7]2[CH2:8][CH2:9][N:10]([CH2:11][c:12]3[cH:13][cH:14][c:15]([C:16]([F:17])([F:18])[F:19])[cH:20][cH:21]3)[C:22]2=[O:23])[s:24]1)(=[O:25])[NH:26][CH2:27][c:28]1[cH:29][cH:30][cH:31][n:32][cH:33]1,,"[('b', 49, 547)]",4537
7578,[O:8]=[C:9]1[CH:10]=[C:11]([NH:12][CH2:13][c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[CH2:20][O:21]1.Cl[CH2:1][c:2]1[cH:3][n:4][c:5]([Cl:6])[s:7]1,[CH2:1]([c:2]1[cH:3][n:4][c:5]([Cl:6])[s:7]1)[N:12]([C:11]1=[CH:10][C:9](=[O:8])[O:21][CH2:20]1)[CH2:13][c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1,,"[('b', 13, 546)]",2537
7579,[NH2:4][c:5]1[cH:6][cH:7][c:8](-[c:9]2[cH:10][c:11]3[c:12]([s:13]2)-[c:14]2[n:15][cH:16][cH:17][cH:18][c:19]2[O:20][CH2:21][CH2:22]3)[cH:23][n:24]1.CC(=O)O[C:2]([CH3:1])=[O:3],[CH3:1][C:2](=[O:3])[NH:4][c:5]1[cH:6][cH:7][c:8](-[c:9]2[cH:10][c:11]3[c:12]([s:13]2)-[c:14]2[n:15][cH:16][cH:17][cH:18][c:19]2[O:20][CH2:21][CH2:22]3)[cH:23][n:24]1,,"[('b', 5, 514)]",174
7580,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[n:9][cH:10][n:11][n:12]2-[c:13]2[cH:14][c:15]([C:16]#[C:17][c:18]3[cH:19][cH:20][c:21]([CH3:22])[cH:23][n:24]3)[n:25][c:26]([CH3:27])[n:28]2)[cH:29][c:30]1[O:31][CH3:32],[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[n:9][cH:10][n:11][n:12]2-[c:13]2[cH:14][c:15]([CH2:16][CH2:17][c:18]3[cH:19][cH:20][c:21]([CH3:22])[cH:23][n:24]3)[n:25][c:26]([CH3:27])[n:28]2)[cH:29][c:30]1[O:31][CH3:32],,"[('b', 30, 492), ('b', 31, 492)]",71
7581,[N:5]#[C:6][c:7]1[cH:8][cH:9][cH:10][c:11]([CH2:12][O:13][CH2:14][CH2:15][OH:16])[cH:17]1.Cl[S:1]([CH3:2])(=[O:3])=[O:4],[S:1]([CH3:2])(=[O:3])(=[O:4])[O:16][CH2:15][CH2:14][O:13][CH2:12][c:11]1[cH:10][cH:9][cH:8][c:7]([C:6]#[N:5])[cH:17]1,,"[('b', 7, 527)]",366
7582,[CH3:7][c:8]1[n:9][n:10](-[c:11]2[cH:12][c:13]([O:14][c:15]3[cH:16][cH:17][c:18]([OH:19])[cH:20][c:21]3[Cl:22])[c:23]([Cl:24])[cH:25][c:26]2[Cl:27])[c:28](=[O:29])[n:30]1[CH:31]([F:32])[F:33].Br[CH:1]([C:2]([O:3][CH3:4])=[O:5])[CH3:6],[CH:1]([C:2]([O:3][CH3:4])=[O:5])([CH3:6])[O:19][c:18]1[cH:17][cH:16][c:15]([O:14][c:13]2[cH:12][c:11](-[n:10]3[n:9][c:8]([CH3:7])[n:30]([CH:31]([F:32])[F:33])[c:28]3=[O:29])[c:26]([Cl:27])[cH:25][c:23]2[Cl:24])[c:21]([Cl:22])[cH:20]1,,"[('b', 11, 542)]",924
7583,[NH2:8][c:9]1[cH:10][cH:11][c:12]2[c:13]([cH:14]1)[CH2:15][c:16]1[c:17]-2[nH:18][c:19](=[O:20])[c:21]2[cH:22][cH:23][cH:24][cH:25][c:26]12.Cl[S:1](=[O:2])(=[O:3])[CH2:4][CH2:5][CH2:6][Cl:7],[S:1](=[O:2])(=[O:3])([CH2:4][CH2:5][CH2:6][Cl:7])[NH:8][c:9]1[cH:10][cH:11][c:12]2[c:13]([cH:14]1)[CH2:15][c:16]1[c:17]-2[nH:18][c:19](=[O:20])[c:21]2[cH:22][cH:23][cH:24][cH:25][c:26]12,,"[('b', 13, 540)]",828
7584,[CH3:16][c:17]1[cH:18][cH:19][c:20]([NH:21][C:22](=[O:23])[CH:24]([CH3:25])[CH3:26])[cH:27][c:28]1[CH:29]1[CH2:30][CH2:31][N:32]([CH2:33][CH2:34][CH2:35][NH2:36])[CH2:37][CH2:38]1.O[C:1](=[O:2])[C:3]1([c:4]2[cH:5][cH:6][c:7]([Cl:8])[cH:9][cH:10]2)[CH2:11][CH2:12][CH2:13][CH2:14][CH2:15]1,[C:1](=[O:2])([C:3]1([c:4]2[cH:5][cH:6][c:7]([Cl:8])[cH:9][cH:10]2)[CH2:11][CH2:12][CH2:13][CH2:14][CH2:15]1)[NH:36][CH2:35][CH2:34][CH2:33][N:32]1[CH2:31][CH2:30][CH:29]([c:28]2[c:17]([CH3:16])[cH:18][cH:19][c:20]([NH:21][C:22](=[O:23])[CH:24]([CH3:25])[CH3:26])[cH:27]2)[CH2:38][CH2:37]1,,"[('b', 29, 547)]",4537
7585,COc1ccc(C[n:1]2[n:2][c:3](-[c:4]3[n:5][cH:6][cH:7][nH:8]3)[c:9]3[cH:10][c:11](-[c:12]4[cH:13][n:14][cH:15][c:16]([CH2:17][NH:18][CH:19]([CH3:20])[CH3:21])[c:22]4[CH3:23])[cH:24][cH:25][c:26]23)cc1,[nH:1]1[n:2][c:3](-[c:4]2[n:5][cH:6][cH:7][nH:8]2)[c:9]2[cH:10][c:11](-[c:12]3[cH:13][n:14][cH:15][c:16]([CH2:17][NH:18][CH:19]([CH3:20])[CH3:21])[c:22]3[CH3:23])[cH:24][cH:25][c:26]12,,"[('a', 0, 94)]",24
