id,class,reactants>reagents>production
US20110098296A1,UNK,Cl[c:1]1[n:2][cH:3][cH:4][c:5](-[c:6]2[c:7](-[c:8]3[cH:9][cH:10][cH:11][c:12]([NH:13][C:14](=[O:15])[c:16]4[c:17]([F:18])[cH:19][cH:20][cH:21][c:22]4[F:23])[cH:24]3)[n:25][c:26]([CH2:27][CH3:28])[s:29]2)[n:30]1.[NH2:31][c:32]1[cH:33][cH:34][c:35]([N:36]2[CH2:37][CH2:38][CH:39]([N:40]3[CH2:41][CH2:42][CH2:43][CH2:44][CH2:45]3)[CH2:46][CH2:47]2)[c:48]([F:49])[cH:50]1>>[c:1]1([NH:31][c:32]2[cH:33][cH:34][c:35]([N:36]3[CH2:37][CH2:38][CH:39]([N:40]4[CH2:41][CH2:42][CH2:43][CH2:44][CH2:45]4)[CH2:46][CH2:47]3)[c:48]([F:49])[cH:50]2)[n:2][cH:3][cH:4][c:5](-[c:6]2[c:7](-[c:8]3[cH:9][cH:10][cH:11][c:12]([NH:13][C:14](=[O:15])[c:16]4[c:17]([F:18])[cH:19][cH:20][cH:21][c:22]4[F:23])[cH:24]3)[n:25][c:26]([CH2:27][CH3:28])[s:29]2)[n:30]1
US20080194571A1,UNK,I[c:1]1[cH:2][cH:3][cH:4][c:5]([O:6][CH3:7])[n:8]1.[CH:9]#[C:10][C@H:11]1[CH2:12][CH2:13][C@H:14]2[CH2:15][N:16]([c:17]3[n:18][cH:19][cH:20][n:21][c:22]3[C:23]#[N:24])[CH2:25][CH2:26][N:27]12>>[c:1]1([C:9]#[C:10][C@H:11]2[CH2:12][CH2:13][C@H:14]3[CH2:15][N:16]([c:17]4[n:18][cH:19][cH:20][n:21][c:22]4[C:23]#[N:24])[CH2:25][CH2:26][N:27]23)[cH:2][cH:3][cH:4][c:5]([O:6][CH3:7])[n:8]1
US20070287725A1,UNK,O=[N+:1]([O-])[c:2]1[c:3]([NH:4][CH2:5][CH2:6][NH:7][C:8]([O:9][C:10]([CH3:11])([CH3:12])[CH3:13])=[O:14])[c:15]2[c:16]([n:17][c:18]1[Cl:19])[cH:20][cH:21][cH:22][cH:23]2>>[NH2:1][c:2]1[c:3]([NH:4][CH2:5][CH2:6][NH:7][C:8]([O:9][C:10]([CH3:11])([CH3:12])[CH3:13])=[O:14])[c:15]2[c:16]([n:17][c:18]1[Cl:19])[cH:20][cH:21][cH:22][cH:23]2
US04761420,UNK,Cl[CH2:1][O:2][CH2:3][CH2:4][O:5][CH3:6].[CH3:7][O:8][C:9](=[O:10])[C:11]1=[C:12]([CH3:13])[NH:14][C:15]([CH3:16])=[C:17]([C:18](=[O:19])[O:20][CH3:21])[CH:22]1[c:23]1[cH:24][cH:25][cH:26][c:27]([N+:28](=[O:29])[O-:30])[cH:31]1>>[CH2:1]([O:2][CH2:3][CH2:4][O:5][CH3:6])[N:14]1[C:12]([CH3:13])=[C:11]([C:9]([O:8][CH3:7])=[O:10])[CH:22]([c:23]2[cH:24][cH:25][cH:26][c:27]([N+:28](=[O:29])[O-:30])[cH:31]2)[C:17]([C:18](=[O:19])[O:20][CH3:21])=[C:15]1[CH3:16]
US20130190307A1,UNK,O[C:1]([CH:2]1[CH2:3][CH2:4][N:5]([C:6]([O:7][C:8]([CH3:9])([CH3:10])[CH3:11])=[O:12])[CH2:13][CH2:14]1)=[O:15].[NH2:16][NH:17][c:18]1[cH:19][n:20][c:21]2[cH:22][cH:23][c:24]([Br:25])[cH:26][c:27]2[n:28]1>>[C:1]([CH:2]1[CH2:3][CH2:4][N:5]([C:6]([O:7][C:8]([CH3:9])([CH3:10])[CH3:11])=[O:12])[CH2:13][CH2:14]1)(=[O:15])[NH:16][NH:17][c:18]1[cH:19][n:20][c:21]2[cH:22][cH:23][c:24]([Br:25])[cH:26][c:27]2[n:28]1
US20150175561A1,UNK,O[C:1]([C@H:2]([CH2:3][C:4]#[CH:5])[NH:6][C:7](=[O:8])[O:9][C:10]([CH3:11])([CH3:12])[CH3:13])=[O:14].[NH3:15]>>[C:1]([C@H:2]([CH2:3][C:4]#[CH:5])[NH:6][C:7](=[O:8])[O:9][C:10]([CH3:11])([CH3:12])[CH3:13])(=[O:14])[NH2:15]
US08952151B2,UNK,Br[c:1]1[c:2]([C:3]([O:4][CH3:5])=[O:6])[cH:7][cH:8][n:9][cH:10]1.[NH2:11][CH2:12][c:13]1[cH:14][cH:15][c:16]([C:17]([F:18])([F:19])[F:20])[cH:21][cH:22]1>>[c:1]1([NH:11][CH2:12][c:13]2[cH:14][cH:15][c:16]([C:17]([F:18])([F:19])[F:20])[cH:21][cH:22]2)[c:2]([C:3]([O:4][CH3:5])=[O:6])[cH:7][cH:8][n:9][cH:10]1
US20130184222A1,UNK,Br[c:1]1[cH:2][cH:3][cH:4][c:5]([NH2:6])[cH:7]1.CC1OB([c:8]2[cH:9][n:10][n:11]([CH3:12])[cH:13]2)OC1C>>[c:1]1(-[c:8]2[cH:9][n:10][n:11]([CH3:12])[cH:13]2)[cH:2][cH:3][cH:4][c:5]([NH2:6])[cH:7]1
US20100063041A1,UNK,O[CH2:1][c:2]1[c:3]([CH3:4])[cH:5][c:6]([Br:7])[o:8]1.[CH3:9][CH2:10][O:11][C:12](=[O:13])[C@H:14]([CH2:15][c:16]1[cH:17][cH:18][c:19]([OH:20])[cH:21][cH:22]1)[O:23][CH2:24][CH3:25]>>[CH2:1]([c:2]1[c:3]([CH3:4])[cH:5][c:6]([Br:7])[o:8]1)[O:20][c:19]1[cH:18][cH:17][c:16]([CH2:15][C@@H:14]([C:12]([O:11][CH2:10][CH3:9])=[O:13])[O:23][CH2:24][CH3:25])[cH:22][cH:21]1
US20110200549A1,UNK,I[CH2:1][CH2:2][CH2:3][CH2:4][CH3:5].[NH2:6][CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1>>[CH2:1]([CH2:2][CH2:3][CH2:4][CH3:5])[NH:6][CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1
US20150274777A1,UNK,c1ccc(C[O:1][C:2]([C@H:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[NH:13][C:14](=[O:15])[C:16]2([NH:17][C:18](=[O:19])[CH:20]3[CH2:21][c:22]4[cH:23][cH:24][cH:25][cH:26][c:27]4[CH2:28]3)[CH2:29][CH2:30]2)=[O:31])cc1>>[OH:1][C:2]([C@H:3]([CH2:4][c:5]1[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]1)[NH:13][C:14](=[O:15])[C:16]1([NH:17][C:18](=[O:19])[CH:20]2[CH2:21][c:22]3[cH:23][cH:24][cH:25][cH:26][c:27]3[CH2:28]2)[CH2:29][CH2:30]1)=[O:31]
US20050096380A1,UNK,CCO[C:1](=[O:2])/[C:3]([F:4])=[C:5](/[CH3:6])[c:7]1[cH:8][c:9]2[c:10]([cH:11][c:12]1[O:13][CH3:14])[O:15][C:16]([CH3:17])([CH3:18])[CH:19]=[C:20]2[CH2:21][CH3:22]>>[CH2:1]([OH:2])/[C:3]([F:4])=[C:5](/[CH3:6])[c:7]1[cH:8][c:9]2[c:10]([cH:11][c:12]1[O:13][CH3:14])[O:15][C:16]([CH3:17])([CH3:18])[CH:19]=[C:20]2[CH2:21][CH3:22]
US04562192,UNK,Cl[C:1](=[O:2])[C:3]12[CH2:4][CH:5]3[CH2:6][CH:7]([CH2:8][CH:9]([CH2:10]3)[CH2:11]1)[CH2:12]2.[OH:13][CH2:14][CH2:15][c:16]1[c:17](-[c:18]2[cH:19][cH:20][cH:21][cH:22][cH:23]2)[n:24]2[n:25][n:26][n:27][c:28]2[n:29]2[n:30][cH:31][n:32][c:33]12>>[C:1](=[O:2])([C:3]12[CH2:4][CH:5]3[CH2:6][CH:7]([CH2:8][CH:9]([CH2:10]3)[CH2:11]1)[CH2:12]2)[O:13][CH2:14][CH2:15][c:16]1[c:17](-[c:18]2[cH:19][cH:20][cH:21][cH:22][cH:23]2)[n:24]2[n:25][n:26][n:27][c:28]2[n:29]2[n:30][cH:31][n:32][c:33]12
US07943609B2,UNK,c1ccc(C[O:1][c:2]2[cH:3][c:4]3[n:5][c:6]([NH2:7])[c:8]4[n:9][c:10]5[n:11]([c:12]4[c:13]3[cH:14][cH:15]2)[C@@H:16]([CH3:17])[CH2:18][O:19][CH2:20]5)cc1>>[OH:1][c:2]1[cH:3][c:4]2[n:5][c:6]([NH2:7])[c:8]3[n:9][c:10]4[n:11]([c:12]3[c:13]2[cH:14][cH:15]1)[C@@H:16]([CH3:17])[CH2:18][O:19][CH2:20]4
US08614206B2,UNK,Br[c:1]1[n:2]([CH3:3])[n:4][cH:5][c:6]1[N+:7](=[O:8])[O-:9].[CH3:10][C:11]([CH3:12])([CH3:13])[O:14][C:15](=[O:16])[N:17]1[CH2:18][CH2:19][NH:20][C:21](=[O:22])[CH2:23][CH2:24]1>>[c:1]1([N:20]2[CH2:19][CH2:18][N:17]([C:15]([O:14][C:11]([CH3:10])([CH3:12])[CH3:13])=[O:16])[CH2:24][CH2:23][C:21]2=[O:22])[n:2]([CH3:3])[n:4][cH:5][c:6]1[N+:7](=[O:8])[O-:9]
US20100130738A1,UNK,C[O:1][c:2]1[cH:3][cH:4][c:5]([C:6]2=[N:7][NH:8][C:9](=[O:10])[C:11]2([CH3:12])[CH3:13])[c:14]([F:15])[c:16]1[F:17]>>[OH:1][c:2]1[cH:3][cH:4][c:5]([C:6]2=[N:7][NH:8][C:9](=[O:10])[C:11]2([CH3:12])[CH3:13])[c:14]([F:15])[c:16]1[F:17]
US20110183954A1,UNK,Cl[c:1]1[n:2][c:3]([NH:4][c:5]2[n:6][cH:7][n:8]([CH3:9])[cH:10]2)[n:11][c:12]([Cl:13])[n:14]1.[NH2:15][CH:16]([c:17]1[cH:18][cH:19][c:20]([F:21])[cH:22][cH:23]1)[CH:24]1[CH2:25][CH2:26][CH2:27][CH2:28]1>>[c:1]1([NH:15][CH:16]([c:17]2[cH:18][cH:19][c:20]([F:21])[cH:22][cH:23]2)[CH:24]2[CH2:25][CH2:26][CH2:27][CH2:28]2)[n:2][c:3]([NH:4][c:5]2[n:6][cH:7][n:8]([CH3:9])[cH:10]2)[n:11][c:12]([Cl:13])[n:14]1
US08404731B2,UNK,I[c:1]1[cH:2][cH:3][c:4]([CH2:5][c:6]2[n:7](-[c:8]3[cH:9][cH:10][cH:11][c:12]([N:13]4[CH2:14][C:15](=[O:16])[NH:17][S:18]4(=[O:19])=[O:20])[cH:21]3)[cH:22][c:23](-[c:24]3[cH:25][cH:26][c:27]([Cl:28])[cH:29][c:30]3[Cl:31])[n:32]2)[cH:33][cH:34]1.OB(O)[c:35]1[cH:36][cH:37][c:38]([Br:39])[cH:40][cH:41]1>>[c:1]1(-[c:35]2[cH:36][cH:37][c:38]([Br:39])[cH:40][cH:41]2)[cH:2][cH:3][c:4]([CH2:5][c:6]2[n:7](-[c:8]3[cH:9][cH:10][cH:11][c:12]([N:13]4[CH2:14][C:15](=[O:16])[NH:17][S:18]4(=[O:19])=[O:20])[cH:21]3)[cH:22][c:23](-[c:24]3[cH:25][cH:26][c:27]([Cl:28])[cH:29][c:30]3[Cl:31])[n:32]2)[cH:33][cH:34]1
US20090105219A1,UNK,O[C:1](=[O:2])[CH2:3][C:4]12[CH2:5][C:6](=[O:7])[NH:8][c:9]3[cH:10][cH:11][cH:12][c:13]([c:14]31)[N:15]([CH2:16][c:17]1[cH:18][cH:19][c:20]3[cH:21][c:22]4[c:23]([cH:24][c:25]3[n:26]1)[CH2:27][C@:28]1([CH2:29]4)[C:30](=[O:31])[NH:32][c:33]3[n:34][cH:35][cH:36][cH:37][c:38]31)[CH2:39]2.[CH2:40]1[CH2:41][CH2:42][NH:43][CH2:44]1>>[C:1](=[O:2])([CH2:3][C:4]12[CH2:5][C:6](=[O:7])[NH:8][c:9]3[cH:10][cH:11][cH:12][c:13]([c:14]31)[N:15]([CH2:16][c:17]1[cH:18][cH:19][c:20]3[cH:21][c:22]4[c:23]([cH:24][c:25]3[n:26]1)[CH2:27][C@:28]1([CH2:29]4)[C:30](=[O:31])[NH:32][c:33]3[n:34][cH:35][cH:36][cH:37][c:38]31)[CH2:39]2)[N:43]1[CH2:42][CH2:41][CH2:40][CH2:44]1
US08383644B2,UNK,C[O:1][C:2](=[O:3])[C@H:4]([CH2:5][c:6]1[cH:7][cH:8][c:9](-[c:10]2[cH:11][cH:12][n:13][c:14]([CH3:15])[c:16]2[CH3:17])[cH:18][cH:19]1)[NH:20][C:21](=[O:22])[C@@H:23]1[CH2:24][c:25]2[cH:26][c:27]3[c:28]([cH:29][c:30]2[CH2:31][N:32]1[C:33](=[O:34])[c:35]1[n:36][c:37]([CH3:38])[o:39][c:40]1[CH3:41])[O:42][C@@H:43]([c:44]1[cH:45][cH:46][c:47]([O:48][CH2:49][c:50]2[cH:51][cH:52][c:53]([Cl:54])[c:55]([Cl:56])[cH:57]2)[cH:58][cH:59]1)[CH2:60][O:61]3>>[OH:1][C:2](=[O:3])[C@H:4]([CH2:5][c:6]1[cH:7][cH:8][c:9](-[c:10]2[cH:11][cH:12][n:13][c:14]([CH3:15])[c:16]2[CH3:17])[cH:18][cH:19]1)[NH:20][C:21](=[O:22])[C@@H:23]1[CH2:24][c:25]2[cH:26][c:27]3[c:28]([cH:29][c:30]2[CH2:31][N:32]1[C:33](=[O:34])[c:35]1[n:36][c:37]([CH3:38])[o:39][c:40]1[CH3:41])[O:42][C@@H:43]([c:44]1[cH:45][cH:46][c:47]([O:48][CH2:49][c:50]2[cH:51][cH:52][c:53]([Cl:54])[c:55]([Cl:56])[cH:57]2)[cH:58][cH:59]1)[CH2:60][O:61]3
US20040138223A1,UNK,Cl[CH2:1][c:2]1[cH:3][cH:4][cH:5][n:6][cH:7]1.[CH3:8][CH:9]([CH3:10])[c:11]1[cH:12][cH:13][c:14]([N:15]([CH2:16][c:17]2[cH:18][n:19][nH:20][cH:21]2)[C:22](=[O:23])[CH:24]2[CH2:25][CH2:26][CH2:27][c:28]3[c:29]([O:30][CH2:31][c:32]4[cH:33][cH:34][cH:35][cH:36][cH:37]4)[cH:38][cH:39][cH:40][c:41]32)[cH:42][n:43]1>>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][n:6][cH:7]1)[n:20]1[n:19][cH:18][c:17]([CH2:16][N:15]([c:14]2[cH:13][cH:12][c:11]([CH:9]([CH3:8])[CH3:10])[n:43][cH:42]2)[C:22](=[O:23])[CH:24]2[CH2:25][CH2:26][CH2:27][c:28]3[c:29]([O:30][CH2:31][c:32]4[cH:33][cH:34][cH:35][cH:36][cH:37]4)[cH:38][cH:39][cH:40][c:41]32)[cH:21]1
US03980681,UNK,[CH3:1][C:2](=[O:3])[O:4][c:5]1[cH:6][cH:7][c:8]2[c:9]([cH:10]1)[CH2:11][CH2:12][C@H:13]1[C@@H:14]3[CH2:15][CH2:16][C:17](=[O:18])[C@@:19]3([CH3:20])[CH2:21][C@H:22]([OH:23])[C@:24]21[OH:25]>>[CH3:1][C:2](=[O:3])[O:4][c:5]1[cH:6][cH:7][c:8]2[c:9]([cH:10]1)[CH2:11][CH2:12][C@H:13]1[C@@H:14]3[CH2:15][CH2:16][C:17](=[O:18])[C@@:19]3([CH3:20])[CH2:21][C:22](=[O:23])[C@:24]21[OH:25]
US05736539,UNK,c1ccc(C[N:1]2[CH2:2][C@H:3]([CH2:4][CH2:5][CH2:6][CH3:7])[N:8]([C:9](=[O:10])[c:11]3[cH:12][cH:13][cH:14][c:15]([CH3:16])[c:17]3[CH3:18])[CH2:19][CH2:20]2)cc1>>[NH:1]1[CH2:2][C@H:3]([CH2:4][CH2:5][CH2:6][CH3:7])[N:8]([C:9](=[O:10])[c:11]2[cH:12][cH:13][cH:14][c:15]([CH3:16])[c:17]2[CH3:18])[CH2:19][CH2:20]1
US20070191372A1,UNK,O[C:1]([c:2]1[cH:3][cH:4][cH:5][c:6]2[cH:7][c:8]3[cH:9][cH:10][cH:11][c:12]([CH3:13])[c:14]3[n:15][c:16]12)=[O:17].[CH3:18][N:19]([CH2:20][CH2:21][CH2:22][NH2:23])[CH2:24][CH2:25][CH2:26][NH:27][c:28]1[n:29][n+:30]([O-:31])[c:32]2[cH:33][cH:34][cH:35][cH:36][c:37]2[n+:38]1[O-:39]>>[C:1]([c:2]1[cH:3][cH:4][cH:5][c:6]2[cH:7][c:8]3[cH:9][cH:10][cH:11][c:12]([CH3:13])[c:14]3[n:15][c:16]12)(=[O:17])[NH:23][CH2:22][CH2:21][CH2:20][N:19]([CH3:18])[CH2:24][CH2:25][CH2:26][NH:27][c:28]1[n:29][n+:30]([O-:31])[c:32]2[cH:33][cH:34][cH:35][cH:36][c:37]2[n+:38]1[O-:39]
US05547972,UNK,O=[CH2:1].[CH3:2][C:3]([CH3:4])([NH:5][CH2:6][CH2:7][CH2:8][n:9]1[cH:10][cH:11][n:12][cH:13]1)[c:14]1[cH:15][cH:16][c:17]([Cl:18])[cH:19][cH:20]1>>[CH3:1][N:5]([C:3]([CH3:2])([CH3:4])[c:14]1[cH:15][cH:16][c:17]([Cl:18])[cH:19][cH:20]1)[CH2:6][CH2:7][CH2:8][n:9]1[cH:10][cH:11][n:12][cH:13]1
US05393759,UNK,O=[C:1]([CH2:2][CH3:3])[CH2:4][CH2:5][N:6]1[CH2:7][CH2:8][N:9]([CH3:10])[CH2:11][CH2:12]1.[CH3:13][O:14][c:15]1[cH:16][cH:17][c:18]([CH2:19][CH2:20][OH:21])[cH:22][c:23]1[O:24][CH3:25]>>[C:1]1([CH2:2][CH3:3])([CH2:4][CH2:5][N:6]2[CH2:7][CH2:8][N:9]([CH3:10])[CH2:11][CH2:12]2)[c:17]2[cH:16][c:15]([O:14][CH3:13])[c:23]([O:24][CH3:25])[cH:22][c:18]2[CH2:19][CH2:20][O:21]1
US06172066B2,UNK,Cl[C:1](=[O:2])[O:3][c:4]1[cH:5][cH:6][c:7]([N+:8](=[O:9])[O-:10])[cH:11][cH:12]1.[CH3:13][CH2:14][C:15]1=[C:16]([C:17](=[O:18])[O:19][CH2:20][c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[CH:27]([c:28]2[cH:29][cH:30][c:31]([F:32])[cH:33][c:34]2[F:35])[NH:36][C:37]([O:38][CH3:39])=[N:40]1>>[C:1](=[O:2])([O:3][c:4]1[cH:5][cH:6][c:7]([N+:8](=[O:9])[O-:10])[cH:11][cH:12]1)[N:36]1[CH:27]([c:28]2[cH:29][cH:30][c:31]([F:32])[cH:33][c:34]2[F:35])[C:16]([C:17](=[O:18])[O:19][CH2:20][c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)=[C:15]([CH2:14][CH3:13])[N:40]=[C:37]1[O:38][CH3:39]
US20100240644A1,UNK,O=[C:1]([CH2:2][CH2:3][O:4][CH3:5])[c:6]1[cH:7][n:8]([CH3:9])[c:10]2[cH:11][cH:12][c:13]([CH2:14][NH:15][CH:16]3[CH2:17][CH2:18]3)[cH:19][c:20]12>>[CH2:1]([CH2:2][CH2:3][O:4][CH3:5])[c:6]1[cH:7][n:8]([CH3:9])[c:10]2[cH:11][cH:12][c:13]([CH2:14][NH:15][CH:16]3[CH2:17][CH2:18]3)[cH:19][c:20]12
US20140323390A1,UNK,Cl[C:1]([CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH3:12])=[O:13].[CH3:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20][CH2:21][CH2:22][CH2:23][CH2:24][CH2:25][O:26][CH2:27][C@@H:28]([OH:29])[CH2:30][S:31][CH2:32][C@H:33]([NH:34][C:35](=[O:36])[O:37][CH2:38][CH:39]1[c:40]2[cH:41][cH:42][cH:43][cH:44][c:45]2-[c:46]2[cH:47][cH:48][cH:49][cH:50][c:51]21)[C:52](=[O:53])[O:54][C:55]([CH3:56])([CH3:57])[CH3:58]>>[C:1]([CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH3:12])(=[O:13])[O:29][C@H:28]([CH2:27][O:26][CH2:25][CH2:24][CH2:23][CH2:22][CH2:21][CH2:20][CH2:19][CH2:18][CH2:17][CH2:16][CH2:15][CH3:14])[CH2:30][S:31][CH2:32][C@H:33]([NH:34][C:35](=[O:36])[O:37][CH2:38][CH:39]1[c:40]2[cH:41][cH:42][cH:43][cH:44][c:45]2-[c:46]2[cH:47][cH:48][cH:49][cH:50][c:51]21)[C:52](=[O:53])[O:54][C:55]([CH3:56])([CH3:57])[CH3:58]
US20100048537A1,UNK,F[c:1]1[cH:2][cH:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[cH:10]1.[CH3:11][N:12]1[CH2:13][CH2:14][CH:15]([OH:16])[c:17]2[cH:18][cH:19][o:20][c:21]2[CH2:22]1>>[c:1]1([O:16][CH:15]2[CH2:14][CH2:13][N:12]([CH3:11])[CH2:22][c:21]3[c:17]2[cH:18][cH:19][o:20]3)[cH:2][cH:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[cH:10]1
US20090275598A1,UNK,CC[O:1][C:2](=[O:3])[CH2:4][CH:5]([c:6]1[cH:7][cH:8][c:9]([O:10][CH:11]2[CH2:12][c:13]3[cH:14][cH:15][cH:16][cH:17][c:18]3[CH2:19]2)[cH:20][cH:21]1)[c:22]1[cH:23][c:24]([F:25])[cH:26][c:27]([F:28])[cH:29]1>>[OH:1][C:2](=[O:3])[CH2:4][CH:5]([c:6]1[cH:7][cH:8][c:9]([O:10][CH:11]2[CH2:12][c:13]3[cH:14][cH:15][cH:16][cH:17][c:18]3[CH2:19]2)[cH:20][cH:21]1)[c:22]1[cH:23][c:24]([F:25])[cH:26][c:27]([F:28])[cH:29]1
US07692017B2,UNK,O=[CH:1][c:2]1[cH:3][cH:4][c:5]([O:6][CH3:7])[cH:8][c:9]1[O:10][CH3:11].[CH3:12][O:13][c:14]1[cH:15][cH:16][c:17]([NH2:18])[c:19]([C:20](=[O:21])[c:22]2[cH:23][cH:24][cH:25][c:26]([F:27])[cH:28]2)[cH:29]1>>[CH2:1]([c:2]1[cH:3][cH:4][c:5]([O:6][CH3:7])[cH:8][c:9]1[O:10][CH3:11])[NH:18][c:17]1[cH:16][cH:15][c:14]([O:13][CH3:12])[cH:29][c:19]1[C:20](=[O:21])[c:22]1[cH:23][cH:24][cH:25][c:26]([F:27])[cH:28]1
US20080146731A1,UNK,Br[CH2:1][c:2]1[cH:3][cH:4][c:5]([C:6](=[O:7])[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[cH:14][cH:15]1.[CH3:16][CH2:17][N:18]([CH2:19][CH2:20][OH:21])[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1>>[CH2:1]([c:2]1[cH:3][cH:4][c:5]([C:6](=[O:7])[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[cH:14][cH:15]1)[O:21][CH2:20][CH2:19][N:18]([CH2:17][CH3:16])[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1
US09018214B2,UNK,c1ccc(C[N:1]2[CH2:2][C@@H:3]([CH3:4])[N:5]([C:6](=[O:7])[O:8][C:9]([CH3:10])([CH3:11])[CH3:12])[CH2:13][C@@H:14]2[CH2:15][N:16]2[CH2:17][CH2:18][O:19][CH2:20][CH2:21]2)cc1>>[NH:1]1[CH2:2][C@@H:3]([CH3:4])[N:5]([C:6](=[O:7])[O:8][C:9]([CH3:10])([CH3:11])[CH3:12])[CH2:13][C@@H:14]1[CH2:15][N:16]1[CH2:17][CH2:18][O:19][CH2:20][CH2:21]1
US20130150340A1,UNK,O[C:1](=[O:2])[c:3]1[cH:4][c:5](-[c:6]2[cH:7][cH:8][c:9]([OH:10])[cH:11][cH:12]2)[n:13][c:14]2[nH:15][n:16][cH:17][c:18]12.[CH3:19][C:20]([CH3:21])([CH3:22])[O:23][C:24](=[O:25])[NH:26][C@@H:27]1[CH2:28][CH2:29][NH:30][CH2:31]1>>[C:1](=[O:2])([c:3]1[cH:4][c:5](-[c:6]2[cH:7][cH:8][c:9]([OH:10])[cH:11][cH:12]2)[n:13][c:14]2[nH:15][n:16][cH:17][c:18]12)[N:30]1[CH2:29][CH2:28][C@@H:27]([NH:26][C:24]([O:23][C:20]([CH3:19])([CH3:21])[CH3:22])=[O:25])[CH2:31]1
US05298652,UNK,Br[CH2:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1.[CH3:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20][CH2:21][CH2:22][CH2:23][CH2:24][CH2:25][O:26][c:27]1[cH:28][cH:29][c:30]([OH:31])[c:32]([C:33](=[O:34])[O:35][CH3:36])[cH:37]1>>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:31][c:30]1[cH:29][cH:28][c:27]([O:26][CH2:25][CH2:24][CH2:23][CH2:22][CH2:21][CH2:20][CH2:19][CH2:18][CH2:17][CH2:16][CH2:15][CH2:14][CH2:13][CH2:12][CH2:11][CH2:10][CH2:9][CH3:8])[cH:37][c:32]1[C:33](=[O:34])[O:35][CH3:36]
US20110135671A1,UNK,Cl[CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][n:7]1[c:8]([O:9][CH3:10])[n:11][c:12]2[c:13]([NH2:14])[n:15][c:16]([O:17][CH2:18][CH2:19][CH2:20][CH3:21])[n:22][c:23]12.[CH3:24][C:25]([CH3:26])([CH3:27])[N:28]1[CH2:29][CH2:30][NH:31][CH2:32][CH2:33]1>>[CH2:1]([CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][n:7]1[c:8]([O:9][CH3:10])[n:11][c:12]2[c:13]([NH2:14])[n:15][c:16]([O:17][CH2:18][CH2:19][CH2:20][CH3:21])[n:22][c:23]12)[N:31]1[CH2:30][CH2:29][N:28]([C:25]([CH3:24])([CH3:26])[CH3:27])[CH2:33][CH2:32]1
US20070293521A1,UNK,Cl[c:1]1[n:2][cH:3][c:4]([F:5])[c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]3[c:12]([cH:13]2)[O:14][CH2:15][CH2:16][O:17]3)[n:18]1.[CH2:19]=[CH:20][CH2:21][NH2:22]>>[c:1]1([NH:22][CH2:21][CH:20]=[CH2:19])[n:2][cH:3][c:4]([F:5])[c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]3[c:12]([cH:13]2)[O:14][CH2:15][CH2:16][O:17]3)[n:18]1
US08263785B2,UNK,Br[CH:1]=[CH:2][c:3]1[cH:4][cH:5][c:6]([F:7])[c:8]([F:9])[cH:10]1.[CH3:11][CH2:12][O:13][P:14]([CH3:15])(=[O:16])[CH:17]([C:18]([NH2:19])=[O:20])[c:21]1[cH:22][s:23][c:24]2[cH:25][cH:26][c:27]([Cl:28])[cH:29][c:30]12>>[CH:1](=[CH:2][c:3]1[cH:4][cH:5][c:6]([F:7])[c:8]([F:9])[cH:10]1)[NH:19][C:18]([CH:17]([P:14]([O:13][CH2:12][CH3:11])([CH3:15])=[O:16])[c:21]1[cH:22][s:23][c:24]2[cH:25][cH:26][c:27]([Cl:28])[cH:29][c:30]12)=[O:20]
