Unnamed: 0,Reactants,Products,Reagents,Labels,Frequency,Split,Mask
4010,Br[c:1]1[cH:2][cH:3][c:4](-[c:5]2[cH:6][cH:7][cH:8][c:9]([C:10]#[N:11])[cH:12]2)[o:13]1.Br[c:14]1[cH:15][cH:16][c:17]([F:18])[cH:19][n:20]1,[c:1]1(-[c:14]2[cH:15][cH:16][c:17]([F:18])[cH:19][n:20]2)[cH:2][cH:3][c:4](-[c:5]2[cH:6][cH:7][cH:8][c:9]([C:10]#[N:11])[cH:12]2)[o:13]1,,"[('b', 0, 451)]",30,train,1
4011,CC1(C)OB([c:1]2[cH:2][cH:3][cH:4][c:5]3[nH:6][cH:7][cH:8][c:9]23)OC1(C)C.Cl[c:10]1[cH:11][cH:12][c:13]([O:14][CH:15]2[CH2:16][N:17]3[CH2:18][CH2:19][CH:20]2[CH2:21][CH2:22]3)[n:23][n:24]1,[c:1]1(-[c:10]2[cH:11][cH:12][c:13]([O:14][CH:15]3[CH2:16][N:17]4[CH2:18][CH2:19][CH:20]3[CH2:21][CH2:22]4)[n:23][n:24]2)[cH:2][cH:3][cH:4][c:5]2[nH:6][cH:7][cH:8][c:9]12,,"[('b', 1, 509)]",142,train,1
4012,CC(C)(C)OC(=O)[N:1]1[CH2:2][CH2:3][CH:4]([c:5]2[cH:6][c:7](=[O:8])[nH:9][c:10]3[c:11]4[c:12]([CH2:13][C:14]#[N:15])[cH:16][cH:17][cH:18][c:19]4[n:20][n:21]23)[CH2:22][CH2:23]1,[NH:1]1[CH2:2][CH2:3][CH:4]([c:5]2[cH:6][c:7](=[O:8])[nH:9][c:10]3[c:11]4[c:12]([CH2:13][C:14]#[N:15])[cH:16][cH:17][cH:18][c:19]4[n:20][n:21]23)[CH2:22][CH2:23]1,,"[('a', 0, 123)]",1493,train,1
4013,C[O:1][C:2](=[O:3])[CH2:4][CH2:5][C:6]([CH3:7])([c:8]1[cH:9][cH:10][c:11]2[c:12]([C:13]([F:14])([F:15])[F:16])[c:17]([O:18][C@H:19]3[CH2:20][CH2:21][C@H:22]([C:23]([F:24])([F:25])[F:26])[CH2:27][CH2:28]3)[cH:29][cH:30][c:31]2[cH:32]1)[N+:33](=[O:34])[O-:35],[OH:1][C:2](=[O:3])[CH2:4][CH2:5][C:6]([CH3:7])([c:8]1[cH:9][cH:10][c:11]2[c:12]([C:13]([F:14])([F:15])[F:16])[c:17]([O:18][C@H:19]3[CH2:20][CH2:21][C@H:22]([C:23]([F:24])([F:25])[F:26])[CH2:27][CH2:28]3)[cH:29][cH:30][c:31]2[cH:32]1)[N+:33](=[O:34])[O-:35],,"[('a', 0, 124)]",1797,train,1
4014,[CH3:11][C:12]([CH3:13])([CH3:14])[n:15]1[n:16][c:17]([OH:18])[c:19]2[c:20]([NH2:21])[n:22][cH:23][n:24][c:25]12.Cl[c:1]1[n:2][cH:3][cH:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]12,[c:1]1([O:18][c:17]2[n:16][n:15]([C:12]([CH3:11])([CH3:13])[CH3:14])[c:25]3[c:19]2[c:20]([NH2:21])[n:22][cH:23][n:24]3)[n:2][cH:3][cH:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]12,,"[('b', 1, 533)]",452,train,1
4015,c1ccc(C[O:1][C:2](=[O:3])[C@@H:4]([CH2:5][CH:6]2[CH2:7][CH2:8][CH2:9]2)[N:10]2[CH2:11][C@H:12]([CH2:13][N:14]3[CH2:15][CH2:16][CH:17]([CH2:18][CH2:19][CH2:20][c:21]4[cH:22][c:23]([F:24])[cH:25][c:26]([F:27])[cH:28]4)[CH2:29][CH2:30]3)[C@@H:31]([c:32]3[cH:33][cH:34][cH:35][c:36]([F:37])[cH:38]3)[CH2:39]2)cc1,[OH:1][C:2](=[O:3])[C@@H:4]([CH2:5][CH:6]1[CH2:7][CH2:8][CH2:9]1)[N:10]1[CH2:11][C@H:12]([CH2:13][N:14]2[CH2:15][CH2:16][CH:17]([CH2:18][CH2:19][CH2:20][c:21]3[cH:22][c:23]([F:24])[cH:25][c:26]([F:27])[cH:28]3)[CH2:29][CH2:30]2)[C@@H:31]([c:32]2[cH:33][cH:34][cH:35][c:36]([F:37])[cH:38]2)[CH2:39]1,,"[('a', 0, 119)]",385,train,1
4016,CC(C)(C)OC(=O)[n:1]1[n:2][cH:3][c:4]2[cH:5][cH:6][cH:7][c:8]([NH:9][C:10]([NH:11][CH:12]3[N:13]=[C:14]([CH3:15])[c:16]4[c:17]([cH:18][cH:19][cH:20][cH:21]4)[N:22]([CH2:23][C:24](=[O:25])[N:26]([c:27]4[cH:28][cH:29][cH:30][cH:31][cH:32]4)[CH:33]([CH3:34])[CH3:35])[C:36]3=[O:37])=[O:38])[c:39]12,[nH:1]1[n:2][cH:3][c:4]2[cH:5][cH:6][cH:7][c:8]([NH:9][C:10]([NH:11][CH:12]3[N:13]=[C:14]([CH3:15])[c:16]4[c:17]([cH:18][cH:19][cH:20][cH:21]4)[N:22]([CH2:23][C:24](=[O:25])[N:26]([c:27]4[cH:28][cH:29][cH:30][cH:31][cH:32]4)[CH:33]([CH3:34])[CH3:35])[C:36]3=[O:37])=[O:38])[c:39]12,,"[('a', 0, 98)]",30,train,1
4017,Br[CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH3:9].[O:10]=[C:11]([OH:12])[c:13]1[cH:14][cH:15][c:16]([OH:17])[cH:18][cH:19]1,[CH2:1]([CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH3:9])[O:17][c:16]1[cH:15][cH:14][c:13]([C:11](=[O:10])[OH:12])[cH:19][cH:18]1,,"[('b', 17, 542)]",924,train,1
4018,I[c:1]1[c:2]([NH:3][c:4]2[c:5]([CH3:6])[c:7](-[c:8]3[cH:9][cH:10][cH:11][cH:12][n:13]3)[n:14][c:15]3[cH:16][c:17]([F:18])[cH:19][c:20]([F:21])[c:22]23)[cH:23][c:24]([N:25]2[CH2:26][CH2:27][O:28][CH2:29][CH2:30]2)[n:31][cH:32]1.OB(O)[c:33]1[cH:34][cH:35][c:36]([O:37][CH:38]([F:39])[F:40])[n:41][cH:42]1,[c:1]1(-[c:33]2[cH:34][cH:35][c:36]([O:37][CH:38]([F:39])[F:40])[n:41][cH:42]2)[c:2]([NH:3][c:4]2[c:5]([CH3:6])[c:7](-[c:8]3[cH:9][cH:10][cH:11][cH:12][n:13]3)[n:14][c:15]3[cH:16][c:17]([F:18])[cH:19][c:20]([F:21])[c:22]23)[cH:23][c:24]([N:25]2[CH2:26][CH2:27][O:28][CH2:29][CH2:30]2)[n:31][cH:32]1,,"[('b', 0, 510)]",146,train,1
4019,Cl[c:1]1[n:2][c:3]2[cH:4][cH:5][c:6]([Cl:7])[c:8]([C:9](=[O:10])[NH:11][CH2:12][CH:13]3[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18]3)[c:19]2[cH:20][cH:21]1.[CH3:22][C:23]([CH3:24])([CH3:25])[O:26][C:27](=[O:28])[C@H:29]1[CH2:30][CH2:31][CH2:32][NH:33]1,[c:1]1([N:33]2[C@@H:29]([C:27]([O:26][C:23]([CH3:22])([CH3:24])[CH3:25])=[O:28])[CH2:30][CH2:31][CH2:32]2)[n:2][c:3]2[cH:4][cH:5][c:6]([Cl:7])[c:8]([C:9](=[O:10])[NH:11][CH2:12][CH:13]3[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18]3)[c:19]2[cH:20][cH:21]1,,"[('b', 1, 545)]",1916,train,1
4020,[CH3:2][C:3]([CH3:4])([CH3:5])[C:6](=[O:7])[O:8][CH2:9][C@H:10]1[O:11][C@@H:12]([S:13][c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[C@H:20]([O:21][C:22](=[O:23])[C:24]([CH3:25])([CH3:26])[CH3:27])[C@@H:28]([O:29][C:30](=[O:31])[C:32]([CH3:33])([CH3:34])[CH3:35])[C@@H:36]1[O:37][C:38](=[O:39])[C:40]([CH3:41])([CH3:42])[CH3:43].O=C(O[OH:1])c1cccc(Cl)c1,[O:1]=[S:13]([C@@H:12]1[O:11][C@H:10]([CH2:9][O:8][C:6]([C:3]([CH3:2])([CH3:4])[CH3:5])=[O:7])[C@@H:36]([O:37][C:38](=[O:39])[C:40]([CH3:41])([CH3:42])[CH3:43])[C@H:28]([O:29][C:30](=[O:31])[C:32]([CH3:33])([CH3:34])[CH3:35])[C@H:20]1[O:21][C:22](=[O:23])[C:24]([CH3:25])([CH3:26])[CH3:27])[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1,,"[('b', 1, 505)]",109,train,1
4021,O=[C:1]([c:2]1[cH:3][c:4]([CH3:5])[n:6][c:7]([Cl:8])[cH:9]1)[OH:10],[CH2:1]([c:2]1[cH:3][c:4]([CH3:5])[n:6][c:7]([Cl:8])[cH:9]1)[OH:10],,"[('a', 0, 120)]",433,train,1
4022,[CH3:13][C:14]([CH3:15])([CH3:16])[O:17][C:18](=[O:19])[NH:20][C@H:21]1[c:22]2[cH:23][cH:24][cH:25][cH:26][c:27]2[CH2:28][C@@H:29]1[NH2:30].O[C:1](=[O:2])[c:3]1[cH:4][c:5]2[cH:6][c:7]([Cl:8])[cH:9][cH:10][c:11]2[nH:12]1,[C:1](=[O:2])([c:3]1[cH:4][c:5]2[cH:6][c:7]([Cl:8])[cH:9][cH:10][c:11]2[nH:12]1)[NH:30][C@@H:29]1[C@@H:21]([NH:20][C:18]([O:17][C:14]([CH3:13])([CH3:15])[CH3:16])=[O:19])[c:22]2[cH:23][cH:24][cH:25][cH:26][c:27]2[CH2:28]1,,"[('b', 23, 547)]",4537,train,1
4023,[CH3:1][O:2][C:3](=[O:4])[CH:5]([CH3:6])[O:7][c:8]1[cH:9][cH:10][cH:11][c:12]([CH:13]=[O:14])[cH:15]1,[CH3:1][O:2][C:3](=[O:4])[CH:5]([CH3:6])[O:7][c:8]1[cH:9][cH:10][cH:11][c:12]([CH2:13][OH:14])[cH:15]1,,"[('b', 24, 537), ('b', 25, 537)]",573,train,1
4024,Cl[S:1](=[O:2])(=[O:3])[c:4]1[cH:5][c:6]([Cl:7])[c:8]([F:9])[cH:10][c:11]1[F:12].[NH2:13][c:14]1[cH:15][cH:16][n:17][cH:18][n:19]1,[S:1](=[O:2])(=[O:3])([c:4]1[cH:5][c:6]([Cl:7])[c:8]([F:9])[cH:10][c:11]1[F:12])[NH:13][c:14]1[cH:15][cH:16][n:17][cH:18][n:19]1,,"[('b', 23, 540)]",828,train,1
4025,C[O:1][CH2:2][CH2:3][CH:4]([CH:5]([CH2:6][CH2:7][CH2:8][CH:9]([CH2:10][CH2:11][CH2:12][CH2:13][CH3:14])[OH:15])[CH2:16][CH2:17][CH2:18][CH2:19][CH2:20][CH2:21][C:22](=[O:23])[OH:24])[OH:25],[OH:1][CH2:2][CH2:3][CH:4]([CH:5]([CH2:6][CH2:7][CH2:8][CH:9]([CH2:10][CH2:11][CH2:12][CH2:13][CH3:14])[OH:15])[CH2:16][CH2:17][CH2:18][CH2:19][CH2:20][CH2:21][C:22](=[O:23])[OH:24])[OH:25],,"[('a', 0, 124)]",1797,train,1
4026,[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][cH:6][c:7]([CH:8]([CH3:9])[C:10]#[N:11])[cH:12][cH:13]1,[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][cH:6][c:7]([CH:8]([CH3:9])[CH2:10][NH2:11])[cH:12][cH:13]1,,"[('b', 18, 515), ('b', 19, 515)]",179,train,1
4027,[CH3:2][O:3][c:4]1[cH:5][cH:6][c:7]2[c:8]([c:9]1[O:10][CH3:11])[CH2:12][CH:13]1[CH2:14][NH:15][CH2:16][CH:17]21.O=[CH2:1],[CH3:1][N:15]1[CH2:14][CH:13]2[CH2:12][c:8]3[c:7]([cH:6][cH:5][c:4]([O:3][CH3:2])[c:9]3[O:10][CH3:11])[CH:17]2[CH2:16]1,,"[('b', 1, 544)]",1299,train,1
4028,O=[N+:1]([O-])[CH:2]([C:3]([O:4][CH2:5][CH3:6])=[O:7])[CH:8]([O:9][CH2:10][CH3:11])[O:12][CH2:13][CH3:14],[NH2:1][CH:2]([C:3]([O:4][CH2:5][CH3:6])=[O:7])[CH:8]([O:9][CH2:10][CH3:11])[O:12][CH2:13][CH3:14],,"[('a', 0, 122)]",1277,train,1
4029,Cl[c:1]1[c:2]([C:3](=[O:4])[NH:5][c:6]2[cH:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[c:14]([O:15][CH2:16][CH2:17][N:18]3[CH2:19][CH2:20][CH2:21][CH2:22]3)[cH:23]2)[cH:24][cH:25][cH:26][n:27]1.[NH2:28][CH2:29][c:30]1[cH:31][cH:32][c:33]([F:34])[cH:35][cH:36]1,[c:1]1([NH:28][CH2:29][c:30]2[cH:31][cH:32][c:33]([F:34])[cH:35][cH:36]2)[c:2]([C:3](=[O:4])[NH:5][c:6]2[cH:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[c:14]([O:15][CH2:16][CH2:17][N:18]3[CH2:19][CH2:20][CH2:21][CH2:22]3)[cH:23]2)[cH:24][cH:25][cH:26][n:27]1,,"[('b', 1, 545)]",1916,train,1
4030,[CH3:2][CH2:3][CH2:4][N:5]1[C:6](=[O:7])[NH:8][C:9]2([CH2:10][CH2:11][N:12]([CH2:13][c:14]3[cH:15][c:16]4[cH:17][n:18][c:19]([C:20]#[N:21])[n:22][c:23]4[n:24]3[CH2:25][C:26]([CH3:27])([CH3:28])[CH3:29])[CH2:30][CH2:31]2)[C:32]1=[O:33].I[CH3:1],[CH3:1][N:8]1[C:6](=[O:7])[N:5]([CH2:4][CH2:3][CH3:2])[C:32](=[O:33])[C:9]12[CH2:10][CH2:11][N:12]([CH2:13][c:14]1[cH:15][c:16]3[cH:17][n:18][c:19]([C:20]#[N:21])[n:22][c:23]3[n:24]1[CH2:25][C:26]([CH3:27])([CH3:28])[CH3:29])[CH2:30][CH2:31]2,,"[('b', 1, 519)]",258,train,1
4031,CC(C)(C)O[C:1](=[O:2])[CH2:3][O:4][CH:5]1[CH2:6][CH2:7][N:8]([C:9](=[O:10])[O:11][C:12]([CH3:13])([CH3:14])[CH3:15])[CH2:16][CH2:17]1,[CH2:1]([OH:2])[CH2:3][O:4][CH:5]1[CH2:6][CH2:7][N:8]([C:9](=[O:10])[O:11][C:12]([CH3:13])([CH3:14])[CH3:15])[CH2:16][CH2:17]1,,"[('a', 0, 72)]",8,train,1
4032,[CH3:1][C:2](=[O:3])[CH2:4][C@:5]1([c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[CH2:12][CH2:13][N:14]([C@@H:15]([CH3:16])[c:17]2[cH:18][cH:19][c:20]([O:21][CH:22]([F:23])[F:24])[cH:25][cH:26]2)[C:27](=[O:28])[O:29]1.[Mg+][CH3:30],[CH3:1][C:2]([OH:3])([CH2:4][C@:5]1([c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[CH2:12][CH2:13][N:14]([C@@H:15]([CH3:16])[c:17]2[cH:18][cH:19][c:20]([O:21][CH:22]([F:23])[F:24])[cH:25][cH:26]2)[C:27](=[O:28])[O:29]1)[CH3:30],,"[('b', 57, 511)]",153,train,1
4033,CC[O:1][C:2](=[O:3])[c:4]1[cH:5][n:6]2[cH:7][c:8](-[c:9]3[cH:10][cH:11][cH:12][c:13]([O:14][CH3:15])[cH:16]3)[n:17][c:18]2[s:19]1,[OH:1][C:2](=[O:3])[c:4]1[cH:5][n:6]2[cH:7][c:8](-[c:9]3[cH:10][cH:11][cH:12][c:13]([O:14][CH3:15])[cH:16]3)[n:17][c:18]2[s:19]1,,"[('a', 0, 121)]",1123,train,1
4034,CCOP(=O)(OCC)[CH2:1][c:2]1[cH:3][cH:4][c:5]([N+:6](=[O:7])[O-:8])[cH:9][cH:10]1.O=[CH:11][c:12]1[c:13]([O:14][CH3:15])[c:16]([C:17]2([CH3:18])[CH2:19][CH2:20]2)[cH:21][c:22]([Br:23])[cH:24]1,[CH:1](/[c:2]1[cH:3][cH:4][c:5]([N+:6](=[O:7])[O-:8])[cH:9][cH:10]1)=[CH:11]\[c:12]1[c:13]([O:14][CH3:15])[c:16]([C:17]2([CH3:18])[CH2:19][CH2:20]2)[cH:21][c:22]([Br:23])[cH:24]1,,"[('b', 19, 497)]",88,train,1
4035,[CH3:9][CH2:10][O:11][C:12](=[O:13])[CH:14]1[NH:15][N:16]=[C:17]([c:18]2[cH:19][cH:20][cH:21][cH:22][cH:23]2)[S:24]1.Cl[C:1]([CH2:2][CH2:3][S:4][C:5]([CH3:6])=[O:7])=[O:8],[C:1]([CH2:2][CH2:3][S:4][C:5]([CH3:6])=[O:7])(=[O:8])[N:15]1[CH:14]([C:12]([O:11][CH2:10][CH3:9])=[O:13])[S:24][C:17]([c:18]2[cH:19][cH:20][cH:21][cH:22][cH:23]2)=[N:16]1,,"[('b', 15, 546)]",2537,train,1
4036,Br[c:1]1[cH:2][cH:3][c:4]([O:5][c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[cH:12][c:13]1[O:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1.OB(O)[c:21]1[cH:22][cH:23][cH:24][c:25]2[cH:26][cH:27][cH:28][cH:29][c:30]12,[c:1]1(-[c:21]2[cH:22][cH:23][cH:24][c:25]3[cH:26][cH:27][cH:28][cH:29][c:30]23)[cH:2][cH:3][c:4]([O:5][c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[cH:12][c:13]1[O:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1,,"[('b', 0, 541)]",900,train,1
4037,Cl[c:1]1[c:2]([C:3]([O:4][CH2:5][CH3:6])=[O:7])[cH:8][n:9][c:10](-[c:11]2[cH:12][cH:13][c:14]([F:15])[cH:16][cH:17]2)[cH:18]1.[OH:19][c:20]1[cH:21][cH:22][cH:23][cH:24][c:25]1[Cl:26],[c:1]1([O:19][c:20]2[cH:21][cH:22][cH:23][cH:24][c:25]2[Cl:26])[c:2]([C:3]([O:4][CH2:5][CH3:6])=[O:7])[cH:8][n:9][c:10](-[c:11]2[cH:12][cH:13][c:14]([F:15])[cH:16][cH:17]2)[cH:18]1,,"[('b', 1, 533)]",452,train,1
4038,O=[CH:1][c:2]1[cH:3][cH:4][c:5]2[cH:6][cH:7][c:8]([Br:9])[c:10]([O:11][Si:12]([C:13]([CH3:14])([CH3:15])[CH3:16])([CH3:17])[CH3:18])[c:19]2[n:20]1.[NH2:21][NH:22][c:23]1[cH:24][cH:25][cH:26][cH:27][n:28]1,[CH:1]([c:2]1[cH:3][cH:4][c:5]2[cH:6][cH:7][c:8]([Br:9])[c:10]([O:11][Si:12]([C:13]([CH3:14])([CH3:15])[CH3:16])([CH3:17])[CH3:18])[c:19]2[n:20]1)=[N:21][NH:22][c:23]1[cH:24][cH:25][cH:26][cH:27][n:28]1,,"[('b', 39, 531)]",446,train,1
4039,[OH:12][c:13]1[cH:14][c:15]([Cl:16])[cH:17][cH:18][c:19]1-[c:20]1[n:21][c:22]2[cH:23][c:24]([F:25])[c:26]([F:27])[cH:28][c:29]2[n:30]1[CH2:31][CH:32]1[CH2:33][CH2:34][CH2:35][CH2:36][CH2:37]1.Br[CH2:1][c:2]1[cH:3][cH:4][c:5]([C:6]([O:7][CH3:8])=[O:9])[cH:10][cH:11]1,[CH2:1]([c:2]1[cH:3][cH:4][c:5]([C:6]([O:7][CH3:8])=[O:9])[cH:10][cH:11]1)[O:12][c:13]1[cH:14][c:15]([Cl:16])[cH:17][cH:18][c:19]1-[c:20]1[n:21][c:22]2[cH:23][c:24]([F:25])[c:26]([F:27])[cH:28][c:29]2[n:30]1[CH2:31][CH:32]1[CH2:33][CH2:34][CH2:35][CH2:36][CH2:37]1,,"[('b', 21, 542)]",924,train,1
4040,Cl[C:1](=[O:2])[c:3]1[cH:4][c:5]([Cl:6])[n:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]12.[NH2:14][CH:15]1[CH2:16][CH2:17][N:18]([CH:19]2[CH2:20][CH2:21][CH2:22][CH2:23][CH2:24]2)[CH2:25]1,[C:1](=[O:2])([c:3]1[cH:4][c:5]([Cl:6])[n:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]12)[NH:14][CH:15]1[CH2:16][CH2:17][N:18]([CH:19]2[CH2:20][CH2:21][CH2:22][CH2:23][CH2:24]2)[CH2:25]1,,"[('b', 25, 546)]",2537,train,1
4041,[N:1]#[C:2][c:3]1[cH:4][cH:5][c:6]([Cl:7])[cH:8][c:9]1[O:10][CH2:11][CH2:12][N:13]1[CH2:14][CH2:15][CH2:16][CH2:17]1,[NH2:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([Cl:7])[cH:8][c:9]1[O:10][CH2:11][CH2:12][N:13]1[CH2:14][CH2:15][CH2:16][CH2:17]1,,"[('b', 0, 515), ('b', 1, 515)]",179,train,1
4042,C[O:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][c:13]2[c:14]([cH:15]1)[CH2:16][CH2:17][C@H:18]([CH2:19][NH:20][CH2:21][C@H:22]([OH:23])[c:24]1[cH:25][cH:26][cH:27][n:28][cH:29]1)[O:30]2,[OH:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][c:13]2[c:14]([cH:15]1)[CH2:16][CH2:17][C@H:18]([CH2:19][NH:20][CH2:21][C@H:22]([OH:23])[c:24]1[cH:25][cH:26][cH:27][n:28][cH:29]1)[O:30]2,,"[('a', 0, 124)]",1797,train,1
4043,O[C:1]([c:2]1[cH:3][cH:4][c:5]([O:6][CH2:7][c:8]2[c:9]([CH3:10])[o:11][n:12][c:13]2-[c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[n:20][cH:21]1)=[O:22].[NH2:23][CH2:24][CH2:25][F:26],[C:1]([c:2]1[cH:3][cH:4][c:5]([O:6][CH2:7][c:8]2[c:9]([CH3:10])[o:11][n:12][c:13]2-[c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[n:20][cH:21]1)(=[O:22])[NH:23][CH2:24][CH2:25][F:26],,"[('b', 43, 547)]",4537,train,1
4044,[CH3:8][c:9]1[n:10][n:11](-[c:12]2[cH:13][cH:14][c:15]([C:16]([F:17])([F:18])[F:19])[cH:20][n:21]2)[c:22]([CH3:23])[c:24]1[C:25](=[O:26])[N:27]1[CH2:28][CH:29]2[CH2:30][N:31]([CH2:32][CH2:33][C:34]3([c:35]4[cH:36][cH:37][cH:38][cH:39][cH:40]4)[CH2:41][CH2:42][NH:43][CH2:44]3)[CH2:45][CH:46]2[CH2:47]1.Cl[C:1](=[O:2])[CH:3]1[CH2:4][CH2:5][CH2:6][CH2:7]1,[C:1](=[O:2])([CH:3]1[CH2:4][CH2:5][CH2:6][CH2:7]1)[N:43]1[CH2:42][CH2:41][C:34]([CH2:33][CH2:32][N:31]2[CH2:30][CH:29]3[CH2:28][N:27]([C:25]([c:24]4[c:9]([CH3:8])[n:10][n:11](-[c:12]5[cH:13][cH:14][c:15]([C:16]([F:17])([F:18])[F:19])[cH:20][n:21]5)[c:22]4[CH3:23])=[O:26])[CH2:47][CH:46]3[CH2:45]2)([c:35]2[cH:36][cH:37][cH:38][cH:39][cH:40]2)[CH2:44]1,,"[('b', 13, 546)]",2537,train,1
4045,CC[O:1][C:2](=[O:3])[c:4]1[cH:5][n:6](-[c:7]2[cH:8][cH:9][n:10][c:11]3[cH:12][cH:13][cH:14][cH:15][c:16]23)[c:17]([CH3:18])[c:19]1[CH3:20],[OH:1][C:2](=[O:3])[c:4]1[cH:5][n:6](-[c:7]2[cH:8][cH:9][n:10][c:11]3[cH:12][cH:13][cH:14][cH:15][c:16]23)[c:17]([CH3:18])[c:19]1[CH3:20],,"[('a', 0, 121)]",1123,train,1
4046,Cl[C:1]([CH:2]([CH2:3][CH3:4])[CH2:5][c:6]1[cH:7][cH:8][cH:9][cH:10][c:11]1[CH3:12])=[O:13],[C:1]1(=[O:13])[CH:2]([CH2:3][CH3:4])[CH2:5][c:6]2[c:7]1[cH:8][cH:9][cH:10][c:11]2[CH3:12],,"[('b', 24, 506)]",109,train,1
4047,Cl[CH2:1][c:2]1[cH:3][cH:4][c:5]([Cl:6])[n:7][cH:8]1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([Cl:6])[n:7][cH:8]1,,"[('a', 0, 87)]",17,train,1
4048,Br[CH2:1][c:2]1[cH:3][cH:4][cH:5][c:6]([O:7][c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[cH:14]1.[OH:15][CH2:16][CH:17]([c:18]1[cH:19][cH:20][c:21]([Cl:22])[cH:23][cH:24]1)[C:25]([F:26])([F:27])[F:28],[CH2:1]([c:2]1[cH:3][cH:4][cH:5][c:6]([O:7][c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[cH:14]1)[O:15][CH2:16][CH:17]([c:18]1[cH:19][cH:20][c:21]([Cl:22])[cH:23][cH:24]1)[C:25]([F:26])([F:27])[F:28],,"[('b', 27, 542)]",924,train,1
4049,[CH3:1][CH:2]([OH:3])[c:4]1[n:5][c:6]([NH:7][C:8](=[O:9])[c:10]2[c:11]([F:12])[cH:13][cH:14][cH:15][c:16]2[F:17])[s:18][c:19]1-[c:20]1[cH:21][cH:22][cH:23][c:24]([C:25]([F:26])([F:27])[F:28])[cH:29]1,[CH3:1][C:2](=[O:3])[c:4]1[n:5][c:6]([NH:7][C:8](=[O:9])[c:10]2[c:11]([F:12])[cH:13][cH:14][cH:15][c:16]2[F:17])[s:18][c:19]1-[c:20]1[cH:21][cH:22][cH:23][c:24]([C:25]([F:26])([F:27])[F:28])[cH:29]1,,"[('b', 2, 529), ('b', 3, 529)]",413,train,1
4050,CC(C)(C)OC(=O)[N:1]1[C@H:2]([C:3]([NH:4][C@:5]2([C:6](=[O:7])[O:8][CH2:9][CH3:10])[C@@H:11]([CH:12]=[CH2:13])[CH2:14]2)=[O:15])[CH2:16][C@@H:17]([OH:18])[CH2:19]1,[NH:1]1[C@H:2]([C:3]([NH:4][C@:5]2([C:6](=[O:7])[O:8][CH2:9][CH3:10])[C@@H:11]([CH:12]=[CH2:13])[CH2:14]2)=[O:15])[CH2:16][C@@H:17]([OH:18])[CH2:19]1,,"[('a', 0, 123)]",1493,train,1
4051,[CH3:1][CH:2]([CH3:3])[C:4]1=[CH:5][CH2:6][CH:7]([c:8]2[cH:9][cH:10][c:11]([Cl:12])[c:13]([Cl:14])[cH:15]2)[c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]21,[CH3:1][CH:2]([CH3:3])[CH:4]1[CH2:5][CH2:6][CH:7]([c:8]2[cH:9][cH:10][c:11]([Cl:12])[c:13]([Cl:14])[cH:15]2)[c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]21,,"[('b', 6, 530), ('b', 7, 530)]",442,train,1
