,Reactants,Products,Reagents,Labels,Frequency
12553,O[C:1](/[C:2]([c:3]1[cH:4][cH:5][c:6]([S:7]([CH3:8])(=[O:9])=[O:10])[cH:11][cH:12]1)=[CH:13]/[c:14]1[cH:15][cH:16][cH:17][s:18]1)=[O:19].[NH2:20][c:21]1[n:22][cH:23][c:24]([Cl:25])[s:26]1,[C:1](/[C:2]([c:3]1[cH:4][cH:5][c:6]([S:7]([CH3:8])(=[O:9])=[O:10])[cH:11][cH:12]1)=[CH:13]/[c:14]1[cH:15][cH:16][cH:17][s:18]1)(=[O:19])[NH:20][c:21]1[n:22][cH:23][c:24]([Cl:25])[s:26]1,,"[('b', 37, 533)]",4537
12554,Br[c:1]1[cH:2][c:3]([O:4][C:5]([CH3:6])([CH3:7])[CH3:8])[n:9][c:10]2[cH:11][cH:12][c:13]([C:14]([c:15]3[cH:16][cH:17][c:18]([O:19][CH3:20])[cH:21][cH:22]3)([OH:23])[c:24]3[cH:25][cH:26][c:27]([Cl:28])[cH:29][cH:30]3)[cH:31][c:32]12.OB(O)/[CH:33]=[CH:34]/[c:35]1[cH:36][cH:37][cH:38][cH:39][cH:40]1,[c:1]1(/[CH:33]=[CH:34]/[c:35]2[cH:36][cH:37][cH:38][cH:39][cH:40]2)[cH:2][c:3]([O:4][C:5]([CH3:6])([CH3:7])[CH3:8])[n:9][c:10]2[cH:11][cH:12][c:13]([C:14]([c:15]3[cH:16][cH:17][c:18]([O:19][CH3:20])[cH:21][cH:22]3)([OH:23])[c:24]3[cH:25][cH:26][c:27]([Cl:28])[cH:29][cH:30]3)[cH:31][c:32]12,,"[('b', 0, 457)]",42
12555,C[O:1][C:2]([c:3]1[cH:4][c:5]([O:6][CH2:7][O:8][CH3:9])[n:10][n:11]1[CH2:12][c:13]1[cH:14][cH:15][c:16]([C:17]([F:18])([F:19])[F:20])[cH:21][c:22]1[Cl:23])=[O:24],[OH:1][C:2]([c:3]1[cH:4][c:5]([O:6][CH2:7][O:8][CH3:9])[n:10][n:11]1[CH2:12][c:13]1[cH:14][cH:15][c:16]([C:17]([F:18])([F:19])[F:20])[cH:21][c:22]1[Cl:23])=[O:24],,"[('a', 0, 123)]",1797
12556,[CH:9]#[C:10][C:11]1=[CH:12][CH2:13][N:14]([S:15](=[O:16])(=[O:17])[CH2:18][C@@:19]2([CH3:20])[NH:21][C:22](=[O:23])[NH:24][C:25]2=[O:26])[CH2:27][CH2:28]1.Br[c:1]1[cH:2][n:3][c:4]([O:5][CH3:6])[n:7][cH:8]1,[c:1]1([C:9]#[C:10][C:11]2=[CH:12][CH2:13][N:14]([S:15](=[O:16])(=[O:17])[CH2:18][C@@:19]3([CH3:20])[NH:21][C:22](=[O:23])[NH:24][C:25]3=[O:26])[CH2:27][CH2:28]2)[cH:2][n:3][c:4]([O:5][CH3:6])[n:7][cH:8]1,,"[('b', 1, 508)]",265
12557,[CH3:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][c:7]1[CH3:8])[C:9](=[O:10])[CH2:11][CH2:12]2,[CH3:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][c:7]1[CH3:8])[CH:9]([OH:10])[CH2:11][CH2:12]2,,"[('b', 16, 523), ('b', 17, 523)]",573
12558,O[C:1]([CH:2]([CH3:3])[O:4][c:5]1[cH:6][cH:7][cH:8][c:9]([CH:10]=[CH:11][c:12]2[cH:13][cH:14][c:15]3[cH:16][cH:17][c:18]([Cl:19])[cH:20][c:21]3[n:22]2)[cH:23]1)=[O:24].[NH3:25],[C:1]([CH:2]([CH3:3])[O:4][c:5]1[cH:6][cH:7][cH:8][c:9]([CH:10]=[CH:11][c:12]2[cH:13][cH:14][c:15]3[cH:16][cH:17][c:18]([Cl:19])[cH:20][c:21]3[n:22]2)[cH:23]1)(=[O:24])[NH2:25],,"[('b', 47, 533)]",4537
12559,O[C:1](=[O:2])[c:3]1[cH:4][cH:5][cH:6][c:7](-[c:8]2[cH:9][n:10][cH:11][n:12][cH:13]2)[cH:14]1.[NH2:15][c:16]1[cH:17][cH:18][c:19]([CH2:20][C:21]([F:22])([F:23])[F:24])[cH:25][cH:26]1,[C:1](=[O:2])([c:3]1[cH:4][cH:5][cH:6][c:7](-[c:8]2[cH:9][n:10][cH:11][n:12][cH:13]2)[cH:14]1)[NH:15][c:16]1[cH:17][cH:18][c:19]([CH2:20][C:21]([F:22])([F:23])[F:24])[cH:25][cH:26]1,,"[('b', 27, 533)]",4537
12560,Cl[CH:1]1[CH2:2][c:3]2[c:4]([cH:5][cH:6][c:7]([CH3:8])[cH:9]2)[S:10][c:11]2[c:12]1[cH:13][c:14]([F:15])[cH:16][cH:17]2.[O:18]=[C:19]1[O:20][CH2:21][CH2:22][N:23]1[CH2:24][CH2:25][N:26]1[CH2:27][CH2:28][NH:29][CH2:30][CH2:31]1,[CH:1]1([N:29]2[CH2:28][CH2:27][N:26]([CH2:25][CH2:24][N:23]3[C:19](=[O:18])[O:20][CH2:21][CH2:22]3)[CH2:31][CH2:30]2)[CH2:2][c:3]2[c:4]([cH:5][cH:6][c:7]([CH3:8])[cH:9]2)[S:10][c:11]2[c:12]1[cH:13][c:14]([F:15])[cH:16][cH:17]2,,"[('b', 1, 532)]",2537
12561,[cH:12]1[cH:13][cH:14][c:15]([CH2:16][N:17]2[CH2:18][CH2:19][NH:20][CH2:21][CH2:22]2)[cH:23][cH:24]1.O[C:1]([CH2:2][NH:3][C:4]([O:5][C:6]([CH3:7])([CH3:8])[CH3:9])=[O:10])=[O:11],[C:1]([CH2:2][NH:3][C:4]([O:5][C:6]([CH3:7])([CH3:8])[CH3:9])=[O:10])(=[O:11])[N:20]1[CH2:19][CH2:18][N:17]([CH2:16][c:15]2[cH:14][cH:13][cH:12][cH:24][cH:23]2)[CH2:22][CH2:21]1,,"[('b', 21, 533)]",4537
12562,Cl[S:1]([CH2:2][CH2:3][N:4]1[C:5](=[O:6])[c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[C:13]1=[O:14])(=[O:15])=[O:16].[CH3:17][NH:18][CH:19]1[CH2:20][CH2:21][N:22]([CH:23]([CH3:24])[CH3:25])[CH2:26][CH2:27]1,[S:1]([CH2:2][CH2:3][N:4]1[C:5](=[O:6])[c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[C:13]1=[O:14])(=[O:15])(=[O:16])[N:18]([CH3:17])[CH:19]1[CH2:20][CH2:21][N:22]([CH:23]([CH3:24])[CH3:25])[CH2:26][CH2:27]1,,"[('b', 31, 526)]",828
12563,Cl[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]([C:7]([F:8])([F:9])[F:10])[cH:11][c:12]1[F:13].[CH3:14][O:15][c:16]1[cH:17][c:18]([NH2:19])[cH:20][cH:21][n:22]1,[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6]([C:7]([F:8])([F:9])[F:10])[cH:11][c:12]1[F:13])[NH:19][c:18]1[cH:17][c:16]([O:15][CH3:14])[n:22][cH:21][cH:20]1,,"[('b', 25, 532)]",2537
12564,O=[N+:1]([O-])[CH2:2][C@@H:3]1[CH2:4][C@@:5]([NH:6][C:7]([CH3:8])=[O:9])([C:10](=[O:11])[NH:12][C:13]([CH3:14])([CH3:15])[CH3:16])[C@@H:17]([CH2:18][CH2:19][CH2:20][B:21]2[O:22][C:23]([CH3:24])([CH3:25])[C:26]([CH3:27])([CH3:28])[O:29]2)[CH2:30]1,[NH2:1][CH2:2][C@@H:3]1[CH2:4][C@@:5]([NH:6][C:7]([CH3:8])=[O:9])([C:10](=[O:11])[NH:12][C:13]([CH3:14])([CH3:15])[CH3:16])[C@@H:17]([CH2:18][CH2:19][CH2:20][B:21]2[O:22][C:23]([CH3:24])([CH3:25])[C:26]([CH3:27])([CH3:28])[O:29]2)[CH2:30]1,,"[('a', 0, 121)]",1277
12565,Br[CH2:1][c:2]1[cH:3][cH:4][c:5]([B:6]2[O:7][C:8]([CH3:9])([CH3:10])[C:11]([CH3:12])([CH3:13])[O:14]2)[cH:15][cH:16]1.[CH3:17][S-:18],[CH2:1]([c:2]1[cH:3][cH:4][c:5]([B:6]2[O:7][C:8]([CH3:9])([CH3:10])[C:11]([CH3:12])([CH3:13])[O:14]2)[cH:15][cH:16]1)[S:18][CH3:17],,"[('b', 31, 391)]",14
12566,Br[c:1]1[c:2]([O:3][CH2:4][c:5]2[n:6]([CH2:7][CH3:8])[n:9][cH:10][n:11]2)[n:12][c:13]2[c:14](-[c:15]3[cH:16][cH:17][cH:18][cH:19][cH:20]3)[n:21][n:22][c:23]([CH3:24])[n:25]12.OB(O)[c:26]1[cH:27][cH:28][cH:29][s:30]1,[c:1]1(-[c:26]2[cH:27][cH:28][cH:29][s:30]2)[c:2]([O:3][CH2:4][c:5]2[n:6]([CH2:7][CH3:8])[n:9][cH:10][n:11]2)[n:12][c:13]2[c:14](-[c:15]3[cH:16][cH:17][cH:18][cH:19][cH:20]3)[n:21][n:22][c:23]([CH3:24])[n:25]12,,"[('b', 0, 527)]",900
12567,CC(C)(C)OC(=O)[NH:1][C:2]([CH2:3][CH2:4][n:5]1[cH:6][c:7](-[c:8]2[cH:9][cH:10][c:11]([O:12][C:13]([C:14]([O:15][CH2:16][CH3:17])=[O:18])([CH3:19])[CH3:20])[cH:21][cH:22]2)[n:23][cH:24]1)([CH3:25])[CH3:26],[NH2:1][C:2]([CH2:3][CH2:4][n:5]1[cH:6][c:7](-[c:8]2[cH:9][cH:10][c:11]([O:12][C:13]([C:14]([O:15][CH2:16][CH3:17])=[O:18])([CH3:19])[CH3:20])[cH:21][cH:22]2)[n:23][cH:24]1)([CH3:25])[CH3:26],,"[('a', 0, 122)]",1493
12568,O=S(=O)(O[c:10]1[n:11][n:12]([CH2:13][c:14]2[cH:15][cH:16][c:17]([O:18][CH3:19])[cH:20][cH:21]2)[c:22]2[c:23]1[c:24]([O:25][CH3:26])[n:27][cH:28][cH:29]2)C(F)(F)F.CC1(C)OB([c:1]2[cH:2][c:3]([C:4]([O:5][CH3:6])=[O:7])[s:8][cH:9]2)OC1(C)C,[c:1]1(-[c:10]2[n:11][n:12]([CH2:13][c:14]3[cH:15][cH:16][c:17]([O:18][CH3:19])[cH:20][cH:21]3)[c:22]3[c:23]2[c:24]([O:25][CH3:26])[n:27][cH:28][cH:29]3)[cH:2][c:3]([C:4]([O:5][CH3:6])=[O:7])[s:8][cH:9]1,,"[('b', 0, 393)]",14
12569,[NH2:15][c:16]1[cH:17][cH:18][c:19]([Cl:20])[cH:21][c:22]1-[c:23]1[n:24][cH:25][cH:26][c:27]2[cH:28][cH:29][cH:30][cH:31][c:32]12.Cl[S:1](=[O:2])(=[O:3])[c:4]1[cH:5][cH:6][c:7](-[c:8]2[cH:9][n:10][cH:11][o:12]2)[cH:13][cH:14]1,[S:1](=[O:2])(=[O:3])([c:4]1[cH:5][cH:6][c:7](-[c:8]2[cH:9][n:10][cH:11][o:12]2)[cH:13][cH:14]1)[NH:15][c:16]1[cH:17][cH:18][c:19]([Cl:20])[cH:21][c:22]1-[c:23]1[n:24][cH:25][cH:26][c:27]2[cH:28][cH:29][cH:30][cH:31][c:32]12,,"[('b', 27, 526)]",828
12570,CC[O:1][C:2]([c:3]1[n:4]([CH2:5][C:6]#[C:7][CH3:8])[c:9]([N:10]2[CH2:11][CH2:12][CH2:13][CH:14]([NH:15][C:16](=[O:17])[O:18][C:19]([CH3:20])([CH3:21])[CH3:22])[CH2:23]2)[n:24][cH:25]1)=[O:26],[OH:1][C:2]([c:3]1[n:4]([CH2:5][C:6]#[C:7][CH3:8])[c:9]([N:10]2[CH2:11][CH2:12][CH2:13][CH:14]([NH:15][C:16](=[O:17])[O:18][C:19]([CH3:20])([CH3:21])[CH3:22])[CH2:23]2)[n:24][cH:25]1)=[O:26],,"[('a', 0, 120)]",1123
12571,[CH3:9][C:10]([CH3:11])([CH3:12])[O:13][C:14](=[O:15])[N:16]1[CH2:17][CH2:18][CH2:19][C@@H:20]([NH2:21])[CH2:22]1.Cl[c:1]1[c:2]([CH3:3])[cH:4][cH:5][cH:6][n+:7]1[O-:8],[c:1]1([NH:21][C@@H:20]2[CH2:19][CH2:18][CH2:17][N:16]([C:14]([O:13][C:10]([CH3:9])([CH3:11])[CH3:12])=[O:15])[CH2:22]2)[c:2]([CH3:3])[cH:4][cH:5][cH:6][n+:7]1[O-:8],,"[('b', 1, 531)]",1916
12572,[CH3:8][O:9][C:10](=[O:11])[c:12]1[s:13][c:14](-[c:15]2[cH:16][cH:17][c:18]([Cl:19])[cH:20][cH:21]2)[cH:22][c:23]1[NH2:24].CC(C)(C)OC(=O)O[C:6]([O:5][C:2]([CH3:1])([CH3:3])[CH3:4])=[O:7],[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:24][c:23]1[c:12]([C:10]([O:9][CH3:8])=[O:11])[s:13][c:14](-[c:15]2[cH:16][cH:17][c:18]([Cl:19])[cH:20][cH:21]2)[cH:22]1,,"[('b', 13, 513)]",323
12573,I[c:1]1[cH:2][c:3]2[cH:4][cH:5][c:6]([C:7]([O:8][CH2:9][CH3:10])=[O:11])[n:12][c:13]2[c:14](-[c:15]2[cH:16][cH:17][cH:18][c:19]3[cH:20][cH:21][cH:22][cH:23][c:24]23)[cH:25]1.OB(O)[c:26]1[n:27]([C:28]([O:29][C:30]([CH3:31])([CH3:32])[CH3:33])=[O:34])[cH:35][cH:36][cH:37]1,[c:1]1(-[c:26]2[n:27]([C:28]([O:29][C:30]([CH3:31])([CH3:32])[CH3:33])=[O:34])[cH:35][cH:36][cH:37]2)[cH:2][c:3]2[cH:4][cH:5][c:6]([C:7]([O:8][CH2:9][CH3:10])=[O:11])[n:12][c:13]2[c:14](-[c:15]2[cH:16][cH:17][cH:18][c:19]3[cH:20][cH:21][cH:22][cH:23][c:24]23)[cH:25]1,,"[('b', 0, 497)]",146
12574,O=[CH:1][C:2]([CH2:3][CH:4]([CH2:5][CH2:6][CH3:7])[c:8]1[cH:9][cH:10][cH:11][c:12]([F:13])[c:14]1[O:15][CH3:16])([OH:17])[C:18]([F:19])([F:20])[F:21].[CH3:22][c:23]1[n:24][cH:25][c:26]2[c:27]([NH2:28])[cH:29][c:30]([F:31])[cH:32][c:33]2[n:34]1,[CH:1]([C:2]([CH2:3][CH:4]([CH2:5][CH2:6][CH3:7])[c:8]1[cH:9][cH:10][cH:11][c:12]([F:13])[c:14]1[O:15][CH3:16])([OH:17])[C:18]([F:19])([F:20])[F:21])=[N:28][c:27]1[c:26]2[cH:25][n:24][c:23]([CH3:22])[n:34][c:33]2[cH:32][c:30]([F:31])[cH:29]1,,"[('b', 41, 517)]",446
12575,[CH3:5][NH:6][c:7]1[cH:8][cH:9][c:10]([C:11](=[O:12])[O:13][CH3:14])[cH:15][cH:16]1.Cl[S:1]([CH3:2])(=[O:3])=[O:4],[S:1]([CH3:2])(=[O:3])(=[O:4])[N:6]([CH3:5])[c:7]1[cH:8][cH:9][c:10]([C:11](=[O:12])[O:13][CH3:14])[cH:15][cH:16]1,,"[('b', 7, 526)]",828
12576,[O:4]=[C:5]1[CH:6]([OH:7])[CH2:8][CH:9]([c:10]2[c:11]([OH:12])[cH:13][cH:14][cH:15][c:16]2[F:17])[N:18]1[CH2:19][c:20]1[cH:21][cH:22][c:23]([O:24][C:25]([F:26])([F:27])[F:28])[cH:29][cH:30]1.I[CH2:1][CH2:2][F:3],[CH2:1]([CH2:2][F:3])[O:12][c:11]1[c:10]([CH:9]2[CH2:8][CH:6]([OH:7])[C:5](=[O:4])[N:18]2[CH2:19][c:20]2[cH:21][cH:22][c:23]([O:24][C:25]([F:26])([F:27])[F:28])[cH:29][cH:30]2)[c:16]([F:17])[cH:15][cH:14][cH:13]1,,"[('b', 5, 512)]",307
12577,CS(=O)(=O)O[CH:1]1[CH2:2][N:3]([C:4](=[O:5])[c:6]2[n:7][n:8][c:9](-[c:10]3[cH:11][cH:12][cH:13][cH:14][cH:15]3)[o:16]2)[CH2:17]1.[O:18]=[CH:19][c:20]1[cH:21][cH:22][c:23]([OH:24])[cH:25][cH:26]1,[CH:1]1([O:24][c:23]2[cH:22][cH:21][c:20]([CH:19]=[O:18])[cH:26][cH:25]2)[CH2:2][N:3]([C:4](=[O:5])[c:6]2[n:7][n:8][c:9](-[c:10]3[cH:11][cH:12][cH:13][cH:14][cH:15]3)[o:16]2)[CH2:17]1,,"[('b', 1, 469)]",54
12578,[CH3:6][O:7][c:8]1[cH:9][cH:10][c:11](-[c:12]2[c:13](-[c:14]3[cH:15][cH:16][cH:17][cH:18][cH:19]3)[o:20][c:21]3[n:22][cH:23][n:24][c:25]([O:26][CH2:27][CH:28]4[CH2:29][CH2:30][CH2:31][NH:32]4)[c:33]23)[cH:34][cH:35]1.Br[CH2:1][CH2:2][CH2:3][C:4]#[N:5],[CH2:1]([CH2:2][CH2:3][C:4]#[N:5])[N:32]1[CH:28]([CH2:27][O:26][c:25]2[n:24][cH:23][n:22][c:21]3[o:20][c:13](-[c:14]4[cH:15][cH:16][cH:17][cH:18][cH:19]4)[c:12](-[c:11]4[cH:10][cH:9][c:8]([O:7][CH3:6])[cH:35][cH:34]4)[c:33]32)[CH2:29][CH2:30][CH2:31]1,,"[('b', 9, 529)]",955
12579,[CH:10]#[C:11][CH2:12][CH2:13][N:14]1[CH2:15][CH:16]=[C:17]([c:18]2[cH:19][cH:20][cH:21][cH:22][cH:23]2)[CH2:24][CH2:25]1.Br[c:1]1[cH:2][cH:3][c:4]2[nH:5][cH:6][cH:7][c:8]2[cH:9]1,[c:1]1([C:10]#[C:11][CH2:12][CH2:13][N:14]2[CH2:15][CH:16]=[C:17]([c:18]3[cH:19][cH:20][cH:21][cH:22][cH:23]3)[CH2:24][CH2:25]2)[cH:2][cH:3][c:4]2[nH:5][cH:6][cH:7][c:8]2[cH:9]1,,"[('b', 1, 508)]",265
12580,Br[CH2:1][C:2]([O:3][CH2:4][CH3:5])=[O:6].[CH3:7][CH:8]([CH3:9])[CH2:10][NH2:11],[CH2:1]([C:2]([O:3][CH2:4][CH3:5])=[O:6])[NH:11][CH2:10][CH:8]([CH3:7])[CH3:9],,"[('b', 11, 529)]",955
12581,[CH3:1][n:2]1[c:3](=[O:4])[nH:5][c:6]2[n:7][cH:8][cH:9][cH:10][c:11]12.[CH3:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][N:18]=[C:19]=[O:20],[CH3:1][n:2]1[c:3](=[O:4])[n:5]([C:19]([NH:18][CH2:17][CH2:16][CH2:15][CH2:14][CH2:13][CH3:12])=[O:20])[c:6]2[n:7][cH:8][cH:9][cH:10][c:11]12,,"[('b', 8, 371)]",11
12582,Cl[c:1]1[cH:2][n:3][n:4][c:5]2[cH:6][cH:7][c:8]([Cl:9])[cH:10][c:11]12.[CH3:12][c:13]1[cH:14][c:15]([F:16])[c:17]([NH2:18])[cH:19][c:20]1[OH:21],[c:1]1([NH:18][c:17]2[c:15]([F:16])[cH:14][c:13]([CH3:12])[c:20]([OH:21])[cH:19]2)[cH:2][n:3][n:4][c:5]2[cH:6][cH:7][c:8]([Cl:9])[cH:10][c:11]12,,"[('b', 1, 531)]",1916
12583,O=[CH:1][CH2:2][C@H:3]([CH2:4][N:5]([CH3:6])[C:7](=[O:8])[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1)[c:15]1[cH:16][cH:17][c:18]([Cl:19])[c:20]([Cl:21])[cH:22]1.[CH3:23][NH:24][C:25](=[O:26])[C:27]1([N:28]2[CH2:29][CH2:30][CH2:31][CH2:32][CH2:33]2)[CH2:34][CH2:35][NH:36][CH2:37][CH2:38]1,[CH2:1]([CH2:2][C@H:3]([CH2:4][N:5]([CH3:6])[C:7](=[O:8])[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1)[c:15]1[cH:16][cH:17][c:18]([Cl:19])[c:20]([Cl:21])[cH:22]1)[N:36]1[CH2:35][CH2:34][C:27]([C:25]([NH:24][CH3:23])=[O:26])([N:28]2[CH2:29][CH2:30][CH2:31][CH2:32][CH2:33]2)[CH2:38][CH2:37]1,,"[('b', 43, 530)]",1299
12584,[CH3:4][CH2:5][O:6][c:7]1[cH:8][c:9]([CH2:10][C:11](=[O:12])[NH:13][CH:14]([CH2:15][OH:16])[c:17]2[cH:18][cH:19][cH:20][cH:21][c:22]2[N:23]2[CH2:24][CH2:25][CH2:26][CH2:27][CH2:28]2)[cH:29][cH:30][c:31]1[C:32](=[O:33])[O:34][CH2:35][c:36]1[cH:37][cH:38][cH:39][cH:40][cH:41]1.Cl[C:1]([CH3:2])=[O:3],[C:1]([CH3:2])(=[O:3])[O:16][CH2:15][CH:14]([NH:13][C:11]([CH2:10][c:9]1[cH:8][c:7]([O:6][CH2:5][CH3:4])[c:31]([C:32](=[O:33])[O:34][CH2:35][c:36]2[cH:37][cH:38][cH:39][cH:40][cH:41]2)[cH:30][cH:29]1)=[O:12])[c:17]1[cH:18][cH:19][cH:20][cH:21][c:22]1[N:23]1[CH2:24][CH2:25][CH2:26][CH2:27][CH2:28]1,,"[('b', 5, 524)]",782
12585,O=[C:1]([C:2]([O:3][CH2:4][CH3:5])=[O:6])[CH:7](Br)[CH2:8][c:9]1[cH:10][cH:11][cH:12][c:13]([S:14][CH3:15])[cH:16]1.[NH2:17][C:18]([NH2:19])=[S:20],[c:1]1([C:2]([O:3][CH2:4][CH3:5])=[O:6])[c:7]([CH2:8][c:9]2[cH:10][cH:11][cH:12][c:13]([S:14][CH3:15])[cH:16]2)[s:20][c:18]([NH2:19])[n:17]1,,"[('b', 39, 466), ('b', 30, 466)]",49
12586,O=[S:1](=O)(Cl)[c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[CH2:8][CH:9]([CH2:10][C:11]#[N:12])[CH2:13][O:14]2,[SH:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[CH2:8][CH:9]([CH2:10][C:11]#[N:12])[CH2:13][O:14]2,,"[('a', 0, 69)]",7
12587,C1CCC([O:1][C@H:2]([CH3:3])[C:4]([OH:5])([CH2:6][n:7]2[cH:8][n:9][cH:10][n:11]2)[c:12]2[cH:13][c:14]([F:15])[c:16]([F:17])[cH:18][c:19]2[F:20])OC1,[OH:1][C@H:2]([CH3:3])[C@:4]([OH:5])([CH2:6][n:7]1[cH:8][n:9][cH:10][n:11]1)[c:12]1[cH:13][c:14]([F:15])[c:16]([F:17])[cH:18][c:19]1[F:20],,"[('a', 0, 102)]",53
12588,O=[CH:7][c:8]1[cH:9][c:10]([O:11][CH:12]([CH3:13])[CH3:14])[n:15][n:16]1[CH2:17][c:18]1[n:19][cH:20][c:21]([C:22]([F:23])([F:24])[F:25])[cH:26][c:27]1[Cl:28].CCOP(=O)(OCC)[CH2:1][C:2]([O:3][CH2:4][CH3:5])=[O:6],[CH:1](/[C:2]([O:3][CH2:4][CH3:5])=[O:6])=[CH:7]\[c:8]1[cH:9][c:10]([O:11][CH:12]([CH3:13])[CH3:14])[n:15][n:16]1[CH2:17][c:18]1[n:19][cH:20][c:21]([C:22]([F:23])([F:24])[F:25])[cH:26][c:27]1[Cl:28],,"[('b', 11, 485)]",88
12589,O=[C:1]1[CH:2]([CH3:3])[CH2:4][N:5]([C:6](=[O:7])[O:8][C:9]([CH3:10])([CH3:11])[CH3:12])[CH2:13][CH2:14]1.[NH2:15][CH:16]1[CH2:17][CH2:18][CH2:19][CH2:20][CH2:21]1,[C@@H:1]1([NH:15][CH:16]2[CH2:17][CH2:18][CH2:19][CH2:20][CH2:21]2)[C@H:2]([CH3:3])[CH2:4][N:5]([C:6](=[O:7])[O:8][C:9]([CH3:10])([CH3:11])[CH3:12])[CH2:13][CH2:14]1,,"[('b', 1, 530)]",1299
12590,O=[C:1]1[CH:2]([CH3:3])[CH2:4][N:5]([C:6](=[O:7])[O:8][C:9]([CH3:10])([CH3:11])[CH3:12])[CH2:13][CH2:14]1.[NH2:15][CH:16]1[CH2:17][CH2:18][CH2:19][CH2:20][CH2:21]1,[C@H:1]1([CH3:3])[C@H:2]([NH:15][CH:16]2[CH2:17][CH2:18][CH2:19][CH2:20][CH2:21]2)[CH2:14][CH2:13][N:5]([C:6](=[O:7])[O:8][C:9]([CH3:10])([CH3:11])[CH3:12])[CH2:4]1,,"[('b', 0, 52), ('b', 41, 52), ('b', 5, 52), ('b', 19, 52)]",1
12591,C[O:1][C:2](=[O:3])[C@H:4]([CH2:5][CH:6]([CH3:7])[CH3:8])[NH:9][C:10](=[O:11])[C@@H:12]([CH2:13][CH:14]([CH3:15])[CH3:16])[NH:17][C:18](=[O:19])[O:20][CH2:21][c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1,[OH:1][C:2](=[O:3])[C@H:4]([CH2:5][CH:6]([CH3:7])[CH3:8])[NH:9][C:10](=[O:11])[C@@H:12]([CH2:13][CH:14]([CH3:15])[CH3:16])[NH:17][C:18](=[O:19])[O:20][CH2:21][c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1,,"[('a', 0, 123)]",1797
12592,O[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[c:9](=[O:10])[cH:11][cH:12][o:13]2.[CH2:14]1[CH2:15][O:16][CH2:17][CH2:18][NH:19]1,[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[c:9](=[O:10])[cH:11][cH:12][o:13]2)[N:19]1[CH2:14][CH2:15][O:16][CH2:17][CH2:18]1,,"[('b', 25, 533)]",4537
12593,CC[O:1][C:2](=[O:3])[c:4]1[cH:5][c:6]([F:7])[c:8](-[c:9]2[n:10][n:11]([C:12](=[O:13])[c:14]3[c:15]([Cl:16])[cH:17][cH:18][cH:19][c:20]3[CH:21]3[CH2:22][CH2:23][CH2:24]3)[c:25]3[cH:26][cH:27][cH:28][n:29][c:30]23)[c:31]([F:32])[cH:33]1,[OH:1][C:2](=[O:3])[c:4]1[cH:5][c:6]([F:7])[c:8](-[c:9]2[n:10][n:11]([C:12](=[O:13])[c:14]3[c:15]([Cl:16])[cH:17][cH:18][cH:19][c:20]3[CH:21]3[CH2:22][CH2:23][CH2:24]3)[c:25]3[cH:26][cH:27][cH:28][n:29][c:30]23)[c:31]([F:32])[cH:33]1,,"[('a', 0, 120)]",1123
12594,[CH3:8][O:9][c:10]1[cH:11][cH:12][cH:13][c:14]([NH:15][c:16]2[cH:17][c:18]([N:19]([CH3:20])[CH3:21])[n:22][c:23]([N:24]3[CH2:25][CH2:26][NH:27][CH2:28][CH2:29]3)[n:30]2)[cH:31]1.Cl[C:1](=[O:2])[c:3]1[cH:4][cH:5][cH:6][s:7]1,[C:1](=[O:2])([c:3]1[cH:4][cH:5][cH:6][s:7]1)[N:27]1[CH2:26][CH2:25][N:24]([c:23]2[n:22][c:18]([N:19]([CH3:20])[CH3:21])[cH:17][c:16]([NH:15][c:14]3[cH:13][cH:12][cH:11][c:10]([O:9][CH3:8])[cH:31]3)[n:30]2)[CH2:29][CH2:28]1,,"[('b', 13, 532)]",2537
12595,O=[N+]([O-])c1ccc(O)c(C[P+:2]([c:3]2[cH:4][cH:5][cH:6][cH:7][cH:8]2)([c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)c1.CCCCC(Cl)=[O:1],[O:1]=[P:2]([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)([c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1)[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1,,"[('b', 0, 53)]",1
