,Template,edit_site,change_H,change_C,change_S,Frequency
520,[C:1]=[O:2]>>C-C1(-C)-C-O-[C:1]-[O:2]-C-1_00_00_00,"{'A': [2, 1], 'B': [], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
521,[c:1]-[S:3]=[O:2]>>F-[c:1].[O:2]-[S:3]_000_0-10_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: -1}","{1: 0, 3: 0, 2: 0}",1
522,[C:1]-[P:3]=[O:2]>>Br-[C:1].C-C(-C)-[O:2]-[P:3]_000_000_000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",1
523,[c:1]1:[c:2]:[n:3]:[n:4]:[n:5]:1>>[C:1]#[C:2].C-[Si](-C)(-C)-[N:3]=[N:4]=[N:5]_00-100_0001-1_00000,"{'A': [], 'B': [(2, 3), (1, 5)], 'C': [], 'R': []}","{3: -1, 4: 0, 5: 0, 1: 0, 2: 0}","{3: 0, 4: 1, 5: -1, 1: 0, 2: 0}","{3: 0, 4: 0, 5: 0, 1: 0, 2: 0}",1
524,[c:4]1:[c:3]:[n:1]:[n:2]:[c:5]:1>>[N:1]-[N:2].O=[C:3]-[C:4]-[C:5]=O_12010_00000_00000,"{'A': [], 'B': [(1, 3), (2, 5)], 'C': [], 'R': []}","{3: 0, 4: 1, 5: 0, 2: 2, 1: 1}","{3: 0, 4: 0, 5: 0, 2: 0, 1: 0}","{3: 0, 4: 0, 5: 0, 2: 0, 1: 0}",2
525,[C:1]>>C=C-C-O-C(=O)-[C:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
526,[C:1]1-[C:2]-[C:3]-[C:4]-[N:5]-[C:6]-1>>[c:1]1:[c:2]:[c:3]:[c:4]:[n:5]:[c:6]:1_-1-1-1-1-1-1_000000_000000,"{'A': [], 'B': [], 'C': [(2, 3), (3, 2), (2, 1), (1, 2), (3, 4), (4, 3), (4, 5), (5, 4), (5, 6), (6, 5), (6, 1), (1, 6)], 'R': []}","{2: -1, 3: -1, 4: -1, 5: -1, 6: -1, 1: -1}","{2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 1: 0}","{2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 1: 0}",4
527,[Sn:1]-[C:2]=[C:3]>>[Sn:1].[C:2]#[C:3]_10-1_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",2
528,[N:1]>>N-[N:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
529,[O:1]>>C-O-c1:c:c:c2:c:c(-[C@@H](-C)-C(=O)-[O:1]):c:c:c:2:c:1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
530,[N:1]-[C:2]>>[N:1].C-C-C-C-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",4
531,[c:4]1:[c:5]:[c:6]:[n:3]:[c:2]:[n:1]:1>>[N:1]-[C:2]=[N:3].O=[C:4]-[C:5]-[C:6]=O_201010_000000_000000,"{'A': [], 'B': [(1, 4), (3, 6)], 'C': [], 'R': []}","{4: 0, 5: 1, 6: 0, 3: 1, 2: 0, 1: 2}","{4: 0, 5: 0, 6: 0, 3: 0, 2: 0, 1: 0}","{4: 0, 5: 0, 6: 0, 3: 0, 2: 0, 1: 0}",1
532,[O:1]>>C-C(-C)(-C)-C(=O)-[O:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},8
533,[c:1]-[Sn:2]>>Br-[c:1].[CH3]-[Sn](-[CH3])(-[CH3])-[Sn:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",2
534,[N:1]-[C:2]>>[N:1].F-[C:2]_00_-10_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: -1}","{2: 0, 1: 0}",1
535,[C:1]-[C:2]>>Br-[C:1].C-O-N(-C)-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
536,[c:4]1:[c:3]:[c:2]:[n:1]:[s:5]:1>>[N:1]-[C:2]=[C:3]-[C:4]=[S:5]_20000_00000_00000,"{'A': [], 'B': [(1, 5)], 'C': [(2, 3), (3, 2), (3, 4), (4, 3)], 'R': []}","{2: 0, 1: 2, 5: 0, 4: 0, 3: 0}","{2: 0, 1: 0, 5: 0, 4: 0, 3: 0}","{2: 0, 1: 0, 5: 0, 4: 0, 3: 0}",2
537,[C:1]-[c:2]>>Br-[C:1].Br-[c:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",2
538,[n:1]-[C:2]>>[n:1].C-C-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
539,[c:2]1:[n:1]:[s:5]:[c:4]:[c:3]:1>>[N:1]-[C:2]=[C:3]-[C:4]=[S:5]_20000_00000_00000,"{'A': [], 'B': [(1, 5)], 'C': [(3, 4), (4, 3), (3, 2), (2, 3)], 'R': []}","{3: 0, 4: 0, 5: 0, 1: 2, 2: 0}","{3: 0, 4: 0, 5: 0, 1: 0, 2: 0}","{3: 0, 4: 0, 5: 0, 1: 0, 2: 0}",1
540,[n:1]-[C:2]>>[n:1].Cl-[C:2]_10_00_01,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 1, 1: 0}",1
541,[B:1]-[c:2]>>C-C1(-C)-O-B(-[B:1])-O-C-1(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[c:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
542,[c:1]-[Sn:2]>>Br-[c:1].C-C-C-[CH2]-[Sn](-[Sn:2])(-[CH2]-C-C-C)-[CH2]-C-C-C_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
543,[C:5]-[C:2](-[O:6])-[C:4](-[N:1])-[C:3]>>[N:1].O=[C:2](-[C:3])-[C:4](-[C:5])-[O:6]_1-10000_000000_000000,"{'A': [], 'B': [(2, 5), (2, 6), (1, 4), (3, 4)], 'C': [], 'R': []}","{2: -1, 5: 0, 4: 0, 1: 1, 3: 0, 6: 0}","{2: 0, 5: 0, 4: 0, 1: 0, 3: 0, 6: 0}","{2: 0, 5: 0, 4: 0, 1: 0, 3: 0, 6: 0}",1
544,[c:1]-[c:2]>>I-[c:1].C-C(-C)-O-B(-[c:2])-O-C(-C)-C_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
545,[N:1]-[C:2]>>[N:1].C-C(=C)-C(=O)-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",2
546,[O:1]-[C:2]>>[O:1].C-S(=O)(=O)-O-[C:2]_10_00_02,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 2, 1: 0}",3
547,[C:1]1-[C:2]-[C:3]-[C:4]=[C:5]-[C:6]-1>>[C:1]=[C:2].[C:3]=[C:4]/[C:5]=[C:6]_000000_000000_000000,"{'A': [], 'B': [(1, 6), (2, 3)], 'C': [(5, 4), (4, 5)], 'R': []}","{6: 0, 5: 0, 4: 0, 3: 0, 2: 0, 1: 0}","{6: 0, 5: 0, 4: 0, 3: 0, 2: 0, 1: 0}","{6: 0, 5: 0, 4: 0, 3: 0, 2: 0, 1: 0}",1
548,[Br:1]>>C-C(=O)-[Br:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
549,[c:1]-[C:2]>>Cl-[c:1].Cl-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
550,[o:1]:[n:2]:[c:3]>>[O:1].C-C(=O)-O/[N:2]=[C:3]_100_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 3: 0, 1: 1}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",1
551,[c:1]1:[c:2]:[n:3]:[c:4]:[n:5]:1>>Br-[C:1]-[C:2]=O.[N:3]-[C:4]=[N:5]_10101_00000_00000,"{'A': [], 'B': [(2, 3), (1, 5)], 'C': [], 'R': []}","{2: 0, 1: 1, 5: 1, 4: 0, 3: 1}","{2: 0, 1: 0, 5: 0, 4: 0, 3: 0}","{2: 0, 1: 0, 5: 0, 4: 0, 3: 0}",1
552,[c:1]-[C:2]>>I-[c:1].Cl-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
553,[C:1]-[C:2]>>Br-[C:1].Br-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
554,[O:3].[C:1]=[C:2]>>[C:1].O=[C:2].C-C(=O)-[O:3]_20-1_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{3: -1, 1: 2, 2: 0}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",1
555,[S:1]-[O:2]>>Cl-[S:1]=[O:2]_00_01_00,"{'A': [1], 'B': [], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 1}","{1: 0, 2: 0}",2
556,[C:2]=[C:3]/[Sn:1]>>[Sn:1].[C:2]#[C:3]_1-10_000_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{1: 1, 3: 0, 2: -1}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",2
557,[C:1]-[C:2]-[O:3]>>Br-[C:1].[C:2]=[O:3]_00-1_000_200,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 2, 2: 0, 3: 0}",1
558,[O:1]>>C-C(=O)-O-[C@H](-C(=O)-[O:1])-c1:c:c:c:c:c:1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
559,[O:6]-[c:4](:[n:5]):[c:3]:[c:2]:[c:1]>>[c:1].O=[C:2]-[C:3]-[C:4](-[N:5])=[O:6]_10101-1_000000_000000,"{'A': [], 'B': [(1, 2)], 'C': [(3, 4), (4, 3), (4, 6), (6, 4), (4, 5), (5, 4)], 'R': []}","{2: 0, 3: 1, 4: 0, 6: -1, 5: 1, 1: 1}","{2: 0, 3: 0, 4: 0, 6: 0, 5: 0, 1: 0}","{2: 0, 3: 0, 4: 0, 6: 0, 5: 0, 1: 0}",1
560,[O:1]>>Cl-c1:c:c:c(-c2:n:c3:c:c:c:n:c:3:n:2-C-C(=O)-[O:1]):c:c:1-Cl_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
561,[N:1]-[C:7]1-[C:8]-[C:13]-[C:11]2(-[O:6])-[C:2]3-[C:3]-[c:9]:[c:10]-[C:5]-2(-[C:4]-[C:14]-[N:15]-3)-[C:12]-1>>[N:1].O=[C:2]1-[C:3]-[C:4]-[C:5]2(-[O:6])-[C:7]3-[C:8]-[c:9]:[c:10]-[C:11]-2(-[C:12]-1)-[C:13]-[C:14]-[N:15]-3_1-10000000000000_000000000000000_000000100010000,"{'A': [], 'B': [(2, 11), (2, 15), (6, 11), (8, 13), (1, 7), (7, 12), (5, 12), (5, 10), (4, 14), (3, 9)], 'C': [], 'R': []}","{2: -1, 11: 0, 6: 0, 13: 0, 8: 0, 7: 0, 1: 1, 12: 0, 5: 0, 4: 0, 14: 0, 15: 0, 10: 0, 9: 0, 3: 0}","{2: 0, 11: 0, 6: 0, 13: 0, 8: 0, 7: 0, 1: 0, 12: 0, 5: 0, 4: 0, 14: 0, 15: 0, 10: 0, 9: 0, 3: 0}","{2: 0, 11: 1, 6: 0, 13: 0, 8: 0, 7: 1, 1: 0, 12: 0, 5: 0, 4: 0, 14: 0, 15: 0, 10: 0, 9: 0, 3: 0}",1
562,[C:1]-[C:2]>>[C:1].C-C-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
563,[C:1]-[c:2]>>Cl-[C:1].[I]-[Zn]-[c:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
564,[n:1]-[C:2]>>[n:1].Br-[C:2]_00_-10_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: -1}","{2: 0, 1: 0}",1
565,[N:4]-[C:3](-[N:1])=[S:2]>>[N:1].[S:2]-[C:3]#[N:4]_100-2_0-100_0000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{1: 1, 3: 0, 4: -2, 2: 0}","{1: 0, 3: 0, 4: 0, 2: -1}","{1: 0, 3: 0, 4: 0, 2: 0}",3
566,[O:1]>>C-S(=O)(=O)-[O:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},2
567,[c:1]-[c:2]>>Br-[c:1].[Zn+]-[c:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
568,[N:1]-[C:2]>>[N:1].C-C-C-C-C-C(=O)-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
569,[c:1]-[C:2]>>F-[c:1].[C:2]-[Mg+]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",2
570,[c:1]1:[c:2]:[n:3]:[n:4]:[n:5]:1>>[C:1]#[C:2].[N:3]=[N:4]=[N:5]_0000-1_00-11-1_00000,"{'A': [], 'B': [(1, 5), (2, 3)], 'C': [], 'R': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: -1}","{1: 0, 2: 0, 3: -1, 4: 1, 5: -1}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0}",1
571,[B:1]-[C:2]>>C-C1(-C)-O-B(-[B:1])-O-C-1(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
572,[c:1]-[c:2]>>Br-[c:1].O=C(-[O-])-C1-C=C-O-B(-[c:2])-O-1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
573,[c:1]:[n:3]:[c:2]>>Cl-[c:1].[C:2]=[N:3]_001_000_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{1: 0, 2: 0, 3: 1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",1
574,[C:3]1-[C:1]-[C:2]-[C:6]-[C:5]=[C:4]-1>>[C:1]=[C:2].[C:3]=[C:4]-[C:5]=[C:6]_000000_000000_000000,"{'A': [], 'B': [(1, 3), (2, 6)], 'C': [(5, 4), (4, 5)], 'R': []}","{1: 0, 2: 0, 6: 0, 5: 0, 4: 0, 3: 0}","{1: 0, 2: 0, 6: 0, 5: 0, 4: 0, 3: 0}","{1: 0, 2: 0, 6: 0, 5: 0, 4: 0, 3: 0}",3
575,[C:3]=[C:4]-[O:5]-[P:2]=[O:1]>>C-C-[O:1]-[P:2].Cl-[C:3]-[C:4]=[O:5]_00000_00000_00000,"{'A': [1, 3], 'B': [(2, 5)], 'C': [], 'R': []}","{1: 0, 2: 0, 5: 0, 4: 0, 3: 0}","{1: 0, 2: 0, 5: 0, 4: 0, 3: 0}","{1: 0, 2: 0, 5: 0, 4: 0, 3: 0}",1
576,[C:1]-[c:2]>>Cl-[C:1].C-[Si](-C)(-C)-[c:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
577,[c:5]1:[c:1]:[c:2]:[o:3]:[n:4]:1>>[C:1]#[C:2].[O:3]-[N:4]=[C:5]_00101_00000_00000,"{'A': [], 'B': [(1, 5), (2, 3)], 'C': [], 'R': []}","{5: 1, 4: 0, 3: 1, 2: 0, 1: 0}","{5: 0, 4: 0, 3: 0, 2: 0, 1: 0}","{5: 0, 4: 0, 3: 0, 2: 0, 1: 0}",1
578,[N:1]-[C:2]>>[N:1].O=C(-O-[C:2])-C1-C-C-1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
579,[N:1]-[C:2]>>[N:1].C-C(-C)(-C-O-[C:2])-N-S(=O)(=O)-C(-F)(-F)-F_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
580,[N:1]-[C:2]>>[N:1].Br-C-C(=O)-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
581,[c:1]-[C:2]>>Br-[c:1].C=C-B1-O-B(-[C:2])-O-B(-C=C)-O-1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",3
582,[c:1]:[n:2]:[c:3]:[n:4]>>C-C-O-[C:1].[N:2]=[C:3]\[N:4]_0100_0000_0000,"{'A': [], 'B': [(1, 2)], 'C': [(4, 3), (3, 4)], 'R': []}","{1: 0, 4: 0, 3: 0, 2: 1}","{1: 0, 4: 0, 3: 0, 2: 0}","{1: 0, 4: 0, 3: 0, 2: 0}",1
583,[c:1]:[s:2]:[c:3]:[c:4]>>Cl-[c:1].[S:2]-[C:3]=[C:4]_0100_0000_0000,"{'A': [], 'B': [(1, 2)], 'C': [(4, 3), (3, 4)], 'R': []}","{1: 0, 4: 0, 3: 0, 2: 1}","{1: 0, 4: 0, 3: 0, 2: 0}","{1: 0, 4: 0, 3: 0, 2: 0}",1
584,[O:1]-[c:2]>>[O:1].C-S(=O)(=O)-O-[c:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
585,[O:1]>>O-C(=O)/C=C/C=C/C=C/C=C/C(=O)-[O:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
586,[c:1]-[S:3]=[O:2]>>Cl-[c:1].[O:2]-[S:3]_010_000_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{1: 0, 3: 0, 2: 1}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",1
587,[C:1]-[P:3]=[O:2]>>Br-[C:1].C-[O:2]-[P:3]_000_000_000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",2
588,[c:1]-[C:2]>>I-[c:1].C-N(-C)-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",2
589,[N:4]-[c:3](:[n:1]):[n:2]>>[N:1].[N:2].S=[C:3]=[N:4]_210-1_0000_0000,"{'A': [], 'B': [(1, 3), (2, 3)], 'C': [], 'R': []}","{3: 0, 4: -1, 1: 2, 2: 1}","{3: 0, 4: 0, 1: 0, 2: 0}","{3: 0, 4: 0, 1: 0, 2: 0}",3
590,[c:1]:[n:2]:[n:3]:[c:4]>>C-C-O-[C:1].[N:2]-[N:3]=[C:4]_0100_0000_0000,"{'A': [], 'B': [(1, 2)], 'C': [(4, 3), (3, 4)], 'R': []}","{1: 0, 4: 0, 3: 0, 2: 1}","{1: 0, 4: 0, 3: 0, 2: 0}","{1: 0, 4: 0, 3: 0, 2: 0}",1
591,[C:1]1-[C:2]-[O:3]-1>>[C:1]=[C:2].O=S(-[O-])-O-[O:3]_001_000_000,"{'A': [], 'B': [(1, 3), (2, 3)], 'C': [], 'R': []}","{3: 1, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",1
592,[N:1]-[c:2]>>[N:1].F-c1:c:c:c(-B2-O-B(-[c:2])-O-B(-c3:c:c:c(-F):c:c:3)-O-2):c:c:1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
593,[C:1]>>C-C(-C)(-C)-O-C(=O)-[C:1]_-1_0_2,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 2},2
594,[c:1]1:[c:2]:[c:3]:[n:4]:[n:5]:1>>[C:1]#[C:2].[C:3]=[N:4]=[N:5]_0010-1_0001-1_00000,"{'A': [], 'B': [(2, 3), (1, 5)], 'C': [], 'R': []}","{3: 1, 4: 0, 5: -1, 1: 0, 2: 0}","{3: 0, 4: 1, 5: -1, 1: 0, 2: 0}","{3: 0, 4: 0, 5: 0, 1: 0, 2: 0}",1
595,[N:1]-[C:2]>>[N:1].C-C-C-C(=O)-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
596,[C:6]-[C:1](-[c:5])-[C:4](-[N:2])-[C:3]>>C-O-C(=O)-[C:1](-[N:2])(-[C:3])-[C:4](-[c:5])-[C:6]_-100000_000000_000000,"{'A': [], 'B': [(1, 5), (1, 6), (3, 4), (2, 4)], 'C': [], 'R': []}","{1: -1, 5: 0, 6: 0, 3: 0, 4: 0, 2: 0}","{1: 0, 5: 0, 6: 0, 3: 0, 4: 0, 2: 0}","{1: 0, 5: 0, 6: 0, 3: 0, 4: 0, 2: 0}",1
597,[c:1]-[c:2]>>Cl-[c:1].I-[c:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
598,[N:1]-[C:2]>>[N:1].C-O-N=C(-C(=O)-O-[C:2])-c1:c:s:c(-N-C(-c2:c:c:c:c:c:2)(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):n:1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
599,[O:1]>>C-C-C-C-C-C-C-O-c1:c:c:c(-C(=O)-[O:1]):c:c:1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
600,[C:1]1-[C:2]-[C:3]=[C:4]-[C:5]=[C:6]-1>>[c:1]1:[c:2]:[c:3]:[c:4]:[c:5]:[c:6]:1_-1-10000_000000_000000,"{'A': [], 'B': [], 'C': [(6, 5), (5, 6), (6, 1), (1, 6), (5, 4), (4, 5), (4, 3), (3, 4), (3, 2), (2, 3), (2, 1), (1, 2)], 'R': []}","{6: 0, 5: 0, 4: 0, 3: 0, 2: -1, 1: -1}","{6: 0, 5: 0, 4: 0, 3: 0, 2: 0, 1: 0}","{6: 0, 5: 0, 4: 0, 3: 0, 2: 0, 1: 0}",1
601,[c:1]:[c:3]:[c:4]:[c:5]:[n:2]>>[c:1].[N:2].O=[C:3]-[C:4]=[C:5]_12001_00000_00000,"{'A': [], 'B': [(1, 3), (2, 5)], 'C': [], 'R': []}","{3: 0, 4: 0, 5: 1, 2: 2, 1: 1}","{3: 0, 4: 0, 5: 0, 2: 0, 1: 0}","{3: 0, 4: 0, 5: 0, 2: 0, 1: 0}",1
602,[c:2]1:[c:1]:[n:5]:[c:4]:[n:3]:1>>Br-[C:1]-[C:2]=O.[N:3]-[C:4]=[N:5]_10200_00000_00000,"{'A': [], 'B': [(2, 3), (1, 5)], 'C': [], 'R': []}","{2: 0, 1: 1, 5: 0, 4: 0, 3: 2}","{2: 0, 1: 0, 5: 0, 4: 0, 3: 0}","{2: 0, 1: 0, 5: 0, 4: 0, 3: 0}",1
603,[N:1]-[C:2]>>[N:1].C-O-c1:c:c(-c2:n:c:n(/C=C\C(=O)-O-[C:2]):n:2):c:c(-C(-F)(-F)-F):c:1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
604,[C:2]-[C:4](-[C:3](-[C:1])-[O:5])-[C:6]>>[C:1]-[Mg+].[C:2]-[C:3](-[C:4]=[O:5])-[C:6]_0000-10_000000_000000,"{'A': [], 'B': [(2, 4), (4, 6), (3, 5), (1, 3)], 'C': [], 'R': []}","{2: 0, 4: 0, 3: 0, 5: -1, 1: 0, 6: 0}","{2: 0, 4: 0, 3: 0, 5: 0, 1: 0, 6: 0}","{2: 0, 4: 0, 3: 0, 5: 0, 1: 0, 6: 0}",1
605,[C:1]-[C:2]-[O:3]>>[Br]-[Mg]-[C:1].[C:2]=[O:3]_00-1_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",2
606,[c:1]-[C:2]>>[c:1].F-[C:2]_10_00_01,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 1, 1: 0}",1
607,[O:1]>>C-O-c1:c:c:c(-C(=O)-[O:1]):c:c:1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
608,[C:1]-[C:2]>>[C:1].C-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
