mol_idx,frequency,bucket,uq,top_score,error
1647,1299,4) very common (100+),0.638,0.362,0
1648,115,4) very common (100+),0.554,0.446,1
1649,235,4) very common (100+),0.694,0.306,1
1650,553,4) very common (100+),0.29900000000000004,0.701,1
1651,2537,4) very common (100+),0.378,0.622,0
1652,4537,4) very common (100+),0.607,0.393,0
1653,1916,4) very common (100+),0.275,0.725,0
1654,1797,4) very common (100+),0.581,0.419,1
1655,1299,4) very common (100+),0.6,0.4,0
1656,43,3) common (21-100),0.511,0.489,1
1657,174,4) very common (100+),0.39,0.61,0
1658,258,4) very common (100+),0.758,0.242,1
1659,1797,4) very common (100+),0.389,0.611,0
1660,1797,4) very common (100+),0.514,0.486,0
1661,281,4) very common (100+),0.484,0.516,1
1662,4537,4) very common (100+),0.43100000000000005,0.569,0
1663,4537,4) very common (100+),0.351,0.649,0
1664,1277,4) very common (100+),0.23299999999999998,0.767,0
1665,900,4) very common (100+),0.44399999999999995,0.556,1
1666,924,4) very common (100+),0.06899999999999995,0.931,0
1667,782,4) very common (100+),0.5389999999999999,0.461,1
1668,1797,4) very common (100+),0.501,0.499,1
1669,18,2) rare (6-20),0.8280000000000001,0.172,1
1670,1277,4) very common (100+),0.46399999999999997,0.536,0
1671,307,4) very common (100+),0.681,0.319,1
1672,1797,4) very common (100+),0.646,0.354,1
1673,385,4) very common (100+),0.44499999999999995,0.555,1
1674,235,4) very common (100+),0.514,0.486,1
1675,566,4) very common (100+),0.43799999999999994,0.562,1
1676,393,4) very common (100+),0.359,0.641,1
1677,955,4) very common (100+),0.34299999999999997,0.657,0
1678,174,4) very common (100+),0.372,0.628,0
1679,134,4) very common (100+),0.729,0.271,0
1680,1299,4) very common (100+),0.478,0.522,0
1681,1299,4) very common (100+),0.618,0.382,0
1682,4537,4) very common (100+),0.16100000000000003,0.839,0
1683,900,4) very common (100+),0.30900000000000005,0.691,1
1684,1916,4) very common (100+),0.385,0.615,0
1685,4537,4) very common (100+),0.118,0.882,0
1686,111,4) very common (100+),0.567,0.433,1
1687,4537,4) very common (100+),0.622,0.378,1
1688,1493,4) very common (100+),0.521,0.479,0
1689,1493,4) very common (100+),0.248,0.752,0
1690,1277,4) very common (100+),0.09399999999999997,0.906,0
1691,452,4) very common (100+),0.636,0.364,1
1692,21,3) common (21-100),0.19299999999999995,0.807,1
1693,1277,4) very common (100+),0.372,0.628,0
1694,2537,4) very common (100+),0.653,0.347,0
1695,924,4) very common (100+),0.487,0.513,0
1696,1299,4) very common (100+),0.359,0.641,1
1697,4537,4) very common (100+),0.81,0.19,0
1698,2537,4) very common (100+),0.44799999999999995,0.552,0
1699,29,3) common (21-100),0.625,0.375,1
1700,1797,4) very common (100+),0.671,0.329,0
1701,1277,4) very common (100+),0.32699999999999996,0.673,1
1702,4537,4) very common (100+),0.558,0.442,1
1703,11,2) rare (6-20),0.5660000000000001,0.434,1
1704,828,4) very common (100+),0.542,0.458,0
1705,2537,4) very common (100+),0.55,0.45,1
1706,258,4) very common (100+),0.782,0.218,1
1707,457,4) very common (100+),0.5489999999999999,0.451,0
1708,307,4) very common (100+),0.552,0.448,1
1709,1797,4) very common (100+),0.499,0.501,0
1710,924,4) very common (100+),0.42800000000000005,0.572,1
1711,1123,4) very common (100+),0.614,0.386,1
1712,452,4) very common (100+),0.665,0.335,0
1713,193,4) very common (100+),0.20799999999999996,0.792,1
1714,193,4) very common (100+),0.618,0.382,1
1715,1916,4) very common (100+),0.119,0.881,0
1716,78,3) common (21-100),0.899,0.101,1
1717,446,4) very common (100+),0.01200000000000001,0.988,0
1718,457,4) very common (100+),0.508,0.492,1
1719,1797,4) very common (100+),0.8200000000000001,0.18,0
1720,193,4) very common (100+),0.45799999999999996,0.542,1
1721,446,4) very common (100+),0.677,0.323,1
1722,828,4) very common (100+),0.7010000000000001,0.299,1
1723,2,1) very rare (1-5),0.10999999999999999,0.89,1
1724,924,4) very common (100+),0.22299999999999998,0.777,0
1725,134,4) very common (100+),0.562,0.438,0
1726,1493,4) very common (100+),0.577,0.423,0
1727,553,4) very common (100+),0.373,0.627,0
1728,924,4) very common (100+),0.364,0.636,0
1729,1299,4) very common (100+),0.623,0.377,1
1730,3,1) very rare (1-5),0.19099999999999995,0.809,1
1731,4537,4) very common (100+),0.379,0.621,0
1732,828,4) very common (100+),0.15100000000000002,0.849,0
1733,3,1) very rare (1-5),0.643,0.357,1
1734,1797,4) very common (100+),0.5900000000000001,0.41,1
1735,1797,4) very common (100+),0.626,0.374,1
1736,4537,4) very common (100+),0.20799999999999996,0.792,0
1737,2537,4) very common (100+),0.604,0.396,1
1738,1493,4) very common (100+),0.544,0.456,0
1739,2537,4) very common (100+),0.5,0.5,0
1740,281,4) very common (100+),0.33299999999999996,0.667,1
1741,1123,4) very common (100+),0.5860000000000001,0.414,0
1742,4537,4) very common (100+),0.33399999999999996,0.666,0
1743,393,4) very common (100+),0.253,0.747,0
1744,446,4) very common (100+),0.0020000000000000018,0.998,0
1745,1916,4) very common (100+),0.28,0.72,0
1746,54,3) common (21-100),0.563,0.437,1
1747,2537,4) very common (100+),0.748,0.252,1
1748,900,4) very common (100+),0.18700000000000006,0.813,0
1749,573,4) very common (100+),0.604,0.396,1
1750,4537,4) very common (100+),0.503,0.497,0
1751,452,4) very common (100+),0.776,0.224,1
1752,385,4) very common (100+),0.739,0.261,1
1753,115,4) very common (100+),0.478,0.522,1
1754,1916,4) very common (100+),0.552,0.448,0
1755,4537,4) very common (100+),0.19099999999999995,0.809,0
1756,228,4) very common (100+),0.73,0.27,1
1757,452,4) very common (100+),0.5509999999999999,0.449,1
1758,258,4) very common (100+),0.34299999999999997,0.657,1
1759,4537,4) very common (100+),0.474,0.526,1
1760,1277,4) very common (100+),0.09899999999999998,0.901,0
1761,1916,4) very common (100+),0.757,0.243,0
1762,307,4) very common (100+),0.652,0.348,1
1763,1797,4) very common (100+),0.943,0.057,1
1764,828,4) very common (100+),0.20499999999999996,0.795,0
1765,4537,4) very common (100+),0.257,0.743,0
1766,1916,4) very common (100+),0.08099999999999996,0.919,0
1767,109,4) very common (100+),0.42700000000000005,0.573,1
1768,1493,4) very common (100+),0.489,0.511,0
1769,56,3) common (21-100),0.61,0.39,1
1770,52,3) common (21-100),0.71,0.29,1
1771,7,2) rare (6-20),0.42900000000000005,0.571,1
1772,7,2) rare (6-20),0.244,0.756,1
1773,573,4) very common (100+),0.6970000000000001,0.303,1
1774,804,4) very common (100+),0.41700000000000004,0.583,0
1775,193,4) very common (100+),0.75,0.25,1
1776,442,4) very common (100+),0.683,0.317,1
1777,553,4) very common (100+),0.354,0.646,0
1778,4537,4) very common (100+),0.45299999999999996,0.547,0
1779,1,1) very rare (1-5),0.795,0.205,1
1780,196,4) very common (100+),0.702,0.298,1
1781,193,4) very common (100+),0.606,0.394,1
1782,323,4) very common (100+),0.888,0.112,0
1783,1277,4) very common (100+),0.19399999999999995,0.806,0
1784,2537,4) very common (100+),0.15600000000000003,0.844,1
1785,56,3) common (21-100),0.30000000000000004,0.7,1
1786,4537,4) very common (100+),0.602,0.398,0
1787,804,4) very common (100+),0.645,0.355,0
1788,566,4) very common (100+),0.15900000000000003,0.841,0
1789,1797,4) very common (100+),0.5700000000000001,0.43,0
1790,1916,4) very common (100+),0.34299999999999997,0.657,0
1791,24,3) common (21-100),0.839,0.161,1
1792,1797,4) very common (100+),0.21799999999999997,0.782,0
1793,782,4) very common (100+),0.42700000000000005,0.573,1
1794,46,3) common (21-100),0.362,0.638,0
1795,4537,4) very common (100+),0.33599999999999997,0.664,0
1796,258,4) very common (100+),0.369,0.631,0
1797,804,4) very common (100+),0.5409999999999999,0.459,0
1798,1493,4) very common (100+),0.09799999999999998,0.902,0
1799,446,4) very common (100+),0.04200000000000004,0.958,0
1800,228,4) very common (100+),0.46399999999999997,0.536,0
1801,154,4) very common (100+),0.7050000000000001,0.295,1
1802,4537,4) very common (100+),0.271,0.729,0
1803,134,4) very common (100+),0.41100000000000003,0.589,1
1804,1299,4) very common (100+),0.20499999999999996,0.795,0
1805,1493,4) very common (100+),0.669,0.331,1
1806,924,4) very common (100+),0.04500000000000004,0.955,1
1807,955,4) very common (100+),0.398,0.602,1
1808,60,3) common (21-100),0.31999999999999995,0.68,1
1809,281,4) very common (100+),0.624,0.376,1
1810,442,4) very common (100+),0.15800000000000003,0.842,1
1811,4537,4) very common (100+),0.41500000000000004,0.585,1
1812,1299,4) very common (100+),0.43899999999999995,0.561,0
1813,1916,4) very common (100+),0.498,0.502,0
1814,2537,4) very common (100+),0.657,0.343,0
1815,1916,4) very common (100+),0.05600000000000005,0.944,0
1816,955,4) very common (100+),0.753,0.247,1
1817,4537,4) very common (100+),0.41100000000000003,0.589,0
1818,28,3) common (21-100),0.768,0.232,0
1819,553,4) very common (100+),0.716,0.284,0
1820,4537,4) very common (100+),0.42800000000000005,0.572,1
1821,2537,4) very common (100+),0.020000000000000018,0.98,0
1822,4537,4) very common (100+),0.21799999999999997,0.782,0
1823,1916,4) very common (100+),0.41100000000000003,0.589,0
1824,1299,4) very common (100+),0.476,0.524,0
1825,245,4) very common (100+),0.735,0.265,1
1826,413,4) very common (100+),0.63,0.37,1
1827,1493,4) very common (100+),0.28300000000000003,0.717,1
1828,41,3) common (21-100),0.03400000000000003,0.966,0
1829,4537,4) very common (100+),0.265,0.735,1
1830,553,4) very common (100+),0.681,0.319,1
1831,179,4) very common (100+),0.28,0.72,0
1832,59,3) common (21-100),0.32699999999999996,0.673,1
1833,804,4) very common (100+),0.5900000000000001,0.41,1
1834,452,4) very common (100+),0.5529999999999999,0.447,1
1835,553,4) very common (100+),0.765,0.235,0
1836,924,4) very common (100+),0.31100000000000005,0.689,0
1837,30,3) common (21-100),0.039000000000000035,0.961,0
1838,804,4) very common (100+),0.857,0.143,0
1839,566,4) very common (100+),0.08399999999999996,0.916,0
1840,94,3) common (21-100),0.723,0.277,1
1841,955,4) very common (100+),0.5449999999999999,0.455,1
1842,955,4) very common (100+),0.796,0.204,0
1843,179,4) very common (100+),0.23399999999999999,0.766,0
1844,452,4) very common (100+),0.575,0.425,1
1845,452,4) very common (100+),0.594,0.406,1
1846,924,4) very common (100+),0.6779999999999999,0.322,1
1847,4537,4) very common (100+),0.133,0.867,1
1848,24,3) common (21-100),0.573,0.427,1
1849,452,4) very common (100+),0.31999999999999995,0.68,0
1850,29,3) common (21-100),0.653,0.347,1
1851,307,4) very common (100+),0.22899999999999998,0.771,0
1852,6,2) rare (6-20),0.779,0.221,1
1853,4537,4) very common (100+),0.05300000000000005,0.947,0
1854,442,4) very common (100+),0.923,0.077,1
1855,4537,4) very common (100+),0.37,0.63,0
1856,258,4) very common (100+),0.275,0.725,1
1857,2537,4) very common (100+),0.81,0.19,0
1858,1299,4) very common (100+),0.16600000000000004,0.834,0
1859,433,4) very common (100+),0.263,0.737,0
1860,452,4) very common (100+),0.727,0.273,1
1861,4537,4) very common (100+),0.42000000000000004,0.58,0
1862,193,4) very common (100+),0.09199999999999997,0.908,1
1863,179,4) very common (100+),0.23199999999999998,0.768,0
1864,1,1) very rare (1-5),0.79,0.21,1
1865,30,3) common (21-100),0.6859999999999999,0.314,0
1866,900,4) very common (100+),0.366,0.634,0
1867,1277,4) very common (100+),0.637,0.363,0
1868,4537,4) very common (100+),0.523,0.477,1
1869,193,4) very common (100+),0.492,0.508,1
1870,2537,4) very common (100+),0.44699999999999995,0.553,1
1871,29,3) common (21-100),0.587,0.413,0
1872,78,3) common (21-100),0.876,0.124,1
1873,828,4) very common (100+),0.263,0.737,0
1874,1797,4) very common (100+),0.482,0.518,0
1875,446,4) very common (100+),0.15800000000000003,0.842,1
1876,197,4) very common (100+),0.44399999999999995,0.556,1
1877,174,4) very common (100+),0.76,0.24,1
1878,2537,4) very common (100+),0.45899999999999996,0.541,1
1879,457,4) very common (100+),0.375,0.625,0
1880,433,4) very common (100+),0.683,0.317,1
1881,142,4) very common (100+),0.485,0.515,1
1882,1493,4) very common (100+),0.11399999999999999,0.886,0
1883,193,4) very common (100+),0.726,0.274,1
1884,1277,4) very common (100+),0.258,0.742,0
1885,111,4) very common (100+),0.759,0.241,1
1886,88,3) common (21-100),0.6659999999999999,0.334,1
1887,2,1) very rare (1-5),0.802,0.198,1
1888,4537,4) very common (100+),0.519,0.481,0
1889,18,2) rare (6-20),0.052000000000000046,0.948,0
1890,1123,4) very common (100+),0.598,0.402,0
1891,111,4) very common (100+),0.14900000000000002,0.851,1
1892,1916,4) very common (100+),0.17900000000000005,0.821,0
1893,900,4) very common (100+),0.7030000000000001,0.297,0
1894,1797,4) very common (100+),0.32099999999999995,0.679,0
1895,955,4) very common (100+),0.33799999999999997,0.662,1
1896,212,4) very common (100+),0.685,0.315,1
1897,442,4) very common (100+),0.42400000000000004,0.576,0
1898,413,4) very common (100+),0.706,0.294,1
1899,56,3) common (21-100),0.15900000000000003,0.841,1
1900,1797,4) very common (100+),0.65,0.35,1
1901,446,4) very common (100+),0.29600000000000004,0.704,0
1902,0,1) very rare (1-5),0.7989999999999999,0.201,1
1903,0,1) very rare (1-5),0.913,0.087,0
1904,323,4) very common (100+),0.31899999999999995,0.681,1
1905,452,4) very common (100+),0.646,0.354,1
1906,1493,4) very common (100+),0.267,0.733,0
1907,65,3) common (21-100),0.18400000000000005,0.816,0
1908,828,4) very common (100+),0.16400000000000003,0.836,0
1909,782,4) very common (100+),0.32599999999999996,0.674,1
1910,2537,4) very common (100+),0.656,0.344,0
1911,4537,4) very common (100+),0.5449999999999999,0.455,1
1912,782,4) very common (100+),0.42600000000000005,0.574,1
1913,1493,4) very common (100+),0.43799999999999994,0.562,1
1914,1797,4) very common (100+),0.679,0.321,0
1915,1797,4) very common (100+),0.389,0.611,0
1916,900,4) very common (100+),0.401,0.599,0
1917,164,4) very common (100+),0.372,0.628,1
1918,573,4) very common (100+),0.739,0.261,0
1919,553,4) very common (100+),0.69,0.31,1
1920,1123,4) very common (100+),0.239,0.761,1
1921,4537,4) very common (100+),0.30700000000000005,0.693,0
1922,1797,4) very common (100+),0.41400000000000003,0.586,0
1923,146,4) very common (100+),0.405,0.595,1
1924,4537,4) very common (100+),0.33999999999999997,0.66,0
1925,42,3) common (21-100),0.721,0.279,1
1926,4537,4) very common (100+),0.254,0.746,0
1927,828,4) very common (100+),0.514,0.486,0
1928,1916,4) very common (100+),0.42700000000000005,0.573,1
1929,1916,4) very common (100+),0.565,0.435,0
1930,4537,4) very common (100+),0.5449999999999999,0.455,0
1931,900,4) very common (100+),0.44599999999999995,0.554,0
1932,264,4) very common (100+),0.06599999999999995,0.934,0
1933,307,4) very common (100+),0.633,0.367,1
1934,2537,4) very common (100+),0.31299999999999994,0.687,1
1935,433,4) very common (100+),0.867,0.133,1
1936,4537,4) very common (100+),0.27,0.73,1
1937,4537,4) very common (100+),0.687,0.313,1
1938,4537,4) very common (100+),0.17700000000000005,0.823,0
1939,287,4) very common (100+),0.481,0.519,1
1940,4537,4) very common (100+),0.14900000000000002,0.851,0
1941,10,2) rare (6-20),0.667,0.333,1
1942,442,4) very common (100+),0.10899999999999999,0.891,1
1943,146,4) very common (100+),0.77,0.23,1
1944,804,4) very common (100+),0.73,0.27,1
1945,142,4) very common (100+),0.843,0.157,1
1946,307,4) very common (100+),0.81,0.19,1
1947,2537,4) very common (100+),0.22599999999999998,0.774,0
1948,446,4) very common (100+),0.613,0.387,0
1949,58,3) common (21-100),0.44399999999999995,0.556,1
1950,1277,4) very common (100+),0.567,0.433,0
1951,4537,4) very common (100+),0.577,0.423,0
1952,287,4) very common (100+),0.44599999999999995,0.554,1
1953,4537,4) very common (100+),0.681,0.319,1
1954,782,4) very common (100+),0.743,0.257,1
1955,955,4) very common (100+),0.657,0.343,0
1956,1916,4) very common (100+),0.15000000000000002,0.85,1
1957,1916,4) very common (100+),0.759,0.241,0
1958,228,4) very common (100+),0.556,0.444,0
1959,1123,4) very common (100+),0.593,0.407,1
1960,281,4) very common (100+),0.388,0.612,1
1961,1299,4) very common (100+),0.6579999999999999,0.342,0
1962,828,4) very common (100+),0.33899999999999997,0.661,0
1963,142,4) very common (100+),0.753,0.247,1
1964,30,3) common (21-100),0.42700000000000005,0.573,1
1965,142,4) very common (100+),0.529,0.471,1
1966,1277,4) very common (100+),0.11299999999999999,0.887,0
1967,4537,4) very common (100+),0.746,0.254,1
1968,955,4) very common (100+),0.10599999999999998,0.894,0
1969,40,3) common (21-100),0.34099999999999997,0.659,1
1970,413,4) very common (100+),0.040000000000000036,0.96,0
1971,385,4) very common (100+),0.29800000000000004,0.702,1
1972,413,4) very common (100+),0.653,0.347,1
1973,1797,4) very common (100+),0.573,0.427,1
1974,1277,4) very common (100+),0.16600000000000004,0.834,0
1975,1299,4) very common (100+),0.16100000000000003,0.839,0
1976,2537,4) very common (100+),0.11399999999999999,0.886,0
