,Reactants,Products,Reagents,Labels,Frequency
10921,[NH2:15][CH:16]1[CH2:17][CH2:18][N:19]([CH2:20][c:21]2[cH:22][cH:23][c:24]([Cl:25])[c:26]([Cl:27])[cH:28]2)[CH2:29][CH2:30]1.O[C:1]([CH2:2][CH2:3][O:4][c:5]1[cH:6][cH:7][c:8]([C:9]([CH3:10])=[O:11])[cH:12][cH:13]1)=[O:14],[C:1]([CH2:2][CH2:3][O:4][c:5]1[cH:6][cH:7][c:8]([C:9]([CH3:10])=[O:11])[cH:12][cH:13]1)(=[O:14])[NH:15][CH:16]1[CH2:17][CH2:18][N:19]([CH2:20][c:21]2[cH:22][cH:23][c:24]([Cl:25])[c:26]([Cl:27])[cH:28]2)[CH2:29][CH2:30]1,,"[('b', 27, 453)]",4537
10922,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([O:7][CH2:8][CH:9]([OH:10])[C@@H:11]2[CH2:12][CH2:13][CH2:14][N:15]2[C:16](=[O:17])[C@@H:18]2[CH2:19][CH2:20][CH2:21][N:22]2[C:23](=[O:24])[O:25][CH2:26][C:27]23[CH2:28][CH:29]4[CH2:30][CH:31]([CH2:32][CH:33]([CH2:34]4)[CH2:35]2)[CH2:36]3)[cH:37][cH:38]1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([O:7][CH2:8][C:9](=[O:10])[C@@H:11]2[CH2:12][CH2:13][CH2:14][N:15]2[C:16](=[O:17])[C@@H:18]2[CH2:19][CH2:20][CH2:21][N:22]2[C:23](=[O:24])[O:25][CH2:26][C:27]23[CH2:28][CH:29]4[CH2:30][CH:31]([CH2:32][CH:33]([CH2:34]4)[CH2:35]2)[CH2:36]3)[cH:37][cH:38]1,,"[('b', 16, 435), ('b', 17, 435)]",413
10923,CS(=O)(=O)O[CH2:1][c:2]1[c:3]([Cl:4])[cH:5][c:6]([C:7]([NH:8][CH2:9][c:10]2[c:11]([S:12]([CH2:13][CH3:14])(=[O:15])=[O:16])[cH:17][cH:18][c:19]([Cl:20])[cH:21]2)=[O:22])[cH:23][c:24]1[C:25]([F:26])([F:27])[F:28].[NH2:29][CH2:30][CH2:31][CH2:32][NH2:33],[CH2:1]([c:2]1[c:3]([Cl:4])[cH:5][c:6]([C:7]([NH:8][CH2:9][c:10]2[c:11]([S:12]([CH2:13][CH3:14])(=[O:15])=[O:16])[cH:17][cH:18][c:19]([Cl:20])[cH:21]2)=[O:22])[cH:23][c:24]1[C:25]([F:26])([F:27])[F:28])[NH:29][CH2:30][CH2:31][CH2:32][NH2:33],,"[('b', 55, 413)]",119
10924,F[c:1]1[cH:2][cH:3][c:4]([C:5](=[O:6])[c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[cH:13][cH:14]1.[CH3:15][CH:16]1[CH2:17][NH:18][CH2:19][CH2:20][NH:21]1,[c:1]1([N:18]2[CH2:17][CH:16]([CH3:15])[NH:21][CH2:20][CH2:19]2)[cH:2][cH:3][c:4]([C:5](=[O:6])[c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[cH:13][cH:14]1,,"[('b', 1, 434)]",393
10925,[NH2:7][c:8]1[c:9]([C:10]([OH:11])([C:12]([F:13])([F:14])[F:15])[C:16]([F:17])([F:18])[F:19])[cH:20][cH:21][c:22]2[cH:23][cH:24][cH:25][cH:26][c:27]12.Cl[C:1](=[O:2])[CH:3]1[CH2:4][CH2:5][CH2:6]1,[C:1](=[O:2])([CH:3]1[CH2:4][CH2:5][CH2:6]1)[NH:7][c:8]1[c:9]([C:10]([OH:11])([C:12]([F:13])([F:14])[F:15])[C:16]([F:17])([F:18])[F:19])[cH:20][cH:21][c:22]2[cH:23][cH:24][cH:25][cH:26][c:27]12,,"[('b', 11, 452)]",2537
10926,O=[N+:1]([O-])[c:2]1[c:3]([CH:4]=[O:5])[cH:6][cH:7][cH:8][cH:9]1,[NH2:1][c:2]1[c:3]([CH:4]=[O:5])[cH:6][cH:7][cH:8][cH:9]1,,"[('a', 0, 121)]",1277
10927,CC(C)(C)OC(=O)[NH:1][CH:2]([CH:3]([CH2:4][NH:5][C:6]1=[C:7]([OH:8])[CH2:9][O:10][c:11]2[cH:12][cH:13][c:14]([CH2:15][CH3:16])[cH:17][c:18]21)[OH:19])[CH2:20][c:21]1[cH:22][c:23]([F:24])[cH:25][c:26]([F:27])[cH:28]1,[NH2:1][CH:2]([CH:3]([CH2:4][NH:5][C:6]1=[C:7]([OH:8])[CH2:9][O:10][c:11]2[cH:12][cH:13][c:14]([CH2:15][CH3:16])[cH:17][c:18]21)[OH:19])[CH2:20][c:21]1[cH:22][c:23]([F:24])[cH:25][c:26]([F:27])[cH:28]1,,"[('a', 0, 122)]",1493
10928,Cl[CH2:1][CH2:2][CH2:3][O:4][c:5]1[cH:6][cH:7][c:8](-[c:9]2[o:10][c:11]([C:12]([O:13][CH3:14])=[O:15])[c:16]([CH2:17][NH:18][CH2:19][c:20]3[cH:21][cH:22][cH:23][cH:24][cH:25]3)[n:26]2)[cH:27][cH:28]1.[CH3:29][CH:30]1[CH2:31][CH2:32][CH2:33][NH:34]1,[CH2:1]([CH2:2][CH2:3][O:4][c:5]1[cH:6][cH:7][c:8](-[c:9]2[o:10][c:11]([C:12]([O:13][CH3:14])=[O:15])[c:16]([CH2:17][NH:18][CH2:19][c:20]3[cH:21][cH:22][cH:23][cH:24][cH:25]3)[n:26]2)[cH:27][cH:28]1)[N:34]1[CH:30]([CH3:29])[CH2:31][CH2:32][CH2:33]1,,"[('b', 55, 452)]",2537
10929,O=[N+:1]([O-])[c:2]1[cH:3][cH:4][c:5]([O:6][c:7]2[cH:8][cH:9][n:10][c:11]3[cH:12][c:13](-[c:14]4[cH:15][n:16]([CH2:17][CH2:18][N:19]5[CH2:20][CH2:21][CH2:22][CH2:23]5)[cH:24][n:25]4)[s:26][c:27]23)[c:28]([F:29])[cH:30]1,[NH2:1][c:2]1[cH:3][cH:4][c:5]([O:6][c:7]2[cH:8][cH:9][n:10][c:11]3[cH:12][c:13](-[c:14]4[cH:15][n:16]([CH2:17][CH2:18][N:19]5[CH2:20][CH2:21][CH2:22][CH2:23]5)[cH:24][n:25]4)[s:26][c:27]23)[c:28]([F:29])[cH:30]1,,"[('a', 0, 121)]",1277
10930,[CH3:6][C@H:7]1[CH2:8][C@:9]2([CH2:10][CH2:11][NH:12]1)[C:13]([NH:14][C@H:15]1[CH2:16][CH2:17][CH2:18][CH2:19][C@@H:20]1[F:21])=[N:22][C:23](=[O:24])[N:25]2[c:26]1[cH:27][cH:28][cH:29][c:30]([F:31])[cH:32]1.Br[CH2:1][CH:2]1[CH2:3][CH2:4][CH2:5]1,[CH2:1]([CH:2]1[CH2:3][CH2:4][CH2:5]1)[N:12]1[C@@H:7]([CH3:6])[CH2:8][C@:9]2([CH2:10][CH2:11]1)[C:13]([NH:14][C@@H:15]1[CH2:16][CH2:17][CH2:18][CH2:19][C@H:20]1[F:21])=[N:22][C:23](=[O:24])[N:25]2[c:26]1[cH:27][cH:28][cH:29][c:30]([F:31])[cH:32]1,,"[('b', 9, 449)]",955
10931,Cl[c:1]1[s:2][cH:3][c:4]([C:5]([NH:6][c:7]2[c:8]([O:9][CH3:10])[n:11][c:12]([NH:13][CH2:14][CH2:15][O:16][Si:17]([CH3:18])([CH3:19])[C:20]([CH3:21])([CH3:22])[CH3:23])[n:24][c:25]2[O:26][CH3:27])=[O:28])[n:29]1.[CH3:30][c:31]1[cH:32][cH:33][c:34]([CH:35]([CH3:36])[CH3:37])[cH:38][c:39]1[OH:40],[c:1]1([O:40][c:39]2[c:31]([CH3:30])[cH:32][cH:33][c:34]([CH:35]([CH3:36])[CH3:37])[cH:38]2)[s:2][cH:3][c:4]([C:5]([NH:6][c:7]2[c:8]([O:9][CH3:10])[n:11][c:12]([NH:13][CH2:14][CH2:15][O:16][Si:17]([CH3:18])([CH3:19])[C:20]([CH3:21])([CH3:22])[CH3:23])[n:24][c:25]2[O:26][CH3:27])=[O:28])[n:29]1,,"[('b', 1, 439)]",452
10932,[F:8][C:9]([F:10])([F:11])[c:12]1[cH:13][cH:14][cH:15][c:16](-[c:17]2[n:18][n:19][n:20][nH:21]2)[c:22]1[I:23].Br[CH2:1][c:2]1[cH:3][cH:4][cH:5][n:6][cH:7]1,[CH2:1]([c:2]1[cH:3][cH:4][cH:5][n:6][cH:7]1)[n:21]1[c:17](-[c:16]2[cH:15][cH:14][cH:13][c:12]([C:9]([F:8])([F:10])[F:11])[c:22]2[I:23])[n:18][n:19][n:20]1,,"[('b', 13, 440)]",457
10933,Br[CH2:1][c:2]1[cH:3][cH:4][cH:5][c:6]([N+:7](=[O:8])[O-:9])[cH:10]1.CC[O:11][P:12]([O:13][CH2:14][CH3:15])[O:16][CH2:17][CH3:18],[CH2:1]([c:2]1[cH:3][cH:4][cH:5][c:6]([N+:7](=[O:8])[O-:9])[cH:10]1)[P:12](=[O:11])([O:13][CH2:14][CH3:15])[O:16][CH2:17][CH3:18],,"[('a', 11, 82), ('b', 18, 324)]",14
10934,[CH3:4][O:5][c:6]1[cH:7][cH:8][c:9]([CH:10]2[CH2:11][C:12](=[O:13])[NH:14][N:15]2[CH3:16])[cH:17][c:18]1[O:19][CH:20]1[CH2:21][CH2:22][CH2:23][CH2:24]1.CC(=O)O[C:2]([CH3:1])=[O:3],[CH3:1][C:2](=[O:3])[N:14]1[C:12](=[O:13])[CH2:11][CH:10]([c:9]2[cH:8][cH:7][c:6]([O:5][CH3:4])[c:18]([O:19][CH:20]3[CH2:21][CH2:22][CH2:23][CH2:24]3)[cH:17]2)[N:15]1[CH3:16],,"[('b', 5, 420)]",174
10935,Cl[c:1]1[n:2][c:3]([C:4]([O:5][CH2:6][CH2:7][CH2:8][CH3:9])=[O:10])[c:11]([OH:12])[c:13]2[c:14]1[cH:15][cH:16][cH:17][cH:18]2.[CH3:19][O:20][c:21]1[cH:22][cH:23][cH:24][cH:25][c:26]1[OH:27],[c:1]1([O:27][c:26]2[c:21]([O:20][CH3:19])[cH:22][cH:23][cH:24][cH:25]2)[n:2][c:3]([C:4]([O:5][CH2:6][CH2:7][CH2:8][CH3:9])=[O:10])[c:11]([OH:12])[c:13]2[c:14]1[cH:15][cH:16][cH:17][cH:18]2,,"[('b', 1, 439)]",452
10936,CC[O:1][C:2](=[O:3])[CH2:4][CH2:5][n:6]1[n:7][cH:8][c:9]2[cH:10][c:11](-[c:12]3[n:13][o:14][c:15](-[c:16]4[cH:17][n:18][c:19]([O:20][CH:21]([CH3:22])[CH3:23])[c:24]([Cl:25])[cH:26]4)[n:27]3)[cH:28][cH:29][c:30]12,[OH:1][C:2](=[O:3])[CH2:4][CH2:5][n:6]1[n:7][cH:8][c:9]2[cH:10][c:11](-[c:12]3[n:13][o:14][c:15](-[c:16]4[cH:17][n:18][c:19]([O:20][CH:21]([CH3:22])[CH3:23])[c:24]([Cl:25])[cH:26]4)[n:27]3)[cH:28][cH:29][c:30]12,,"[('a', 0, 120)]",1123
10937,[OH:1][CH2:2][C:3]1([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]2-[c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]21,[O:1]=[CH:2][C:3]1([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]2-[c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]21,,"[('b', 0, 435), ('b', 1, 435)]",413
10938,[CH3:1][c:2]1[cH:3][cH:4][cH:5][c:6]2[c:7]1[cH:8][cH:9][c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[c:16]2=[O:17],[CH3:1][c:2]1[cH:3][cH:4][cH:5][c:6]2[c:7]1[CH:8]=[CH:9][c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[CH:16]2[OH:17],,"[('b', 14, 204), ('b', 15, 204), ('b', 30, 204), ('b', 31, 204)]",3
10939,[CH3:1][CH2:2][CH2:3][CH2:4][C:5]([CH3:6])([CH3:7])[CH:8]=[O:9].[CH:10]#[CH:11],[CH3:1][CH2:2][CH2:3][CH2:4][C:5]([CH3:6])([CH3:7])[CH:8]([OH:9])[C:10]#[CH:11],,"[('b', 17, 385)]",48
10940,OB(O)[c:28]1[cH:29][cH:30][c:31]2[c:32](-[c:33]3[cH:34][cH:35][cH:36][cH:37][cH:38]3)[c:39]3[cH:40][cH:41][cH:42][cH:43][c:44]3[c:45](-[c:46]3[cH:47][cH:48][cH:49][cH:50][cH:51]3)[c:52]2[cH:53]1.Cl[c:1]1[cH:2][cH:3][c:4](-[c:5]2[cH:6][cH:7][c:8]3[c:9]([cH:10]2)[n:11][c:12](-[c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[n:19]3-[c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[cH:26][cH:27]1,[c:1]1(-[c:28]2[cH:29][cH:30][c:31]3[c:32](-[c:33]4[cH:34][cH:35][cH:36][cH:37][cH:38]4)[c:39]4[cH:40][cH:41][cH:42][cH:43][c:44]4[c:45](-[c:46]4[cH:47][cH:48][cH:49][cH:50][cH:51]4)[c:52]3[cH:53]2)[cH:2][cH:3][c:4](-[c:5]2[cH:6][cH:7][c:8]3[c:9]([cH:10]2)[n:11][c:12](-[c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[n:19]3-[c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[cH:26][cH:27]1,,"[('b', 0, 424)]",245
10941,C[O:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[CH2:8][N:9]([NH:10][c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1)[CH2:17]2,[OH:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[CH2:8][N:9]([NH:10][c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1)[CH2:17]2,,"[('a', 0, 123)]",1797
10942,CO[C:1](=[O:2])[C@@H:3]1[CH2:4][S:5][CH2:6][c:7]2[c:8]([OH:9])[cH:10][c:11]([O:12][CH3:13])[c:14]([CH3:15])[c:16]2[C:17](=[O:18])[O:19][CH2:20][CH2:21][CH2:22][CH2:23][C:24](=[S:25])[NH:26]1.[CH3:27][CH2:28][CH2:29][NH2:30],[C:1](=[O:2])([C@@H:3]1[CH2:4][S:5][CH2:6][c:7]2[c:8]([OH:9])[cH:10][c:11]([O:12][CH3:13])[c:14]([CH3:15])[c:16]2[C:17](=[O:18])[O:19][CH2:20][CH2:21][CH2:22][CH2:23][C:24](=[S:25])[NH:26]1)[NH:30][CH2:29][CH2:28][CH3:27],,"[('b', 51, 428)]",271
10943,[O:7]=[C:8]([NH:9][C@@H:10]([CH2:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1)[C:18](=[O:19])[NH:20][CH2:21][CH2:22][OH:23])[O:24][CH2:25][c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1.Cl[CH2:1][O:2][CH2:3][CH2:4][O:5][CH3:6],[CH2:1]([O:2][CH2:3][CH2:4][O:5][CH3:6])[O:23][CH2:22][CH2:21][NH:20][C:18]([C@@H:10]([NH:9][C:8](=[O:7])[O:24][CH2:25][c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1)[CH2:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1)=[O:19],,"[('b', 11, 444)]",782
10944,[CH3:19][C:20]1([CH3:21])[NH:22][C:23](=[O:24])[N:25]([c:26]2[cH:27][cH:28][c:29]([C:30]#[N:31])[c:32]([C:33]([F:34])([F:35])[F:36])[cH:37]2)[C:38]1=[O:39].Br[CH2:1][c:2]1[c:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([C:9]([O:10][CH3:11])=[O:12])[cH:13][cH:14]2)[cH:15][cH:16][cH:17][cH:18]1,[CH2:1]([c:2]1[c:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([C:9]([O:10][CH3:11])=[O:12])[cH:13][cH:14]2)[cH:15][cH:16][cH:17][cH:18]1)[N:22]1[C:20]([CH3:19])([CH3:21])[C:38](=[O:39])[N:25]([c:26]2[cH:27][cH:28][c:29]([C:30]#[N:31])[c:32]([C:33]([F:34])([F:35])[F:36])[cH:37]2)[C:23]1=[O:24],,"[('b', 35, 449)]",955
10945,[CH3:9][C:10]([CH3:11])([CH3:12])[O:13][C:14](=[O:15])[N:16]1[CH2:17][CH2:18][NH:19][CH2:20][CH2:21]1.Br[CH2:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[Br:8],[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[Br:8])[N:19]1[CH2:18][CH2:17][N:16]([C:14]([O:13][C:10]([CH3:9])([CH3:11])[CH3:12])=[O:15])[CH2:21][CH2:20]1,,"[('b', 15, 449)]",955
10946,Br[c:1]1[cH:2][c:3](-[c:4]2[o:5][n:6][c:7](-[c:8]3[cH:9][cH:10][c:11]4[nH:12][c:13]5[c:14]([c:15]4[cH:16]3)[CH2:17][CH2:18][CH:19]5[CH2:20][C:21]([O:22][CH2:23][CH3:24])=[O:25])[n:26]2)[cH:27][c:28]([O:29][C:30]([F:31])([F:32])[F:33])[cH:34]1.OB(O)[c:35]1[cH:36][cH:37][cH:38][n:39][cH:40]1,[c:1]1(-[c:35]2[cH:36][cH:37][cH:38][n:39][cH:40]2)[cH:2][c:3](-[c:4]2[o:5][n:6][c:7](-[c:8]3[cH:9][cH:10][c:11]4[nH:12][c:13]5[c:14]([c:15]4[cH:16]3)[CH2:17][CH2:18][CH:19]5[CH2:20][C:21]([O:22][CH2:23][CH3:24])=[O:25])[n:26]2)[cH:27][c:28]([O:29][C:30]([F:31])([F:32])[F:33])[cH:34]1,,"[('b', 0, 447)]",900
10947,[O:8]=[c:9]1[cH:10][c:11]([CH2:12][NH:13][S:14](=[O:15])(=[O:16])[c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[o:23][c:24]([CH2:25][OH:26])[c:27]1[OH:28].Br[CH2:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1,[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:28][c:27]1[c:9](=[O:8])[cH:10][c:11]([CH2:12][NH:13][S:14](=[O:15])(=[O:16])[c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[o:23][c:24]1[CH2:25][OH:26],,"[('b', 13, 448)]",924
10948,[Cl:5][c:6]1[cH:7][cH:8][c:9]2[n:10][c:11]([N:12]3[CH2:13][CH2:14][NH:15][CH2:16][CH2:17]3)[s:18][c:19]2[cH:20]1.Cl[C:1](=[O:2])[CH2:3][Cl:4],[C:1](=[O:2])([CH2:3][Cl:4])[N:15]1[CH2:14][CH2:13][N:12]([c:11]2[n:10][c:9]3[cH:8][cH:7][c:6]([Cl:5])[cH:20][c:19]3[s:18]2)[CH2:17][CH2:16]1,,"[('b', 7, 452)]",2537
10949,Cl[c:1]1[c:2]2[c:3]([n:4][c:5]([C:6]([O:7][CH3:8])=[O:9])[c:10]1[C:11](=[O:12])[O:13][CH3:14])[cH:15][c:16]([Cl:17])[cH:18][cH:19]2,[cH:1]1[c:2]2[c:3]([n:4][c:5]([C:6]([O:7][CH3:8])=[O:9])[c:10]1[C:11](=[O:12])[O:13][CH3:14])[cH:15][c:16]([Cl:17])[cH:18][cH:19]2,,"[('a', 0, 105)]",78
10950,[CH3:12][c:13]1[cH:14][n:15][c:16]([CH2:17][N:18]([CH2:19][CH2:20][CH2:21][CH2:22][NH2:23])[CH2:24][c:25]2[n:26][cH:27][cH:28][c:29]3[cH:30][cH:31][cH:32][cH:33][c:34]23)[c:35]([CH3:36])[cH:37]1.Cl[C:1](=[O:2])[c:3]1[cH:4][cH:5][cH:6][c:7]2[nH:8][cH:9][n:10][c:11]12,[C:1](=[O:2])([c:3]1[cH:4][cH:5][cH:6][c:7]2[nH:8][cH:9][n:10][c:11]12)[NH:23][CH2:22][CH2:21][CH2:20][CH2:19][N:18]([CH2:17][c:16]1[n:15][cH:14][c:13]([CH3:12])[cH:37][c:35]1[CH3:36])[CH2:24][c:25]1[n:26][cH:27][cH:28][c:29]2[cH:30][cH:31][cH:32][cH:33][c:34]12,,"[('b', 21, 452)]",2537
10951,[CH3:1][O:2][CH2:3][O:4][CH:5]1[CH2:6][C:7]2=[CH:8][C:9](=[O:10])[O:11][CH2:12][CH:13]2[CH:14]2[O:15][C:16]([CH3:17])([CH3:18])[O:19][CH:20]12,[CH3:1][O:2][CH2:3][O:4][CH:5]1[CH2:6][C:7]2=[CH:8][CH:9]([OH:10])[O:11][CH2:12][CH:13]2[CH:14]2[O:15][C:16]([CH3:17])([CH3:18])[O:19][CH:20]12,,"[('b', 16, 443), ('b', 17, 443)]",573
10952,O=[C:1]1[CH:2]([CH3:3])[C:4](=[O:5])[CH2:6][CH2:7][C:8]1([CH3:9])[CH3:10],[CH2:1]1[CH:2]([CH3:3])[C:4](=[O:5])[CH2:6][CH2:7][C:8]1([CH3:9])[CH3:10],,"[('a', 0, 119)]",433
10953,Br[CH2:1][c:2]1[c:3]([O:4][CH3:5])[cH:6][cH:7][c:8]([N+:9](=[O:10])[O-:11])[cH:12]1.[CH3:13][S-:14],[CH2:1]([c:2]1[c:3]([O:4][CH3:5])[cH:6][cH:7][c:8]([N+:9](=[O:10])[O-:11])[cH:12]1)[S:14][CH3:13],,"[('b', 23, 321)]",14
10954,Cl[CH2:1][c:2]1[n:3][cH:4][n:5]([CH3:6])[c:7]1[Cl:8].[CH3:9][c:10]1[cH:11][c:12]([OH:13])[n:14][c:15]([SH:16])[n:17]1,[CH2:1]([c:2]1[n:3][cH:4][n:5]([CH3:6])[c:7]1[Cl:8])[S:16][c:15]1[n:14][c:12]([OH:13])[cH:11][c:10]([CH3:9])[n:17]1,,"[('b', 15, 407)]",100
10955,CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)[c:12]1[cH:13][n:14][cH:15][cH:16][n:17]1.Br[c:1]1[n:2][c:3]([NH2:4])[n:5][c:6]([S:7][CH3:8])[c:9]1[C:10]#[N:11],[c:1]1(-[c:12]2[cH:13][n:14][cH:15][cH:16][n:17]2)[n:2][c:3]([NH2:4])[n:5][c:6]([S:7][CH3:8])[c:9]1[C:10]#[N:11],,"[('b', 0, 390)]",56
10956,CC(C)(C)[Si](C)(C)[O:1][CH2:2][C:3]([N:4]([CH3:5])[CH3:6])([CH3:7])[CH:8]([NH:9][C:10](=[O:11])[c:12]1[cH:13][c:14]([C:15]([F:16])([F:17])[F:18])[n:19][c:20]2[cH:21][cH:22][cH:23][cH:24][c:25]12)[c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1,[OH:1][CH2:2][C:3]([N:4]([CH3:5])[CH3:6])([CH3:7])[CH:8]([NH:9][C:10](=[O:11])[c:12]1[cH:13][c:14]([C:15]([F:16])([F:17])[F:18])[n:19][c:20]2[cH:21][cH:22][cH:23][cH:24][c:25]12)[c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1,,"[('a', 0, 112)]",169
10957,[CH3:12][CH2:13][O:14][c:15]1[cH:16][c:17]([CH2:18][N:19]2[CH2:20][CH2:21][CH:22]([NH2:23])[CH2:24][CH2:25]2)[cH:26][cH:27][c:28]1[Cl:29].O[C:1]([c:2]1[cH:3][cH:4][c:5]([N:6]([CH3:7])[CH3:8])[n:9][cH:10]1)=[O:11],[C:1]([c:2]1[cH:3][cH:4][c:5]([N:6]([CH3:7])[CH3:8])[n:9][cH:10]1)(=[O:11])[NH:23][CH:22]1[CH2:21][CH2:20][N:19]([CH2:18][c:17]2[cH:16][c:15]([O:14][CH2:13][CH3:12])[c:28]([Cl:29])[cH:27][cH:26]2)[CH2:25][CH2:24]1,,"[('b', 21, 453)]",4537
10958,[CH3:1]/[C:2]([NH2:3])=[CH:4]\[c:5]1[cH:6][cH:7][c:8](-[c:9]2[cH:10][cH:11][c:12]([Cl:13])[c:14]([Cl:15])[cH:16]2)[o:17]1,[CH3:1][CH:2]([NH2:3])[CH2:4][c:5]1[cH:6][cH:7][c:8](-[c:9]2[cH:10][cH:11][c:12]([Cl:13])[c:14]([Cl:15])[cH:16]2)[o:17]1,,"[('b', 4, 436), ('b', 5, 436)]",442
10959,[NH2:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][c:7]2[cH:8][n:9]([S:10](=[O:11])(=[O:12])[c:13]3[cH:14][cH:15][cH:16][cH:17][cH:18]3)[c:19]3[n:20][cH:21][cH:22][cH:23][c:24]23)[cH:25][n:26]1.[O:27]=[C:28]=[N:29][c:30]1[cH:31][cH:32][cH:33][c:34]([F:35])[cH:36]1,[NH:1]([c:2]1[cH:3][cH:4][c:5]([CH2:6][c:7]2[cH:8][n:9]([S:10](=[O:11])(=[O:12])[c:13]3[cH:14][cH:15][cH:16][cH:17][cH:18]3)[c:19]3[n:20][cH:21][cH:22][cH:23][c:24]23)[cH:25][n:26]1)[C:28](=[O:27])[NH:29][c:30]1[cH:31][cH:32][cH:33][c:34]([F:35])[cH:36]1,,"[('b', 50, 442)]",566
10960,Br[CH2:1][CH2:2][CH2:3][CH:4]1[S:5](=[O:6])(=[O:7])[N:8]([c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[c:15]2[c:16]([cH:17][cH:18][cH:19][cH:20]2)[O:21]1.[CH3:22][CH2:23][NH:24][CH2:25][CH2:26][OH:27],[CH2:1]([CH2:2][CH2:3][CH:4]1[S:5](=[O:6])(=[O:7])[N:8]([c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[c:15]2[c:16]([cH:17][cH:18][cH:19][cH:20]2)[O:21]1)[N:24]([CH2:23][CH3:22])[CH2:25][CH2:26][OH:27],,"[('b', 41, 449)]",955
10961,C[O:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][c:8]([CH2:9][NH:10][C:11](=[O:12])[C@H:13]2[CH2:14][CH2:15][CH2:16][N:17]([c:18]3[cH:19][cH:20][n:21][c:22]([NH:23][c:24]4[cH:25][c:26]([O:27][CH3:28])[c:29]([O:30][CH3:31])[c:32]([O:33][CH3:34])[cH:35]4)[n:36]3)[CH2:37]2)[cH:38]1,[OH:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][c:8]([CH2:9][NH:10][C:11](=[O:12])[C@H:13]2[CH2:14][CH2:15][CH2:16][N:17]([c:18]3[cH:19][cH:20][n:21][c:22]([NH:23][c:24]4[cH:25][c:26]([O:27][CH3:28])[c:29]([O:30][CH3:31])[c:32]([O:33][CH3:34])[cH:35]4)[n:36]3)[CH2:37]2)[cH:38]1,,"[('a', 0, 123)]",1797
10962,[F:13][c:14]1[cH:15][cH:16][c:17]([CH:18]([NH:19][c:20]2[cH:21][cH:22][c:23]([F:24])[c:25]([F:26])[cH:27]2)[CH:28]2[CH2:29][CH2:30][NH:31][CH2:32][CH2:33]2)[cH:34][cH:35]1.Br[CH2:1][c:2]1[cH:3][cH:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[cH:11]1,[CH2:1]([c:2]1[cH:3][cH:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[cH:11]1)[N:31]1[CH2:30][CH2:29][CH:28]([CH:18]([c:17]2[cH:16][cH:15][c:14]([F:13])[cH:35][cH:34]2)[NH:19][c:20]2[cH:21][cH:22][c:23]([F:24])[c:25]([F:26])[cH:27]2)[CH2:33][CH2:32]1,,"[('b', 21, 449)]",955
