Reactants,Products,Reagents,Labels,Frequency,Split,Mask
[CH3:15][C:16]([CH3:17])([CH3:18])[O:19][C:20](=[O:21])[CH:22]([NH:23][c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1)[c:30]1[cH:31][cH:32][cH:33][cH:34][c:35]1[Cl:36].O[C:1]([CH2:2][NH:3][C:4]([NH:5][c:6]1[cH:7][cH:8][cH:9][c:10]([CH3:11])[cH:12]1)=[O:13])=[O:14],[C:1]([CH2:2][NH:3][C:4]([NH:5][c:6]1[cH:7][cH:8][cH:9][c:10]([CH3:11])[cH:12]1)=[O:13])(=[O:14])[N:23]([CH:22]([C:20]([O:19][C:16]([CH3:15])([CH3:17])[CH3:18])=[O:21])[c:30]1[cH:31][cH:32][cH:33][cH:34][c:35]1[Cl:36])[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1,,"[('b', 27, 453)]",4537,train,1
O=C(C(F)(F)F)[N:1]1[CH2:2][CH2:3][c:4]2[cH:5][cH:6][c:7]([S:8](=[O:9])(=[O:10])[NH:11][c:12]3[n:13][cH:14][cH:15][s:16]3)[cH:17][c:18]2[CH2:19]1,[NH:1]1[CH2:2][CH2:3][c:4]2[cH:5][cH:6][c:7]([S:8](=[O:9])(=[O:10])[NH:11][c:12]3[n:13][cH:14][cH:15][s:16]3)[cH:17][c:18]2[CH2:19]1,,"[('a', 0, 103)]",59,train,1
F[c:1]1[cH:2][c:3]([C:4]([O:5][CH2:6][CH3:7])=[O:8])[cH:9][c:10]([N+:11](=[O:12])[O-:13])[cH:14]1.[CH2:15]1[CH2:16][O:17][CH2:18][CH2:19][NH:20]1,[c:1]1([N:20]2[CH2:15][CH2:16][O:17][CH2:18][CH2:19]2)[cH:2][c:3]([C:4]([O:5][CH2:6][CH3:7])=[O:8])[cH:9][c:10]([N+:11](=[O:12])[O-:13])[cH:14]1,,"[('b', 1, 434)]",393,train,1
CCO[C:1](=[O:2])[CH:3]1[CH2:4][c:5]2[n:6][cH:7][cH:8][n:9][c:10]2[CH2:11]1,[CH2:1]([OH:2])[CH:3]1[CH2:4][c:5]2[n:6][cH:7][cH:8][n:9][c:10]2[CH2:11]1,,"[('a', 0, 114)]",196,train,1
O[C:1](=[O:2])[c:3]1[n:4][c:5]2[c:6]([C:7]([F:8])([F:9])[F:10])[cH:11][c:12](-[c:13]3[cH:14][n:15][nH:16][cH:17]3)[cH:18][n:19]2[c:20]1[Cl:21].[O:22]=[C:23]1[CH2:24][N:25]([CH:26]2[CH2:27][CH2:28][NH:29][CH2:30][CH2:31]2)[C:32](=[O:33])[NH:34]1,[C:1](=[O:2])([c:3]1[n:4][c:5]2[c:6]([C:7]([F:8])([F:9])[F:10])[cH:11][c:12](-[c:13]3[cH:14][n:15][nH:16][cH:17]3)[cH:18][n:19]2[c:20]1[Cl:21])[N:29]1[CH2:28][CH2:27][CH:26]([N:25]2[CH2:24][C:23](=[O:22])[NH:34][C:32]2=[O:33])[CH2:31][CH2:30]1,,"[('b', 41, 453)]",4537,train,1
[CH3:11][O:12][C:13](=[O:14])[C@@H:15]([NH2:16])[CH2:17][c:18]1[cH:19][cH:20][c:21](-[c:22]2[c:23]([C:24]([F:25])([F:26])[F:27])[cH:28][c:29]([CH3:30])[n:31]([CH3:32])[c:33]2=[O:34])[cH:35][cH:36]1.Cl[C:1](=[O:2])[c:3]1[c:4]([Cl:5])[cH:6][cH:7][cH:8][c:9]1[Cl:10],[C:1](=[O:2])([c:3]1[c:4]([Cl:5])[cH:6][cH:7][cH:8][c:9]1[Cl:10])[NH:16][C@H:15]([C:13]([O:12][CH3:11])=[O:14])[CH2:17][c:18]1[cH:19][cH:20][c:21](-[c:22]2[c:23]([C:24]([F:25])([F:26])[F:27])[cH:28][c:29]([CH3:30])[n:31]([CH3:32])[c:33]2=[O:34])[cH:35][cH:36]1,,"[('b', 19, 452)]",2537,train,1
C[O:1][C:2](=[O:3])[CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9]/[C:10](=[N:11]/[O:12][CH2:13][c:14]1[cH:15][cH:16][c:17]([O:18][CH2:19][c:20]2[n:21][c:22](-[c:23]3[cH:24][cH:25][cH:26][cH:27][cH:28]3)[o:29][c:30]2[CH3:31])[cH:32][cH:33]1)[c:34]1[cH:35][cH:36][c:37]([Cl:38])[cH:39][cH:40]1,[OH:1][C:2](=[O:3])[CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9]/[C:10](=[N:11]/[O:12][CH2:13][c:14]1[cH:15][cH:16][c:17]([O:18][CH2:19][c:20]2[n:21][c:22](-[c:23]3[cH:24][cH:25][cH:26][cH:27][cH:28]3)[o:29][c:30]2[CH3:31])[cH:32][cH:33]1)[c:34]1[cH:35][cH:36][c:37]([Cl:38])[cH:39][cH:40]1,,"[('a', 0, 123)]",1797,train,1
c1ccc([P+](c2ccccc2)(c2ccccc2)[CH2:13][CH2:14][CH2:15][c:16]2[cH:17][cH:18][c:19]([O:20][CH:21]3[CH2:22][CH2:23][CH2:24][CH2:25][O:26]3)[cH:27][cH:28]2)cc1.O=[CH:1][C@H:2]1[CH2:3][CH2:4][C@H:5]([CH2:6][CH2:7][CH2:8][CH2:9][CH3:10])[CH2:11][CH2:12]1,[CH:1]([C@H:2]1[CH2:3][CH2:4][C@H:5]([CH2:6][CH2:7][CH2:8][CH2:9][CH3:10])[CH2:11][CH2:12]1)=[CH:13][CH2:14][CH2:15][c:16]1[cH:17][cH:18][c:19]([O:20][CH:21]2[CH2:22][CH2:23][CH2:24][CH2:25][O:26]2)[cH:27][cH:28]1,,"[('b', 22, 414)]",142,train,1
[CH3:9][C@H:10]([NH2:11])[C:12](=[O:13])[NH:14][C@@H:15]([CH3:16])[C:17](=[O:18])[NH:19][c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1.Cl[C:1](=[O:2])[c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1,[C:1](=[O:2])([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[NH:11][C@@H:10]([CH3:9])[C:12](=[O:13])[NH:14][C@@H:15]([CH3:16])[C:17](=[O:18])[NH:19][c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1,,"[('b', 15, 452)]",2537,train,1
CC1(C)OB([c:11]2[cH:12][cH:13][c:14]([N:15]3[CH2:16][CH2:17][O:18][CH2:19][CH2:20]3)[n:21][cH:22]2)OC1(C)C.Br[c:1]1[n:2][c:3]2[cH:4][cH:5][c:6]([OH:7])[cH:8][c:9]2[s:10]1,[c:1]1(-[c:11]2[cH:12][cH:13][c:14]([N:15]3[CH2:16][CH2:17][O:18][CH2:19][CH2:20]3)[n:21][cH:22]2)[n:2][c:3]2[cH:4][cH:5][c:6]([OH:7])[cH:8][c:9]2[s:10]1,,"[('b', 0, 438)]",452,train,1
[O:3]=[C:4]1[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[C:11](=[O:12])[N:13]1[CH2:14][CH2:15][CH2:16][NH:17][CH2:18][CH2:19][c:20]1[cH:21][cH:22][c:23]([Cl:24])[cH:25][cH:26]1.I[CH2:1][CH3:2],[CH2:1]([CH3:2])[N:17]([CH2:16][CH2:15][CH2:14][N:13]1[C:4](=[O:3])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[C:11]1=[O:12])[CH2:18][CH2:19][c:20]1[cH:21][cH:22][c:23]([Cl:24])[cH:25][cH:26]1,,"[('b', 3, 425)]",258,train,1
C[O:1][c:2]1[cH:3][cH:4][c:5]([C:6](=[O:7])[c:8]2[cH:9][cH:10][c:11]([O:12][CH2:13][CH2:14][Br:15])[c:16]([F:17])[cH:18]2)[cH:19][cH:20]1,[OH:1][c:2]1[cH:3][cH:4][c:5]([C:6](=[O:7])[c:8]2[cH:9][cH:10][c:11]([O:12][CH2:13][CH2:14][Br:15])[c:16]([F:17])[cH:18]2)[cH:19][cH:20]1,,"[('a', 0, 123)]",1797,train,1
[CH3:2][c:3]1[c:4](-[c:5]2[cH:6][cH:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14]2)[c:15](=[O:16])[c:17]([C:18](=[O:19])[NH:20][CH2:21][c:22]2[cH:23][cH:24][c:25]([S:26](=[N:27][C:28]#[N:29])[CH:30]3[CH2:31][CH2:32]3)[cH:33][cH:34]2)[cH:35][n:36]1[CH:37]([CH3:38])[CH3:39].O=C(O[OH:1])c1cccc(Cl)c1,[O:1]=[S:26]([c:25]1[cH:24][cH:23][c:22]([CH2:21][NH:20][C:18]([c:17]2[c:15](=[O:16])[c:4](-[c:5]3[cH:6][cH:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14]3)[c:3]([CH3:2])[n:36]([CH:37]([CH3:38])[CH3:39])[cH:35]2)=[O:19])[cH:34][cH:33]1)(=[N:27][C:28]#[N:29])[CH:30]1[CH2:31][CH2:32]1,,"[('b', 1, 411)]",109,train,1
Cl[CH2:1][CH2:2][CH2:3][CH2:4][C:5]1([CH2:6][CH3:7])[C:8](=[O:9])[NH:10][c:11]2[cH:12][cH:13][c:14]([F:15])[cH:16][c:17]21.[F:18][c:19]1[cH:20][cH:21][c:22]([N:23]2[CH2:24][CH2:25][NH:26][CH2:27][CH2:28]2)[cH:29][cH:30]1,[CH2:1]([CH2:2][CH2:3][CH2:4][C:5]1([CH2:6][CH3:7])[C:8](=[O:9])[NH:10][c:11]2[cH:12][cH:13][c:14]([F:15])[cH:16][c:17]21)[N:26]1[CH2:25][CH2:24][N:23]([c:22]2[cH:21][cH:20][c:19]([F:18])[cH:30][cH:29]2)[CH2:28][CH2:27]1,,"[('b', 33, 452)]",2537,train,1
Cl[c:1]1[c:2]([CH3:3])[c:4]([Cl:5])[c:6]2[c:7]([n:8]1)[cH:9][c:10]([F:11])[cH:12][c:13]2[F:14].OB(O)[c:15]1[c:16]([CH3:17])[cH:18][cH:19][n:20][cH:21]1,[c:1]1(-[c:15]2[c:16]([CH3:17])[cH:18][cH:19][n:20][cH:21]2)[c:2]([CH3:3])[c:4]([Cl:5])[c:6]2[c:7]([n:8]1)[cH:9][c:10]([F:11])[cH:12][c:13]2[F:14],,"[('b', 0, 424)]",245,train,1
[CH3:9][O:10][C:11](=[O:12])[c:13]1[cH:14][c:15]([OH:16])[cH:17][c:18]([O:19][S:20](=[O:21])(=[O:22])[c:23]2[cH:24][cH:25][c:26]([CH3:27])[cH:28][cH:29]2)[cH:30]1.OB(O)[c:1]1[cH:2][c:3]([F:4])[cH:5][c:6]([F:7])[cH:8]1,[c:1]1([O:16][c:15]2[cH:14][c:13]([C:11]([O:10][CH3:9])=[O:12])[cH:30][c:18]([O:19][S:20](=[O:21])(=[O:22])[c:23]3[cH:24][cH:25][c:26]([CH3:27])[cH:28][cH:29]3)[cH:17]2)[cH:2][c:3]([F:4])[cH:5][c:6]([F:7])[cH:8]1,,"[('b', 1, 358)]",28,train,1
[O:7]=[C:8]([O:9][CH2:10][C@@H:11]1[O:12][C@@H:13]([OH:14])[CH2:15][S:16]1)[c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1.Cl[C:1]([C:2]([CH3:3])([CH3:4])[CH3:5])=[O:6],[C:1]([C:2]([CH3:3])([CH3:4])[CH3:5])(=[O:6])[O:14][C@@H:13]1[O:12][C@@H:11]([CH2:10][O:9][C:8](=[O:7])[c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[S:16][CH2:15]1,,"[('b', 11, 444)]",782,train,1
Cl[c:1]1[c:2]([C:3]([O:4][CH3:5])=[O:6])[cH:7][c:8]([Br:9])[cH:10][n:11]1.[NH2:12][CH2:13][CH2:14][N:15]1[CH2:16][CH2:17][O:18][CH2:19][CH2:20]1,[c:1]1([NH:12][CH2:13][CH2:14][N:15]2[CH2:16][CH2:17][O:18][CH2:19][CH2:20]2)[c:2]([C:3]([O:4][CH3:5])=[O:6])[cH:7][c:8]([Br:9])[cH:10][n:11]1,,"[('b', 1, 451)]",1916,train,1
[CH3:7][c:8]1[n:9][c:10](-[c:11]2[s:12][c:13]([NH2:14])[n:15][c:16]2-[c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[n:23][o:24]1.Cl[C:1]([CH2:2][CH:3]([CH3:4])[CH3:5])=[O:6],[C:1]([CH2:2][CH:3]([CH3:4])[CH3:5])(=[O:6])[NH:14][c:13]1[s:12][c:11](-[c:10]2[n:9][c:8]([CH3:7])[o:24][n:23]2)[c:16](-[c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[n:15]1,,"[('b', 11, 452)]",2537,train,1
[NH2:1][CH2:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][cH:8][c:9]([Cl:10])[c:11]1[Cl:12],[NH2:1][CH2:2][CH:3]([OH:4])[c:5]1[cH:6][cH:7][cH:8][c:9]([Cl:10])[c:11]1[Cl:12],,"[('b', 4, 443), ('b', 5, 443)]",573,train,1
O[CH2:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1.[OH:8][c:9]1[cH:10][cH:11][c:12]([Br:13])[n:14][cH:15]1,[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:8][c:9]1[cH:10][cH:11][c:12]([Br:13])[n:14][cH:15]1,,"[('b', 13, 445)]",804,train,1
Br[c:1]1[cH:2][n:3][c:4]([C:5]([O:6][CH3:7])=[O:8])[c:9]([F:10])[cH:11]1.[NH2:12][S:13](=[O:14])(=[O:15])[c:16]1[cH:17][cH:18][n:19][cH:20][cH:21]1,[c:1]1([NH:12][S:13](=[O:14])(=[O:15])[c:16]2[cH:17][cH:18][n:19][cH:20][cH:21]2)[cH:2][n:3][c:4]([C:5]([O:6][CH3:7])=[O:8])[c:9]([F:10])[cH:11]1,,"[('b', 1, 441)]",553,train,1
Br[CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][c:6]1[cH:7][c:8]([CH3:9])[n:10][o:11]1.[N:12]#[C:13][c:14]1[cH:15][c:16]([Cl:17])[c:18]([OH:19])[c:20]([Cl:21])[cH:22]1,[CH2:1]([CH2:2][CH2:3][CH2:4][CH2:5][c:6]1[cH:7][c:8]([CH3:9])[n:10][o:11]1)[O:19][c:18]1[c:16]([Cl:17])[cH:15][c:14]([C:13]#[N:12])[cH:22][c:20]1[Cl:21],,"[('b', 21, 448)]",924,train,1
[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([CH3:8])([CH3:9])[CH2:10][CH2:11][CH:12]=[CH:13][c:14]1[cH:15][cH:16][cH:17][cH:18][c:19]1[Cl:20].[BrH:1],[Br:1][CH:13]([CH2:12][CH2:11][CH2:10][C:7]([C:5]([O:4][CH2:3][CH3:2])=[O:6])([CH3:8])[CH3:9])[c:14]1[cH:15][cH:16][cH:17][cH:18][c:19]1[Cl:20],,"[('b', 0, 226)]",4,train,1
Cl[c:1]1[cH:2][cH:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[n:10]1.[cH:11]1[cH:12][n:13][c:14]2[nH:15][cH:16][cH:17][c:18]2[cH:19]1,[c:1]1(-[n:15]2[c:14]3[n:13][cH:12][cH:11][cH:19][c:18]3[cH:17][cH:16]2)[cH:2][cH:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[n:10]1,,"[('b', 1, 405)]",91,train,1
Cl[c:1]1[n:2][cH:3][c:4]([C:5](=[O:6])[NH:7][c:8]2[cH:9][cH:10][c:11]([O:12][C:13]([F:14])([F:15])[Cl:16])[cH:17][cH:18]2)[cH:19][c:20]1-[c:21]1[cH:22][cH:23][n:24][nH:25]1.[CH3:26][N:27]([CH3:28])[C@H:29]1[CH2:30][NH:31][CH2:32][C@@H:33]1[OH:34],[c:1]1([N:31]2[CH2:30][C@H:29]([N:27]([CH3:26])[CH3:28])[C@@H:33]([OH:34])[CH2:32]2)[n:2][cH:3][c:4]([C:5](=[O:6])[NH:7][c:8]2[cH:9][cH:10][c:11]([O:12][C:13]([F:14])([F:15])[Cl:16])[cH:17][cH:18]2)[cH:19][c:20]1-[c:21]1[cH:22][cH:23][n:24][nH:25]1,,"[('b', 1, 451)]",1916,train,1
[CH3:1][C:2]([CH3:3])([CH2:4][C:5](=[O:6])[NH:7][C@@H:8]1[CH2:9][CH2:10][c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]2[N:17]([CH2:18][c:19]2[cH:20][cH:21][c:22](-[c:23]3[cH:24][cH:25][cH:26][cH:27][c:28]3[NH2:29])[cH:30][cH:31]2)[C:32]1=[O:33])[NH:34][C:35](=[O:36])[O:37][C:38]([CH3:39])([CH3:40])[CH3:41].[CH3:42][CH:43]([CH3:44])[N:45]=[C:46]=[O:47],[CH3:1][C:2]([CH3:3])([CH2:4][C:5](=[O:6])[NH:7][C@@H:8]1[CH2:9][CH2:10][c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]2[N:17]([CH2:18][c:19]2[cH:20][cH:21][c:22](-[c:23]3[cH:24][cH:25][cH:26][cH:27][c:28]3[NH:29][C:46]([NH:45][CH:43]([CH3:42])[CH3:44])=[O:47])[cH:30][cH:31]2)[C:32]1=[O:33])[NH:34][C:35](=[O:36])[O:37][C:38]([CH3:39])([CH3:40])[CH3:41],,"[('b', 56, 442)]",566,train,1
CC[O:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][c:8]2[c:9]1[N:10]1[CH2:11][N:12]=[C:13]([CH3:14])[C:15]1=[CH:16][c:17]1[cH:18][n:19][cH:20][n:21][c:22]1-2,[OH:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][c:8]2[c:9]1[N:10]1[CH2:11][N:12]=[C:13]([CH3:14])[C:15]1=[CH:16][c:17]1[cH:18][n:19][cH:20][n:21][c:22]1-2,,"[('a', 0, 120)]",1123,train,1
C[O:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([CH2:8][c:9]2[c:10]([CH3:11])[c:12]([O:13][CH3:14])[c:15]([O:16][CH3:17])[c:18]([O:19][CH3:20])[c:21]2[O:22][CH3:23])[cH:24][c:25]1-[c:26]1[cH:27][cH:28][cH:29][n:30][cH:31]1,[OH:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([CH2:8][c:9]2[c:10]([CH3:11])[c:12]([O:13][CH3:14])[c:15]([O:16][CH3:17])[c:18]([O:19][CH3:20])[c:21]2[O:22][CH3:23])[cH:24][c:25]1-[c:26]1[cH:27][cH:28][cH:29][n:30][cH:31]1,,"[('a', 0, 123)]",1797,train,1
[F:3][c:4]1[cH:5][c:6]([F:7])[cH:8][c:9]([Cl:10])[cH:11]1.CN(C)[CH:1]=[O:2],[CH:1](=[O:2])[c:5]1[c:4]([F:3])[cH:11][c:9]([Cl:10])[cH:8][c:6]1[F:7],,"[('b', 3, 399)]",75,train,1
[CH3:8][O:9][C:10](=[O:11])[CH:12]([CH2:13][CH:14]1[CH2:15][CH2:16][NH:17][CH2:18][CH2:19]1)[C:20](=[O:21])[O:22][CH3:23].Cl[CH2:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1,[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[N:17]1[CH2:16][CH2:15][CH:14]([CH2:13][CH:12]([C:10]([O:9][CH3:8])=[O:11])[C:20](=[O:21])[O:22][CH3:23])[CH2:19][CH2:18]1,,"[('b', 13, 452)]",2537,train,1
O[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[n:9][c:10]([NH:11][CH2:12][c:13]3[cH:14][cH:15][c:16]([O:17][CH2:18][CH2:19][Br:20])[cH:21][cH:22]3)[n:23][c:24]([O:25][CH2:26][C:27]([F:28])([F:29])[F:30])[n:31]2)[cH:32][cH:33]1.[CH3:34][C:35]([CH3:36])([CH3:37])[O:38][C:39](=[O:40])[NH:41][CH2:42][CH2:43][CH2:44][CH2:45][NH2:46],[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[n:9][c:10]([NH:11][CH2:12][c:13]3[cH:14][cH:15][c:16]([O:17][CH2:18][CH2:19][Br:20])[cH:21][cH:22]3)[n:23][c:24]([O:25][CH2:26][C:27]([F:28])([F:29])[F:30])[n:31]2)[cH:32][cH:33]1)[NH:46][CH2:45][CH2:44][CH2:43][CH2:42][NH:41][C:39]([O:38][C:35]([CH3:34])([CH3:36])[CH3:37])=[O:40],,"[('b', 65, 453)]",4537,train,1
CC(C)(C)OC(=O)O[C:6]([O:5][C:2]([CH3:1])([CH3:3])[CH3:4])=[O:7].[CH3:8][O:9][C:10](=[O:11])[C@@H:12]([NH2:13])[CH2:14][CH2:15][c:16]1[cH:17][cH:18][c:19]([Cl:20])[cH:21][cH:22]1,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:13][C@H:12]([C:10]([O:9][CH3:8])=[O:11])[CH2:14][CH2:15][c:16]1[cH:17][cH:18][c:19]([Cl:20])[cH:21][cH:22]1,,"[('b', 13, 432)]",323,train,1
[CH3:8][O:9][c:10]1[cH:11][cH:12][c:13](-[c:14]2[c:15]([O:16][CH2:17][CH2:18][OH:19])[n:20][n:21]([CH3:22])[c:23]2[NH:24][S:25](=[O:26])(=[O:27])[c:28]2[cH:29][cH:30][c:31]([C:32]([CH3:33])([CH3:34])[CH3:35])[cH:36][cH:37]2)[cH:38][cH:39]1.Cl[c:1]1[n:2][cH:3][c:4]([Br:5])[cH:6][n:7]1,[c:1]1([O:19][CH2:18][CH2:17][O:16][c:15]2[c:14](-[c:13]3[cH:12][cH:11][c:10]([O:9][CH3:8])[cH:39][cH:38]3)[c:23]([NH:24][S:25](=[O:26])(=[O:27])[c:28]3[cH:29][cH:30][c:31]([C:32]([CH3:33])([CH3:34])[CH3:35])[cH:36][cH:37]3)[n:21]([CH3:22])[n:20]2)[n:2][cH:3][c:4]([Br:5])[cH:6][n:7]1,,"[('b', 1, 439)]",452,train,1
CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)[c:1]1[cH:2][n:3][cH:4][cH:5][n:6]1.I[c:7]1[cH:8][c:9]([C:10]([O:11][CH3:12])=[O:13])[c:14]([NH2:15])[cH:16][c:17]1[C:18]([F:19])([F:20])[F:21],[c:1]1(-[c:7]2[cH:8][c:9]([C:10]([O:11][CH3:12])=[O:13])[c:14]([NH2:15])[cH:16][c:17]2[C:18]([F:19])([F:20])[F:21])[cH:2][n:3][cH:4][cH:5][n:6]1,,"[('b', 1, 343)]",21,train,1
[CH3:1][C:2]([CH3:3])([CH3:4])[CH:5]1[CH2:6][CH2:7][CH:8]([OH:9])[CH:10]([C:11]([CH3:12])([CH3:13])[CH3:14])[CH2:15]1,[CH3:1][C:2]([CH3:3])([CH3:4])[CH:5]1[CH2:6][CH2:7][C:8](=[O:9])[CH:10]([C:11]([CH3:12])([CH3:13])[CH3:14])[CH2:15]1,,"[('b', 14, 435), ('b', 15, 435)]",413,train,1
[CH3:1][C:2]([CH3:3])([CH3:4])[C:5]#[C:6][c:7]1[cH:8][n:9][c:10]2[c:11]([cH:12]1)[C@:13]1([CH2:14][O:15][C:16]([NH2:17])=[N:18]1)[c:19]1[cH:20][c:21](-[c:22]3[cH:23][cH:24][cH:25][n:26][cH:27]3)[cH:28][cH:29][c:30]1[O:31]2,[CH3:1][C:2]([CH3:3])([CH3:4])[CH2:5][CH2:6][c:7]1[cH:8][n:9][c:10]2[c:11]([cH:12]1)[C@:13]1([CH2:14][O:15][C:16]([NH2:17])=[N:18]1)[c:19]1[cH:20][c:21](-[c:22]3[cH:23][cH:24][cH:25][n:26][cH:27]3)[cH:28][cH:29][c:30]1[O:31]2,,"[('b', 8, 398), ('b', 9, 398)]",71,train,1
[OH:7][c:8]1[cH:9][cH:10][c:11]([C:12]2([c:13]3[cH:14][cH:15][cH:16][c:17]([Br:18])[cH:19]3)[NH:20][C:21](=[S:22])[N:23]3[CH2:24][CH2:25][CH2:26][N:27]=[C:28]23)[cH:29][cH:30]1.Cl[S:1](=[O:2])(=[O:3])[CH:4]1[CH2:5][CH2:6]1,[S:1](=[O:2])(=[O:3])([CH:4]1[CH2:5][CH2:6]1)[O:7][c:8]1[cH:9][cH:10][c:11]([C:12]2([c:13]3[cH:14][cH:15][cH:16][c:17]([Br:18])[cH:19]3)[NH:20][C:21](=[S:22])[N:23]3[CH2:24][CH2:25][CH2:26][N:27]=[C:28]23)[cH:29][cH:30]1,,"[('b', 11, 433)]",366,train,1
[CH3:1][N:2]([C:3]#[C:4][CH2:5][C:6]1=[CH:7][CH2:8][CH2:9][CH2:10][CH2:11]1)[CH2:12][c:13]1[cH:14][cH:15][cH:16][c:17]2[cH:18][cH:19][cH:20][cH:21][c:22]12,[CH3:1][N:2](/[CH:3]=[CH:4]\[CH2:5][C:6]1=[CH:7][CH2:8][CH2:9][CH2:10][CH2:11]1)[CH2:12][c:13]1[cH:14][cH:15][cH:16][c:17]2[cH:18][cH:19][cH:20][cH:21][c:22]12,,"[('b', 4, 338), ('b', 5, 338)]",19,train,1
[OH:2][c:3]1[cH:4][cH:5][c:6]([O:7][CH2:8][C:9]([F:10])([F:11])[F:12])[cH:13][c:14]1[Br:15].I[CH3:1],[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([O:7][CH2:8][C:9]([F:10])([F:11])[F:12])[cH:13][c:14]1[Br:15],,"[('b', 1, 431)]",307,train,1
CC(C)(C)OC(=O)[N:1]1[CH2:2][CH2:3][CH2:4][c:5]2[cH:6][c:7](-[c:8]3[cH:9][n:10][cH:11][c:12]([Br:13])[cH:14]3)[cH:15][n:16][c:17]21,[NH:1]1[CH2:2][CH2:3][CH2:4][c:5]2[cH:6][c:7](-[c:8]3[cH:9][n:10][cH:11][c:12]([Br:13])[cH:14]3)[cH:15][n:16][c:17]21,,"[('a', 0, 122)]",1493,train,1
[OH:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][OH:18].Br[CH2:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1,[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][OH:18],,"[('b', 13, 448)]",924,train,1
[cH:6]1[cH:7][cH:8][c:9]([C:10]2([c:11]3[cH:12][cH:13][c:14]4[n:15][c:16](-[c:17]5[cH:18][cH:19][c:20]6[c:21]([cH:22]5)[CH2:23][NH:24][CH2:25]6)[s:26][c:27]4[n:28]3)[CH2:29][CH2:30]2)[cH:31][cH:32]1.Br[CH2:1][C:2]([O:3][CH3:4])=[O:5],[CH2:1]([C:2]([O:3][CH3:4])=[O:5])[N:24]1[CH2:23][c:21]2[c:20]([cH:19][cH:18][c:17](-[c:16]3[n:15][c:14]4[cH:13][cH:12][c:11]([C:10]5([c:9]6[cH:8][cH:7][cH:6][cH:32][cH:31]6)[CH2:29][CH2:30]5)[n:28][c:27]4[s:26]3)[cH:22]2)[CH2:25]1,,"[('b', 9, 449)]",955,train,1
